index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
27,non mandatory,5.0,COSC30,"Best Professor I've had at Dartmouth, hands down. No matter who you take them with, CS30 is going to be tough, and CS31 is going to be tougher. However, if you do it with Jayanti, you'll enjoy yourself and you'll enjoy the class and you'll actually feel like you've learned something.",False,2015-10-25 09:21:05,3.0,A-,5.0,True,False,5.0,,1.0,0,3,,261485
28,,5.0,BHAARATASIBIRA,great interaction with students,False,2015-06-25 04:38:42,1.0,A+,5.0,False,False,5.0,,1.0,0,1,,261485
29,non mandatory,5.0,COSC30,Best prof I've had so far at dartmouth,False,2015-03-02 03:55:38,3.0,,5.0,True,False,5.0,,1.0,0,1,,261485
30,,5.0,CS30,Awesome,False,2014-10-02 15:54:53,1.0,,5.0,False,False,5.0,,4.0,0,1,,261485
31,,5.0,COSC30,"REALLY smart, but doesn't plan the answers beforehand, just has epiphanies when solving problems. It's like taking a class from God.",False,2012-02-19 11:02:42,4.0,,5.0,False,False,5.0,,3.0,0,6,,261485
32,,5.0,COSC005,Absolutely one of the best profs I've had at Dartmouth,False,2011-03-23 18:15:31,3.0,,5.0,False,False,5.0,,2.0,0,1,,261485
33,,5.0,CS25,.,False,2010-07-17 18:23:40,2.0,,5.0,False,False,5.0,,1.0,0,0,,261485
34,,5.0,COSC25,"Best professor of all time. If you have the opportunity to take a class with this dude, you better DO IT!",False,2009-11-18 16:20:12,4.0,,5.0,False,False,5.0,,5.0,0,2,,261485
35,,4.0,CS25,Great,False,2009-11-18 16:17:19,5.0,,3.0,False,False,4.0,,5.0,0,1,,261485
36,,5.0,CS25,He filled in for my professor a few times and i REALLY wish he tought the class full time.  He explained everything so clearly and was so entertainint,False,2009-09-18 14:07:49,3.0,,5.0,False,False,5.0,,3.0,0,2,,261485
37,,5.0,CS49,"After years of classes, the best professor I have had for any course.",False,2006-04-18 16:36:25,3.0,,5.0,False,False,5.0,,,0,1,,261485
38,,5.0,CS49,The greatest professor in the history of the universe.,False,2004-09-06 01:39:49,5.0,,5.0,False,False,5.0,,,0,0,,261485
39,,4.0,CS49,No Comments,False,2004-07-07 11:00:30,3.0,,4.0,False,False,4.0,,,0,0,,261485
40,,4.0,CS4,prasad is one funky dude.,False,2003-10-21 17:29:49,2.0,,4.0,False,False,4.0,,,0,0,,261485
41,,5.0,COSC49,No Comments,False,2003-10-14 20:36:07,3.0,,5.0,False,False,5.0,,,1,0,,261485
42,,5.0,CS49,This dude has one sweet accent.,False,2003-10-14 20:33:52,1.0,,5.0,False,False,5.0,,,0,0,,261485
43,mandatory,5.0,ECON26,Amazing prof. Makes you think,False,2018-08-24 22:34:27,4.0,,5.0,True,False,5.0,Participation matters--Skip class? You won't pass.--LOTS OF HOMEWORK,5.0,0,1,1.0,741913
44,mandatory,5.0,ECON26,"This guy is a genius. Most eye-opening class I've ever taken.  It takes 6 hours of preparation for each class, but completely worth it, because it's really interesting stuff.",False,2015-09-26 11:31:04,4.0,A,4.0,True,False,5.0,,5.0,0,1,,741913
45,,5.0,ECON26,If you get an A in Econ 26 you are respected by all the alumni network.,False,2015-02-17 01:29:38,1.0,,5.0,True,False,5.0,,5.0,1,3,,741913
46,,4.0,ECON026,One of the toughest classes I've ever taken. Not conceptually difficult but it covers a lot of material. First class I've ever read the entire textbook for. The class (socratic method)structure forces you to learn the material well. Definetly the class I've learned the most in.,False,2014-08-21 15:00:29,5.0,,5.0,False,False,5.0,,5.0,0,0,,741913
47,,4.0,ECON026,Great professor who holds his students to a very high level. The class was very difficult but I really enjoyed it.,False,2013-05-25 00:45:16,5.0,,2.0,False,False,3.0,,5.0,0,0,,741913
48,,3.0,ECON26,He's really hard but you'll learn a lot.,False,2010-11-14 00:28:14,5.0,,3.0,False,False,3.0,,3.0,0,1,,741913
49,,3.0,ECON26,Practice exams and memorize his book.,False,2010-06-23 22:56:49,4.0,,1.0,False,False,2.0,,5.0,1,0,,741913
50,,4.0,ECONECON,"Some students will be well advised not to watch Super bowl when it's review time. Don't blame your professor for your poor performance and bad grades. The word is &quot;awful,&quot; not &quot;aweful.&quot; And it is &quot;nightmare,&quot; not &quot;nitemare.&quot; This professor is very knowledgeable. Hard work pays off though.",False,2010-02-21 20:29:24,5.0,,4.0,False,False,4.0,,4.0,0,0,,741913
51,,5.0,ECON101,Excellent Professor,False,2009-02-11 14:41:26,3.0,,5.0,False,False,5.0,,4.0,0,1,,741913
52,,1.0,ECON26,"This guy sucks! He holds office hours as early as possible to minimize the number of visits. He does absolutely NO teaching in class. The class consists of randomly selecting students to answer the questions from the textbook. And then you're graded on it. This is NOT a business school format, where there is actual discussion. There's more...",False,2007-01-18 16:28:54,4.0,,1.0,False,False,1.0,,5.0,1,2,,741913
53,,2.0,ECON26,"Kohn isn't a great instructor, but the class format is good because it forces you to learn it on your own.  Like law school format where he calls on you randomly to answer questions.  But after taking the class and being a study group leader for the class I think even I could do a better job of explaining the concepts.",False,2006-12-27 22:02:51,5.0,,3.0,False,False,3.0,,4.0,0,1,,741913
54,,1.0,ECON35,Aweful!!! The only reason I took this class was to get rid of the requirement and the professor made a bad class into a nitemare. Teaching = crap; attitude = crap. I hear dude was in the Israeli army; I wouldn't be surprised if he'd killed someone with his own hands.,False,2006-09-09 18:19:45,5.0,,1.0,False,False,1.0,,4.0,3,0,,741913
55,,1.0,ECON,To call this **** a jerk is an insult to all the honest jerks out there. He's lunatic. He delibrately misguided the class on a test and seemed to really get a big kick out of it.,False,2006-07-13 18:26:46,1.0,,1.0,False,False,1.0,,,0,1,,741913
56,,2.0,ECON,yeah - he is a bit of a jerk.  Teaches his class like B-school.  My favorite Kohn story is that he scheduled a review during the super-bowl.,False,2006-06-28 21:04:09,5.0,,1.0,False,False,2.0,,,1,1,,741913
57,,1.0,ECON,No Comments,False,2006-04-14 18:37:10,5.0,,1.0,False,False,1.0,,,1,0,,741913
58,,3.0,ANTH21,"She really cares about her students and is often open outside of class to help. She really is an amazing person. However, her lectures are fast and heavy and tend not to be very engaging. Reading the class materials is an essential, because you will definitely miss some of the information given in her lectures.",False,2017-02-12 14:59:58,2.0,B+,3.0,True,False,3.0,Get ready to read--ACCESSIBLE OUTSIDE CLASS--LECTURE HEAVY,5.0,0,0,0.0,282419
59,,2.0,ANTH008,Classes are heavy on lecture and are not very engaging. One of the worse classes I have taken.,False,2011-03-21 01:16:54,4.0,,2.0,False,False,2.0,,5.0,0,0,,282419
60,,5.0,ANTH22,Passionate professor. Really knows her stuff.,False,2010-09-10 16:24:30,2.0,,5.0,False,False,5.0,,4.0,0,1,,282419
61,,4.0,ANTH21,She's awesome!  She's so helpful and really cares about you.  If you express an interest in archaeology she'll take you under her wing and really help you out!,False,2009-06-23 23:30:45,4.0,,1.0,False,False,3.0,,3.0,0,0,,282419
62,,1.0,ANTH8,The prof. totaly blew it. By the end of the term more than 3/4 of students were sick and tired of both the topic and her attitude. Not recommended...,False,2008-04-06 20:22:52,5.0,,1.0,False,False,1.0,,2.0,2,1,,282419
63,,1.0,ANTH8,"The most boring and dull class ever. How can Nichols take an interesting topic like archeology and turn it into this crap is beyond my comprehension. On a personal note, I find her to be a jerk. She acts as if she's interested in having interaction with students, but she wants to kick you out 5 minutes after you step  into her office...not good...",False,2008-04-05 22:45:36,5.0,,1.0,False,False,1.0,,3.0,2,1,,282419
64,,1.0,ANTH5,"Aweful class, boring lectures, Nichols sucks big time...",False,2008-04-05 16:17:28,4.0,,1.0,False,False,1.0,,3.0,1,1,,282419
65,,1.0,ANTH8,"This was perhaps the worst class I had in my four years at Dartmouth. I've never seen a more annoying professor than Deborah Nichols. She's boring, self-absorbed, and couldn't care less if the material made sense to students. I did get a good grade, but I hated the class, Nichols, and archaeology...",False,2008-03-18 22:27:40,5.0,,1.0,False,False,1.0,,4.0,1,1,,282419
66,,3.0,ANTH33,"I had her for Archaeology of Prehispanic Mesoamerica in the mid 90s. She was, by far, the most boring professor I had at Dartmouth. Staying awake was a struggle.",False,2007-08-16 13:11:26,3.0,,1.0,False,False,2.0,,3.0,1,1,,282419
67,Y,4.0,ANTH,"Nichols has great energy and really knows her stuff.  She talks fast and communicates a tremendous amount in her lectures.  Dry&#63;  Not if you pay attention and stay with her.  She is very personable and enthusiastic about teaching, will go out of her way to support student research interests.",False,2004-12-21 13:48:46,3.0,C,5.0,False,False,5.0,,,0,0,,282419
68,,3.0,ANTHRO8,dry lecture style,False,2003-11-11 13:59:47,3.0,,3.0,False,False,3.0,,,0,0,,282419
69,,5.0,HIST202,Really goooood,False,2008-09-01 18:27:01,1.0,,5.0,False,False,5.0,,5.0,1,0,,312215
70,,1.0,NEURO000,No Comments,False,2008-04-08 13:26:44,5.0,,1.0,False,False,1.0,,1.0,0,0,,312215
71,,1.0,PSYCH1,"In his own words, he drinks 7 caffeinated soft drinks before 10 in the morning!  He has very little attention span for anything to do with students. He just reads his powerpoint slides but if a student has a question he gets confused and can't answer.  His section of psych 1: super boring.  All the other profs teaching it were great though.",False,2007-03-09 09:49:48,1.0,,1.0,False,False,1.0,,5.0,0,3,,312215
72,,1.0,PSYCH,"The most boring class I ever had at Dartmouth by far. He just clicks through countless powerpoint presentations and drones on. Doesn't answer questions clearly. Rude to students who ask questions. Oh and is just me, or does the comment beginning with &quot;Dr. Cohen&quot; sound like it was written by him.",False,2006-09-05 11:30:52,4.0,,1.0,False,False,1.0,,1.0,0,3,,312215
73,,1.0,NEUROSCIENCE,"HORRIBLE! Run! Unless you actually enjoy 5 unmitigated hours of PowerPoint slides a week do NOT take a class with this guy. Far more interested in personal, esoteric research than actually teaching.",False,2006-03-16 23:02:20,4.0,,1.0,False,False,1.0,,,0,2,,312215
74,,4.0,PSYCH06,"Dr. Cohen represents the best of Dartmouth.  His enthusiasm for neuroscience is infectious and he proved to have a nearly inexhaustible patience in helping me to understand some very difficult subject matter.  He's also a nice guy. The class is hard if you don’t keep up with the reading, but at least I actually learning something worth knowing.",False,2005-09-29 10:59:31,3.0,,5.0,False,False,5.0,,,0,0,,312215
75,,1.0,PSYC6,Yale Cohen is a moron.  He killed my enthusiasm for Neuroscience and was a terrible teacher.,False,2004-12-06 20:07:22,4.0,,1.0,False,False,1.0,,,0,0,,312215
76,,5.0,PYSCH6,No Comments,False,2004-11-22 11:40:25,3.0,,5.0,False,False,5.0,,,0,0,,312215
77,,4.0,PSYCH6,No Comments,False,2004-01-05 20:04:40,3.0,,5.0,False,False,5.0,,,0,0,,312215
78,,4.0,PSYCH06,No Comments,False,2003-12-06 18:12:58,3.0,,5.0,False,False,5.0,,,0,0,,312215
79,non mandatory,5.0,ENGL42,"I've never had a professor more passionate about his subject!  This is a case where even if you're not interested in the subject, you should take the class because the professor is so gifted!!!",False,2022-07-26 19:17:09,5.0,A-,5.0,True,False,5.0,,3.0,0,0,1.0,264228
80,non mandatory,5.0,MALS101,I took two classes with Prof Pease while earning my MA at Dartmouth and highly recommend students take any class he offers. He was always available during his office hours and any other time that I was able to schedule. He was by far the best professor I had at Dartmouth which is quite remarkable because the professors there are exceptional.,False,2021-12-31 16:38:34,3.0,A+,5.0,True,False,5.0,Accessible outside class--Get ready to read--Lecture heavy,0.0,0,0,1.0,264228
81,,5.0,AMERICANDREAM,"Dr. Donald Pease is to me, as Edward Said is to him. Worlds best.........",False,2014-03-27 10:54:52,4.0,A+,5.0,False,False,5.0,,5.0,0,1,,264228
82,,5.0,ENGL42,"I feel very fortunate to have taken two classes with Professor Pease. His lectures are both entertaining and insightful, and I still think of them often, three years after graduating.",False,2011-05-05 11:12:38,2.0,,5.0,False,False,5.0,,2.0,0,0,,264228
83,,5.0,ENGL42,Awesome professor!,False,2008-08-19 08:22:42,1.0,,5.0,False,False,5.0,,5.0,0,0,,264228
84,,2.0,ENGLISH4563,One of my favorite professors ever.  Can be hard to follow sometimes but that's only because he knows so much and cares so much about the works he is discussing he has a hard time getting out evrything he wants to say.,False,2006-02-24 13:31:57,2.0,,5.0,False,False,4.0,,,0,0,,264228
85,,1.0,MALS,Is far more interested in showing off his knowledge than helping students understand the subject. A reputation as an intellectual bully that is not completely undeserved.,False,2005-08-25 09:58:57,4.0,,1.0,False,False,1.0,,,0,3,,264228
86,,2.0,58,No Comments,False,2005-06-02 15:28:53,4.0,,1.0,False,False,2.0,,,0,0,,264228
87,,3.0,AMPOETRY,"Brilliant at times, but needs to outline his lectures. Sometimes didn't even refer to the poetry we had read. There's no doubt, however, about his enthusiasm and his intellectual power (both enormous).",False,2003-11-22 00:09:37,4.0,,3.0,False,False,3.0,,,0,0,,264228
88,,1.0,MALS,No Comments,False,2003-10-19 22:38:35,2.0,,4.0,False,False,3.0,,,0,0,,264228
89,non mandatory,1.0,COSC11,"Lectures are okay, but his exams are pretty unfair and doesn't give any heads up on what you actually need to know. Gives some practice problems that are 1/10th the difficulty of the actual exams. Will teach a subject, then expect you to expand your learning-- on the exam.",False,2019-05-11 16:28:29,3.0,A-,1.0,True,False,1.0,Test heavy--Tough grader,0.0,0,0,0.0,1742121
90,non mandatory,1.0,CS174,"A very mean prof, and you need to be careful about everything.",False,2017-06-20 03:28:22,1.0,C,1.0,False,True,1.0,Tough Grader--LOTS OF HOMEWORK--TEST HEAVY,0.0,0,0,0.0,1742121
91,non mandatory,1.0,CS174,Useless class. Save yourself some time and learn everything you need about ML from online lectures.,False,2016-11-18 14:22:48,3.0,,1.0,True,False,1.0,,0.0,0,0,0.0,1742121
92,non mandatory,5.0,CS174,"Well-prepared lectures, project is where the most interesting to do while learning machine learning models.",False,2016-03-29 22:11:24,1.0,A+,5.0,True,False,5.0,,1.0,0,0,,1742121
93,,5.0,COSC74,"ML is a very interesting subject. The lectures are well-organized and well-delivered. The exams can be a bit challenging. Overall, it was a pleasant experience.",False,2014-03-24 13:16:09,3.0,,5.0,True,True,5.0,,1.0,0,1,,1742121
94,,4.0,CS174,The lecture is overall OK. Pronunciation is clear. He is a strict and rigid. He don't  even allow a different form of answer in the homework.,False,2014-02-07 21:36:56,2.0,,1.0,False,False,3.0,,2.0,0,0,,1742121
95,Y,5.0,CS174,The lectures are easy to follow. Not much using textbook. 3 Homework requires both programming (MATLAB) and theory questions. The project is fun and I learning a lot via doing it which is my own proposed problem using machine learning models.,False,2013-10-24 00:07:39,1.0,Not_Sure_Yet,4.0,False,False,5.0,,2.0,0,0,,1742121
96,,1.0,COSCML,Avoid if possible. The lecture is not well prepared and you will find he always use the word 'exactly' to answer your questions.,False,2013-08-08 23:10:32,4.0,,1.0,False,False,1.0,,1.0,0,0,,1742121
97,,2.0,COSC183,prepare your excuse to skip the class. Boring....,False,2012-12-01 20:43:42,3.0,,2.0,False,False,2.0,,1.0,0,0,,1742121
98,mandatory,2.0,ENGL15,"Luxon is a nice person, but not the greatest professor for Shakespeare. We were expected to post our questions online about each reading; he would select some of these posts to discuss in class the next day. During class, he just elaborated on our comments (very little lecture), so our learning felt scattered and too detail-oriented. But easy A.",False,2016-02-03 18:27:25,2.0,A,3.0,True,False,3.0,,4.0,0,0,,423774
99,,5.0,ENG24,great,False,2009-01-13 14:54:41,5.0,,5.0,False,False,5.0,,4.0,0,0,,423774
100,,4.0,ENGL5,He's a good professor. Very intelligent and helpful. He requires that you meet with him about one or two of your papers and do a rewrite but I did not find him to be an overbearing grader. Some however found him more difficult so I may have just been more prepared. He get's a bad rap for opposing greek life.,False,2008-05-08 13:52:43,3.0,,5.0,False,False,5.0,,1.0,0,0,,423774
101,,2.0,ENGLISH28,"Terrible class.  Rambling, whiny professor.  Inconsistent grader.",False,2006-02-21 23:22:54,2.0,,1.0,False,False,2.0,,,0,0,,423774
102,,5.0,ENGLISH27,"I agree with all that has been written above, and I'd add that he knows his material better than probably every other professor I've had, something that becomes much more important at the college level, I think. Good guy, great prof.",False,2004-06-22 13:38:38,3.0,,5.0,False,False,5.0,,,0,0,,423774
103,,5.0,ENG27,"Professor Luxon could have easily conducted class by lecturing on the pertinent scholarly arguments on texts. However, class was an open forum in which everyone's opinion was equal. Professor Luxon taught students how to relate to the texts with ease.",False,2004-06-16 16:26:30,3.0,,4.0,False,False,5.0,,,0,0,,423774
104,,5.0,ENG27,His lectures flew by and he always engaged the students. Great sense of humor. Always available for questions. He genuinely cared about presenting material in the most interesting and up-to-date way (good utilization of the internet and digital library).,False,2004-06-15 20:10:34,3.0,,5.0,False,False,5.0,,,0,0,,423774
105,,5.0,ENG27,A true teacher in every sense of the word.  Professor Luxon really cares about the academic progress of the individual students and shows interest in the students themselves.  One of the finest professors I have had at Dartmouth.,False,2004-06-15 18:57:41,4.0,,5.0,False,False,5.0,,,0,0,,423774
106,,5.0,ENGL27,"Poetry and Prose of John Milton (English 28), Shakespeare I (English 24), Critical Theory (Comparative Literature 72), The Merchant of Venice (Jewish Studies 40), advanced seminars in Milton, and Poetry and Prose of the Seventeenth Century (English 27).",False,2004-06-15 12:18:11,3.0,,5.0,False,False,5.0,,,0,0,,423774
107,mandatory,5.0,ENGL17,"One of the best professors at Dartmouth, and I say that from the other side being a professor myself now. Professor Evens (who is totally down to Earth and goes by Aden) is completely accessible, understanding, and fully invested in student learning. He cares deeply about teaching, and his knowledge is deep and interdisciplinary. New Media Fall '06",False,2019-10-11 02:54:44,4.0,A-,5.0,True,False,5.0,Gives good feedback--Participation matters--Inspirational,5.0,0,0,1.0,925252
108,non mandatory,5.0,ENG65,"Definitely one of the most inspirational professors I've ever had. Accessible outside the classroom and, as mentioned earlier, an intellectual powerhouse.",False,2018-10-25 12:22:13,5.0,,5.0,True,False,5.0,Gives good feedback--Inspirational--ACCESSIBLE OUTSIDE CLASS,0.0,0,0,1.0,925252
109,non mandatory,5.0,ENG65,Awesome dude. &quot;Inspirational&quot; is what comes to mind.,False,2018-10-03 21:54:22,5.0,A+,5.0,True,False,5.0,Get ready to read--Inspirational--ACCESSIBLE OUTSIDE CLASS,0.0,0,0,1.0,925252
110,non mandatory,5.0,SFLIT,A man among men. 20 years getting edumacated and he did it like no other. I'd take a bullet for him.,False,2014-11-10 00:15:34,3.0,B,5.0,True,False,5.0,,1.0,0,0,,925252
111,Y,5.0,ENG017,"Aden is the best Professor I have ever had. Intellectual powerhouse. He guides his students, showing them how to pull core ideas out texts that are too deep and difficult for most profs to venture. Zero ego, he seems to actually live for his work. This guy should get his own department.",False,2013-09-30 15:13:13,4.0,B+,5.0,False,False,5.0,,4.0,0,0,,925252
112,Y,4.0,ENG65,Aden EvEns is an awesome guy and now my advisor. I'm an English major at Dartmouth and his advise on writing and the way he grasps what I'm trying to say in a long and mangled argument is much better than any other professor here. He is incredibly smart and will work with you out side of class a lot.,False,2013-09-16 17:08:03,4.0,A-,5.0,False,False,5.0,,1.0,0,0,,925252
113,,5.0,ENGL63,"SO awesome, whether for writing skills/the material/just life advice. Makes sure to keep class interesting, awesome discussions. Cares about his students a LOT! Definitely take at least one class with him!",False,2012-02-19 10:56:21,4.0,,5.0,False,False,5.0,,3.0,0,0,,925252
114,,5.0,ENGL17,simply superb,False,2006-12-17 06:56:04,4.0,,5.0,False,False,5.0,,4.0,0,0,,925252
115,mandatory,5.0,WRT2,"Amazing professor, get to know him and you can get really good recommendations and chances to take classes/go on the outside study abroad trip that isnt listed. His wife also organizes the Frank Gaurini institute for study abroad, so that a plus. As for the class, it was pretty easy but I liked the varied material he had. Great support.",False,2017-11-16 01:20:31,1.0,,5.0,True,False,5.0,Gives good feedback--Caring,5.0,0,0,1.0,501153
116,,2.0,LACS20,"Extremely nice professor and person who truly cares for his students. He would do anything to help them. That said, he is perhaps a bit too easy and accommodating. There is minimal work for this course, to the point where I didn't learn much (or felt invested in the topic after a few weeks) and wished I'd been tested or lectured at more.",False,2016-02-03 18:31:10,1.0,A,4.0,True,False,3.0,,2.0,0,1,,501153
