index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
11,mandatory,5.0,PSYCH14N,"Professor Roberts is absolutely incredible, teaching some mix between meditation, therapy, writing, and I can say that I loved it with all my heart. This is thanks to the care and attention that he allots to us. It's a truly transformative experience. I cant thank him enough for creating something so special for its very first iteration.",False,2023-12-07 02:10:33,2.0,A+,5.0,True,False,5.0,Gives good feedback--Inspirational--Caring,-1.0,0,0,1.0,2350272
12,mandatory,5.0,PSYCH14N,"Professor Steven Roberts is beyond phenomenal. His dedication to creating a welcoming and caring environment is evident, and he goes far out of his way to make sure that everyone feels included and valued. The course syllabus was revised a lot, but it also was his first conception and realization of this course, and the class was still so valuable.",False,2023-12-06 23:47:34,2.0,A+,5.0,False,False,5.0,Gives good feedback--Hilarious--Caring,-1.0,0,0,1.0,2350272
13,mandatory,5.0,PSCYH21N,"In my eyes, this course is a model example of a seminar. His curation of activities across the quarter were exceptionally thoughtful, and peer-led class discussions offered real insight into racism in a way that could not be achieved through readings. Rarely ever thought about my grade, just wanted to keep learning and improving myself.",False,2022-12-18 16:35:58,1.0,A+,5.0,True,False,5.0,Participation matters--Gives good feedback--Caring,-1.0,0,0,1.0,2350272
14,mandatory,5.0,PSYCH21N,"He is simply super chill and cool. The inspiration to make a change in the world in terms of race equality. The reading are sometimes hard to understand but very interesting to discuss in class. 
He creates a very comfy place to express our thoughts freely:)",False,2022-12-16 18:44:14,3.0,A+,5.0,False,False,5.0,Participation matters--Inspirational--Graded by few things,-1.0,0,0,1.0,2350272
15,mandatory,5.0,PSCYH21N,"Professor Roberts is a great guy! I'm a conservative, and I took his class-- How to Make a Racist. And though I don't agree with all the things in class discussions, he is very welcoming of differing opinions, and I appreciate that. I learned a lot in his class. He is very understanding and kind. You should take HTMAR if you get the chance!",False,2022-12-13 11:46:31,3.0,Not sure yet,5.0,True,False,5.0,,-1.0,0,0,1.0,2350272
16,,1.0,PSCYH21N,Look at those reviews. Clustered at/near the same date. Same/almost the same scores given. Tell me those aren't rigged.,False,2022-12-12 19:32:25,1.0,,1.0,False,False,1.0,Hilarious,,1,1,,2350272
17,mandatory,5.0,PSCYH21N,"you will not regret taking a class with professor roberts. he is incredibly down to earth and passionate about what he does. Within How to Make a Racist, he does not emphasize grades because he actually wants us to engage and understand the concepts. I signed up for Psych 1 in the winter because of him. ",False,2022-12-09 23:56:19,2.0,A+,5.0,True,False,5.0,Participation matters--Amazing lectures --Caring,-1.0,0,0,1.0,2350272
18,mandatory,5.0,PSCYH21N,"Prof Roberts is amazing!! I genuinely looked forward to going to his class every day. His teaching style is student-friendly and engaging; lectures were always great (& often hilarious), and small group discussions were frequent. The sense of closeness & openness he created in the class is truly unmatched. Take this prof--you'll be glad you did!


",False,2022-12-09 08:22:48,2.0,Not sure yet,5.0,True,False,5.0,Participation matters--Inspirational--Accessible outside class,-1.0,0,0,1.0,2350272
19,mandatory,5.0,PSCYH21N,"Professor Stevens was incredible, his course made me a better student and overall human being. He is talented above measures in terms of teaching and connecting with students. ",False,2022-12-09 07:03:30,2.0,A+,5.0,True,False,5.0,Amazing lectures --Inspirational--Caring,-1.0,0,0,1.0,2350272
20,mandatory,5.0,PSYCH21N,"Without a doubt, Prof. Roberts is the best teacher I've had in my entire life! He is EXTREMELY passionate, enthusiastic, and knowledgeable about the material, and he made every single class an absolute joy. I've never seen a teacher care so deeply about every student in his class. The material is relevant to literally every subject you can imagine!",False,2022-12-09 04:33:06,2.0,Not sure yet,5.0,True,False,5.0,Participation matters--Inspirational--Accessible outside class,-1.0,0,0,1.0,2350272
21,mandatory,5.0,PSCYH21N,"Professor Roberts is an amazing teacher who really cares about his students & creates a supportive environment for sharing. Each class we discussed different racial concepts while also having fun activities and sharing our own experiences. Overall, it was a privilege to be part of this class and I hope everyone has the chance to take it!",False,2022-12-09 01:02:17,3.0,,5.0,True,False,5.0,Get ready to read--Participation matters--Hilarious,-1.0,0,0,1.0,2350272
22,mandatory,5.0,PSCYH21N,"Prof. Roberts is an incredible teacher, thinker, and person. He was extremely energetic, engaging, and passionate EVERY. SINGLE.CLASS! He cares about each one of his students on a personal level and creates a safe space to discuss difficult issues. He made our class into a family and inspired us to become better learners, people, and antiracists. ",False,2022-12-09 00:41:38,2.0,Not sure yet,5.0,True,False,5.0,Amazing lectures --Inspirational--Caring,-1.0,0,0,1.0,2350272
23,mandatory,5.0,PSYCH21N,Professor Roberts genuinely puts so much effort into teaching. His How to Make a Racist intro-sem is something I wish was mandatory for every freshman at Stanford. He'll help you broaden your perspective and truly emphasize the direct paths to anti-racism based on what causes racism in the first place identifying distinct and valuable psychology.,False,2021-03-27 02:20:33,2.0,A+,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,2350272
24,mandatory,5.0,PSYCH21N,This is a life-changing course and Dr. Roberts is a life-changing man. He makes class very engaging and keeps everyone engaged. He is amazing at teaching not only the material but why it matters.,False,2021-03-23 06:20:18,2.0,A,5.0,True,False,5.0,Inspirational--Hilarious--Caring,0.0,0,0,1.0,2350272
25,,5.0,PSYCH21N,"Amazing class. Amazing professor. Amazing opportunity. Thanks, Prof!",False,2021-03-23 00:13:36,3.0,,5.0,True,True,5.0,Participation matters--Caring,0.0,0,0,1.0,2350272
26,mandatory,5.0,PSYCH21N,"This class was amazing! Psych 21N is by far my favorite class I've taken at Stanford. This class made me self-reflect and has definitely made me grow. The things we learn in this class are truly useful and essential in the real word-- unlike other courses. Plus, Professor Roberts is such a great professor who genuinely cares about his students!",False,2021-03-22 06:08:25,3.0,,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,2350272
27,mandatory,5.0,PSYCH21N,"Professor Roberts's psych 21N class is a life-changing experience. Truly the best professor I've ever had, as he helps you grow personally while presenting intellectually challenging questions to you. Taking this class will change your perspective regardless of your major. Both Roberts and this class are a must have.",False,2021-03-19 23:44:49,2.0,A+,5.0,True,False,5.0,Participation matters--Inspirational--Caring,0.0,0,0,1.0,2350272
28,mandatory,5.0,PSYCH21N,"Steven is literally the best professor I've had in a long time. I took Psych 1 in the fall, and I had to have him again as a teacher, so I signed up for his introsem, which was probably the best decision I could have ever made. He made such a safe and welcoming environment, and he was just as giving to the class as he expected us to be. A true gift",False,2021-03-19 22:20:29,2.0,A+,5.0,True,False,5.0,Respected--Hilarious--Caring,0.0,0,0,1.0,2350272
29,mandatory,5.0,PSYCH21N,"Professor Roberts is, hands down, the most influential teacher I've had at Stanford. He wields the full power of education to create a lasting impact on his students to do good in the world. Through group discussions, readings and assignments, I came out of his class with new perspective, insight and passion.",False,2021-03-19 04:16:46,3.0,A,5.0,True,False,5.0,Respected--Accessible outside class--Inspirational,0.0,0,0,1.0,2350272
30,mandatory,5.0,PSYCH21N,"Jump at every opportunity you have to learn from Prof. Roberts. In addition to being the best professor I've had at Stanford, he is just an incredible human being - genuine, hilarious, and exceptionally kind. Even in the Zoom age, every single reading, lecture, discussion, and assignment in his class was engaging, informative, and meaningful.",False,2021-03-19 02:24:48,2.0,,5.0,True,True,5.0,Hilarious--Inspirational--Caring,0.0,0,0,1.0,2350272
31,mandatory,5.0,PSYCH21N,Dr. Robert's instruction and knowledge changed my life. I've grown a lot from taking PSYCH 21N and I feel like I have the power to initiate positive social change. Dr. Robert's fostered an unparalleled sense of community in class during this virtual year and really made sure each student had the chance to share their experiences. 10/10 recommend!,False,2021-03-19 01:57:58,2.0,A+,5.0,True,True,5.0,Accessible outside class--Participation matters--Inspirational,0.0,0,0,1.0,2350272
32,mandatory,5.0,PSYCH21N,"This is one of the best teachers I've ever had in my entire life. Period. He really cares about his students and what they learn from his class, and it's so inspirational to see. A true gem here at Stanford &lt;3",False,2021-03-18 23:56:55,2.0,,5.0,True,False,5.0,Respected--Inspirational--Hilarious,0.0,0,0,1.0,2350272
33,mandatory,5.0,PSYCH21N,"Professor Roberts is the most understanding, and inspirational professor I have ever had (and I think ever will have). I know some people get really skeptical of super positive reviews in any context, but honestly, this is one of the best human beings I have ever had the pleasure of getting to know.",False,2021-03-18 23:35:38,3.0,A,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,2350272
34,mandatory,5.0,PSYCH21N,"Professor Roberts is an incredible educator and person, finding creative, engaging, and all-around genius ways to keep our attention on Zoom while also deepening our understanding of course concepts. The course was well-structured: readings were relevant; lectures built upon themselves. Roberts gives constructive, supportive feedback. Very kind.",False,2021-03-18 23:24:02,3.0,A+,5.0,True,True,5.0,Respected--Amazing lectures--Caring,0.0,0,0,1.0,2350272
35,mandatory,5.0,AFRICAAM121N,"I've never seen a teacher investing so much time, energy, thought into a group of students as much as Pof. Roberts. Not only does he teach charismatically, he fosters student engagement so that there would be real connection - even over Zoom. Prof. label aside, he is an inspiration and a powerhouse. It was a HUGE privilege to be in his class.",False,2021-03-18 23:23:02,1.0,A+,5.0,True,False,5.0,Inspirational--Hilarious--Amazing lectures,0.0,0,0,1.0,2350272
36,mandatory,5.0,PSYCH21N,"Quite literally the best professor I've ever had. Genuinely cares about his students and really makes the class a safe space where we can be vulnerable and have fun. Great a creating a community during zoom and taught us some life changing material. Only complaint is he can't play basketball :/ Seriously, great professor and great dude!",False,2021-03-18 23:16:32,2.0,A+,5.0,True,False,5.0,Respected--Hilarious--Caring,0.0,0,0,1.0,2350272
37,mandatory,5.0,PSYCH21N,"Steven Roberts is the best professor I have ever had. He is truly second to none. His lectures are interactive and engaging, his jokes are awesome, and he truly cares about his students and what they learn. I took his course called &quot;How to Make a Racist&quot; and I am forever changed. If he is your Professor, consider yourself exceptionally lucky.",False,2021-03-18 23:09:54,2.0,A+,5.0,True,True,5.0,Respected--Inspirational--Hilarious,0.0,0,0,1.0,2350272
38,mandatory,5.0,PSYCH1,I learned so much from Professor Roberts about psychology and the world! He thoroughly explained course concepts and how they could be applied to the real world. I especially appreciated his commitment to making time for all of us who wanted to stay after class and that he encouraged us every step of the way. Best professor I have ever had!,False,2021-03-18 23:05:57,3.0,A,5.0,True,True,5.0,Respected--Amazing lectures--Caring,5.0,0,0,1.0,2350272
39,mandatory,5.0,PSYCH21N,"Professor Roberts made this the most inspiring class of the quarter for me. He turned a hard and uncomfortable topic (confronting racism) into something fun (but not light!). The class was super insightful, forced me to reflect on myself, and has done more than anything else I've experienced to motivate me to act. He also fostered some friendships!",False,2021-03-18 23:05:18,3.0,A+,5.0,True,True,5.0,Participation matters--Inspirational--Hilarious,0.0,0,0,1.0,2350272
40,mandatory,5.0,PSYCH21N,"Although I'm just a freshman, I know that this class will be the best class I will have taken at Stanford. Professor Roberts is the GOAT. He is super energetic, loves his students, and pushes you to be a better person. Extremely knowledgable! He's alright at basketball too.",False,2021-03-18 23:04:26,2.0,,5.0,True,False,5.0,Respected--Inspirational--Caring,5.0,0,0,1.0,2350272
41,mandatory,5.0,PSYCH21N,"Professor Roberts is the absolute best professor I have ever had in my academic career. He truly cares about his students and that they leave his class not only better students, but better people. I enjoyed coming to class every single day and Professor Roberts' positive energy is contagious. Do everything in your power to TAKE THIS CLASS!!!",False,2021-03-18 23:03:22,3.0,A+,5.0,True,False,5.0,Respected--Accessible outside class--Amazing lectures,0.0,0,0,1.0,2350272
42,mandatory,5.0,PSYCH21N,"This class changed my perspective on racism in America. I have never been so impacted by a class in my whole life. Despite being on zoom, I think I grew more in 10 weeks learning from Professor Roberts than I have ever in my life.",False,2021-03-18 23:00:54,2.0,A+,5.0,True,True,5.0,Inspirational--Amazing lectures--Caring,0.0,0,0,1.0,2350272
43,,5.0,G67,Good,False,2020-03-28 18:43:05,4.0,A+,5.0,True,False,5.0,Respected--Lots of homework--Get ready to read,5.0,0,0,1.0,2350272
44,mandatory,5.0,PSYCH1,"Great and energetic lecturer who made attending classes fun and engaging. Definitely recommended. Take PSYCH 1 with him over other faculty, who gave less than stellar guest lectures during the course of his teaching term.",False,2020-01-31 03:28:47,2.0,A,5.0,True,False,5.0,Get ready to read--Hilarious--Amazing lectures,5.0,0,0,1.0,2350272
45,mandatory,5.0,PSYCH21N,Professor Roberts seriously changed my perspective on the world. I took his class &quot;How to Make a Racist&quot; at Stanford University. This class caused me to think critically about racism in the world and gave me the tools to be anti-racist. He seamlessly weaves relevant academic material and personal experiences together to make a profound curriculum.,False,2019-12-14 22:11:17,3.0,Not sure yet,5.0,True,False,5.0,Respected--Accessible outside class--Caring,0.0,0,0,1.0,2350272
46,mandatory,5.0,PSYCH21N,"Professor Roberts is one of the most incredible humans you'll meet. His lived values of standing up against injustice are inspiring beyond words, and it's nearly impossible to walk away from his class without feeling more empowered to tackle systemic racism and call out the racist thinking within yourself. He is amazing!",False,2019-12-14 20:12:35,3.0,Not sure yet,5.0,True,False,5.0,Participation matters--Inspirational--Caring,0.0,0,0,1.0,2350272
47,mandatory,5.0,PSYCH21N,"The course is life-changing, and Professor Roberts is amazing in his care, passion, and love for students. He makes it a priority to get to know every one individually, and fosters participation and deep topics in discussion.",False,2019-12-13 22:28:44,3.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,5.0,0,0,1.0,2350272
48,mandatory,5.0,PSYCH21N,"Professor Roberts was one of my most favorite professors. If you ever have a chance to take any class with him, it would be a crime not to! He is easy to talk to, cares about his students, and isn't afraid to share a few laughs.",False,2019-12-13 17:42:42,3.0,A,5.0,True,False,5.0,Inspirational--Hilarious--Caring,0.0,0,0,1.0,2350272
49,mandatory,5.0,PSYCH21N,"One of the best professors at this school. You can tell he cares for his students and is dedicated to decreasing racism. He is inspirational, and his introsem is beautifully crafted. Ive never had a class completely change the way I think. He does an amazing job cultivating a safe space where we can be vulnerable and really learn from others.",False,2019-12-11 23:55:34,3.0,A+,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,2350272
50,mandatory,5.0,PSYCH21,"This class was so amazing and opened my eyes in so many different ways. Roberts was such an awesome, inspirational and passionate professor that it was impossible not to be completley amazed by the lessons learned in each class.",False,2019-12-11 05:08:23,3.0,Not sure yet,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,2350272
51,mandatory,5.0,PSYCH21N,"What makes Professor Roberts so special is his genuine compassion for everyone taking his class. He empathizes with his students, using their own examples as evidence for the structures he's teaching. I would highly recommend anyone take a discussion based class with him.",False,2019-12-11 01:27:11,2.0,,5.0,True,False,5.0,Gives good feedback--Respected--Participation matters,0.0,0,0,1.0,2350272
52,mandatory,5.0,PSYCH21N,"Professor Roberts is someone so inspiring, genuine, and knowledgeable of what he's teaching that there is almost no way to hate this class! I learned so much about myself and the inner workings of society, and Roberts was so caring throughout the duration of the course. If you fail to learn anything, I am positive you will learn more about yourself",False,2019-12-10 04:35:34,2.0,,5.0,True,False,5.0,Clear grading criteria--Amazing lectures--Caring,0.0,0,0,1.0,2350272
53,mandatory,5.0,AFRICAAM121N,"Professor Roberts is genuinely a gem. He is a great teacher who really cares about his students and looks to involve all of them in the class. He truly cares about what he teaches, makes class lively and interesting, and constantly looks for ways to improve and better his classes. If you ever have the opportunity to learn from him, please take it.",False,2019-12-09 23:16:50,2.0,A,5.0,True,False,5.0,Accessible outside class--Hilarious--Caring,0.0,0,0,1.0,2350272
54,mandatory,5.0,PSYCH21N,"Professor Roberts provided a comfortable space to talk about important issues that currently harm our society. He was able to bring a group of diverse students to discuss an intimate topic while simultaneously creating a fun experience. He is also willing to be vulnerable with his students, which made the conversations in class even more open.",False,2019-12-09 04:32:52,3.0,Not sure yet,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,2350272
55,mandatory,5.0,PSYCH21N,"Dr. Roberts has created an incredibly unique environment. We learn in both a traditional academic way and a more unique discussion based way that elicits feelings and personal ties to the material. He's an awesome teacher, mentor, and facilitator.",False,2019-12-08 04:20:28,3.0,A,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,2350272
56,mandatory,5.0,PSYCH21N,"Professor Roberts is an exceptional professor and individual. He knows what to say, how to teach concepts well, and leave you feeling absolutely inspired. Any class with him would be a joy to take.",False,2019-12-07 23:08:34,3.0,A+,5.0,True,False,5.0,Respected--Inspirational--Hilarious,0.0,0,0,1.0,2350272
57,mandatory,5.0,PSYCH21N,Professor Roberts is absolutely the best professor that I have ever had in my entire educational career. He is the most kind and empathetic person that I have met possibly on the face of this Earth. He is amazing at maintaining the balance between professionalism and relatability. He brought a bunch of strangers together and made us into friends.,False,2019-12-07 07:55:26,3.0,A,5.0,True,False,5.0,Participation matters--Amazing lectures--Caring,0.0,0,0,1.0,2350272
58,mandatory,5.0,AFRICAAM121N,"Professor Roberts is the best professor I have ever had. He is so passionate about his work, which inspires everyone in the class to participate and engage with all the topics in class and take them into the real world. His classed changed my life, I sound dramatic, but it really did change my understanding of the world. Take his class!",False,2019-12-06 22:52:05,2.0,Not sure yet,5.0,True,False,5.0,Gives good feedback--Respected--Inspirational,0.0,0,0,1.0,2350272
59,mandatory,5.0,PSYCH21N,"Professor Roberts is the most caring, insightful, and easy-to-talk to person out there. He truly cares about social issues, community, and instilling ethical values within his students that will carry on over for a lifetime.",False,2019-12-06 01:57:40,2.0,A,5.0,True,False,5.0,Get ready to read--Inspirational--Caring,0.0,0,0,1.0,2350272
60,mandatory,5.0,PSYCH21,"Professor Roberts is by far the greatest instructor I have ever had. How to Make a Racist changed my world view and I could not imagine anyone else doing such an amazing job. If you are split between two classes or unsure, take his class! You will not regret it!",False,2019-12-06 01:44:48,2.0,,5.0,True,False,5.0,Participation matters--Inspirational--Hilarious,0.0,0,0,1.0,2350272
61,mandatory,5.0,PSYCH21N,"10/10 I'd recommend HTMAR to any &amp; all freshmen at Stanford Prof Roberts created an environment in which all of the students were comfortable sharing personal experiences, discuss the difficult topic of race, &amp; genuinely be excited to learn about concepts &amp; connect them to our daily lives. Though the subject matter was heavy, class was still fun :)",False,2019-12-06 01:22:29,2.0,,5.0,True,False,5.0,Accessible outside class--Inspirational--Caring,0.0,0,0,1.0,2350272
62,mandatory,5.0,PSYCH21N,"Professor Roberts is genuinely the best teacher I have ever had, and Psych 21N was the best course I've ever taken; I can say for certain that my life has been changed for the better by Prof Roberts. When I think of a &quot;Stanford&quot; experience, I think of Professor Roberts and Pysch 21N.",False,2019-12-06 01:20:27,3.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,0,0,1.0,2350272
63,non mandatory,5.0,PSYCH1,"Dr. Steven Roberts' lectures were phenomenal. Not only were they very entertaining (by far the most enjoyable lectures I've had), but they also beautifully connected the material to the real world. He was also incredibly flexible when it came to meeting outside of class, and he stayed after every single lecture to answer questions. Take his class.",False,2019-03-16 03:16:48,3.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,5.0,0,0,1.0,2350272
64,mandatory,5.0,PSYCH21N,"A wonderful teacher, definitely the best professor and class Ive had so far at Stanford. Really cares about all his students and wants them to take something significant / meaningful away from his class.",False,2018-12-17 02:22:23,2.0,,5.0,True,False,5.0,Inspirational--Clear grading criteria--Caring,0.0,0,0,1.0,2350272
65,mandatory,5.0,PSYCH21N,"Steven is an exceptional mentor, professor, and individual. The amount of dedication and effort he puts into setting up a inclusive and engaging environment for his students is astounding. Definitely recommend taking a class with him or even just getting to know him :)",False,2018-12-15 23:17:00,2.0,,5.0,True,False,5.0,Gives good feedback--Inspirational--Caring,0.0,0,0,1.0,2350272
66,,5.0,PSYCH21N,"Professor Roberts is quite possible the best teacher I could have in my first quarter at Stanford. Going into the class, I was worried I would be overwhelmed by the serious topic of racism. His lectures and the discussions he leads get the whole class engaged and creates an atmosphere in which everyone can share their opinions and learn. Amazing!!!",False,2018-12-13 23:13:08,3.0,,5.0,True,False,5.0,Respected--Participation matters--Amazing lectures,0.0,0,0,1.0,2350272
67,mandatory,5.0,PSYCH21N,Genuinely a great guy. Bless up.,False,2018-12-11 22:46:21,2.0,A+,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,0,0,1.0,2350272
68,mandatory,5.0,PSYCH21N,"This course is a must take! It will change your perspective on race, racism, and yourself. The class is discussion based and participation is mandatory! The more that you put in to discussion, the more you will get out of it. Sections are always interesting and the work load is very manageable. Highly recommend taking a class with this professor!!",False,2018-12-11 18:14:38,2.0,A+,5.0,True,False,5.0,Respected--Participation matters--Amazing lectures,0.0,0,0,1.0,2350272
69,mandatory,5.0,PSYCH21N,Steven Roberts is an AMAZING professor and really dedicates his time into making this class the most informative experience that it can be. This class truly opens your eyes to the intricacies of building racism in America and definitely recommend it to all people. Amazing class and don't miss out on a chance to take from him!,False,2018-12-11 04:02:07,2.0,Rather not say,5.0,True,False,5.0,Inspirational--Hilarious--Caring,0.0,0,1,1.0,2350272
70,mandatory,5.0,PSYCH21N,Professor Roberts makes an incredibly important and difficult subject approachable and powerful. Take this class if you care at all about your role in a racial hierarchy no matter your skin tone. These are the most important lessons you can learn in college and beyond.,False,2018-12-10 22:33:05,3.0,,5.0,True,False,5.0,ACCESSIBLE OUTSIDE CLASS--Hilarious--Caring,0.0,0,0,1.0,2350272
71,,5.0,PSYCH21,Great introductory race class from a professor who clearly cares about the subject matter. Definitely recommend.,False,2018-12-10 22:31:41,2.0,,5.0,True,False,5.0,Skip class? You won't pass.--Clear grading criteria--Caring,0.0,0,0,1.0,2350272
72,mandatory,5.0,PSYCH21N,"Steven is an absolutely amazing professor. Every day he pushed me to reconsider what I thought I knew about race and racism, and upon finishing his class, I feel more prepared to take on the world around me. I would recommend him and his class to anyone. Thank you, Steven!!!",False,2018-12-08 05:52:47,3.0,,5.0,True,False,5.0,,0.0,0,0,1.0,2350272
73,mandatory,5.0,PSYCH21N,"Amazing class, amazing environment.",False,2018-12-07 02:31:19,2.0,A,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,0,0,1.0,2350272
74,mandatory,5.0,PSYCH21N,"Amazing course! I learned so much, and Steven is an incredible professor who genuinely cares about his students learning. The class itself is a space that welcomes vulnerability and genuine discussion about highly relevant issues regarding race, racial identity, and discrimination. I'd take this course again if I could.",False,2018-12-06 19:35:19,2.0,,5.0,True,False,5.0,Gives good feedback--Skip class? You won't pass.--Caring,0.0,0,1,1.0,2350272
75,mandatory,5.0,PSYCH21N,Professor Roberts really makes this course what it is. The passion and level of organization put into this class deserves way more recognition. It's a great class that expanded my intellectual curiosity. Switched my PWR to take it. Don't regret it one bit.,False,2018-12-06 18:56:22,2.0,,5.0,True,False,5.0,Participation matters--Inspirational--Caring,0.0,0,0,1.0,2350272
76,mandatory,5.0,PSYCH21N,Amazing guy! Super invested in his students and what they take away from the class. Have a blast!,False,2018-12-06 17:22:35,1.0,,5.0,True,False,5.0,Participation matters--Hilarious--Caring,0.0,0,0,1.0,2350272
77,mandatory,5.0,PSYCH21N,"Steven is so far the best professor I've had at Stanford. He truly cares about the class and the well-being of his students. You'll learn so many life lessons in HTMAR, plus make great friends! He gives great feedback, challenges your beliefs, and is always willing to help. 100% recommend taking this class and any other class that he teaches.",False,2018-12-06 17:20:03,2.0,,5.0,True,False,5.0,Respected--Participation matters--Caring,0.0,0,0,1.0,2350272
78,mandatory,5.0,PSYCH21N,"Professor Roberts is the best professor I have ever had. I learned more than I ever could have imagined, both about myself, and my peers. He's an extremely caring and compassionate person, who was always there for me when I needed a bit of extra help. He is truly one of the best people I have ever met, as well as the best professor.",False,2018-12-06 16:02:30,3.0,A,5.0,True,False,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Caring,0.0,0,0,1.0,2350272
