index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
10,non mandatory,2.0,CALC21259,"Attending lectures were not really that helpful for me. He is way too interested in showing us the proofs behind each formula rather than showing us how to use it. Also there is barely any communication that occurs between him and his TA's. Overall an unnecessarily hard class, for something that could've been taught in an easier way. ",False,2023-12-12 04:12:54,4.0,B,2.0,True,False,2.0,,3.0,0,1,,44203
11,non mandatory,2.0,CALC21259,"Professor Flaherty is a very nice person, but he's trying to make a paramecium evolve to understand math within one semester. This is unreachable.
",False,2023-11-23 04:18:56,5.0,Not sure yet,2.0,True,False,2.0,Tough grader--Lots of homework--Test heavy,3.0,0,1,,44203
12,non mandatory,1.0,CALC21256,"This class was such a clown fest. The assignments took 3 months to be graded, and his exams were unreasonably hard. Some of the homework questions were nearly impossible to solve, to the point where even the head TA was not able to get the answer during office hours. Overall just a bad experience.",False,2023-11-14 19:39:46,4.0,B,1.0,True,False,1.0,Tough grader--Test heavy,-1.0,0,0,,44203
13,non mandatory,4.0,CAL259,"Professor Flaherty gives a fair amount of homework, but it is often heavy on arithmetic. However, he has since responded to the lack of time on exams appropriately, and that was really not an issue when I took the course. His course nicely aligns with the textbook he recommends and can be adequately used to supplement confusing lecture points.",False,2023-01-16 19:42:44,3.0,A,4.0,True,False,4.0,Lecture heavy,3.0,2,0,1.0,44203
14,non mandatory,3.0,CALC21256,"After about half of the lectures, I left questioning my ability to do math. He is too smart in his attempted ""explanations"" for the large majority of students and his teaching style is hard to follow.

The class content is really not too difficult and he was really kind with curving this semester. Even as a business student, I managed to pull an A!",False,2022-12-22 17:55:55,4.0,A,3.0,True,False,3.0,Tough grader--Hilarious--Caring,-1.0,0,0,,44203
15,non mandatory,1.0,MTH256,"I will do my due dilligance and use this platform as a warning to any future students. Flaherty is not a good professor. Lectures are mundane and his exams are unrealistic. He is aware of how difficult his classes are because even the TA's have mentioned student struggles to him and yet, he chooses not to change anything about his class. ",False,2022-12-11 07:42:00,4.0,Drop/Withdrawal,1.0,True,False,1.0,Tough grader--Test heavy,-1.0,0,3,,44203
16,non mandatory,2.0,256,His incompetence is unparalleled. Honestly the content isn't that hard he's just a prick. Nothing gets graded in a reasonable timeframe and he talks like he's afraid to move his mouth. He posts all the lecture notes so maybe that's something. ,False,2022-12-07 05:19:33,4.0,B,2.0,True,False,2.0,Test heavy--Online Savvy,-1.0,0,2,,44203
17,non mandatory,1.0,CAL259,"The exam was difficult and class averages were low, professor refuses to curve the exam because it makes students feel good. In my opinion, this is horrible. I know students that are struggling to even pass because of this mentality. Its calc 3 lol. ",False,2022-11-29 00:31:56,5.0,Not sure yet,1.0,True,False,1.0,Tough grader--Lots of homework--Lecture heavy,3.0,0,0,,44203
18,non mandatory,5.0,CALC21256,"Nice curved on exam
Nice graded on exam
Give all lecture note for students after class",False,2022-11-28 17:23:52,3.0,A,5.0,True,False,5.0,EXTRA CREDIT,-1.0,0,0,1.0,44203
19,non mandatory,5.0,CALC21259,amazing professor,False,2022-11-18 19:11:07,3.0,A+,5.0,True,False,5.0,Amazing lectures --Clear grading criteria--Hilarious,-1.0,2,0,1.0,44203
20,non mandatory,5.0,CALC21256,"he is a good professor that posts useful notes for every lecture. sometimes when I can't understand the lecture, I'll turn to the notes for help.",False,2022-10-06 00:09:48,4.0,Not sure yet,5.0,True,False,5.0,Lecture heavy--Test heavy,-1.0,0,0,,44203
21,non mandatory,2.0,21124,Can be confusing. Go to OH.,False,2022-08-29 23:47:57,5.0,C,2.0,True,False,2.0,Lots of homework--Accessible outside class,3.0,0,0,,44203
22,non mandatory,2.0,21122,Took over Summer 1. Exams were given too much weight as there were 3 exams worth 70% of the final grade. Exams are much harder than homework assignments. Shows too many proofs and goes off on tangents. Only take if there are no other options.,False,2022-06-30 19:12:25,4.0,C,2.0,True,False,2.0,Lecture heavy--Test heavy--Graded by few things,-1.0,0,0,,44203
23,non mandatory,5.0,MATH120,"I can see why a lot of people dont love him, but hes been the best teacher of math Ive had at any level. Good dude and excited to have him again.",False,2022-01-27 23:46:13,3.0,A,5.0,True,False,5.0,Accessible outside class--Clear grading criteria--Amazing lectures,0.0,1,0,1.0,44203
24,non mandatory,5.0,MTH256,"Prof Flaherty is a great professor if you are a math major or really like math. He is good at explaining difficult proofs and concepts and is very passionate about the subject. If you're just trying to pass the course, probably best to avoid him as his lectures tend to get very proof heavy and confusing. To each their own.",False,2021-12-23 23:25:53,3.0,A,5.0,True,False,5.0,Lecture heavy,0.0,0,0,1.0,44203
25,non mandatory,1.0,CALC1,"I saw his rating before taking his class but no other math professors were teaching CALC1 so that sucked. I leaned on Khan Academy the entire semester. I made the mistake of going to drop-in tutoring at Donner, DON'T DO THAT. Go to the actual TA office hours because they're GREAT at explaining things. Especially grad students, who get no visitors.",False,2021-12-21 00:02:42,4.0,C-,1.0,True,True,1.0,Lots of homework--Test heavy--Tough grader,5.0,0,0,0.0,44203
26,non mandatory,3.0,MATH120,"Tests can be significantly time-crunched, however, he is not a heavy grader. Homeworks are time-consuming. The lecture is slow-paced, with around 4 to 5 examples given.",False,2021-11-30 16:54:57,4.0,,3.0,True,False,3.0,Test heavy,5.0,0,0,0.0,44203
27,non mandatory,1.0,CALC120,"Lectures are useless, he spends a lot of time going over proofs instead of actually explaining how to solve problems. Seems relatively personable, but for some reason felt it was okay to schedule the 3rd exam and the final exam exactly 1 week apart. Not to mention that the third exam was the Monday after thanksgiving. A bit cruel if you ask me.",False,2021-11-29 16:05:48,4.0,,1.0,True,False,1.0,Test heavy--Tough grader,0.0,0,0,0.0,44203
28,non mandatory,1.0,CALC120,"Rushes through problems in lecture and spends more time doing proofs than explaining the problem-solving behind it. His homework and quizzes are fine, but his tests are hard, and the practice exam solutions are confusing sometimes. As a piece of personal advice, try not to use Symbolab all the time, as this will only hurt you during tests.",False,2021-11-29 15:15:29,4.0,B,1.0,True,False,1.0,Lots of homework--Test heavy--Lecture heavy,0.0,0,0,0.0,44203
29,non mandatory,1.0,CALC21256,"Horrendous. If you're coming into CMU as a freshman and have him, get out of it! I read the bad reviews before my first semester and ignored them thinking he couldn't be THAT bad. But he is.",False,2021-11-04 17:50:55,5.0,Not sure yet,1.0,True,False,1.0,Test heavy--Tough grader,0.0,0,0,0.0,44203
30,non mandatory,1.0,CALC21256,tough classes taught by an even tougher prof,False,2021-06-07 23:35:02,5.0,A,1.0,True,True,1.0,Lots of homework--Test heavy--Tough grader,0.0,0,0,0.0,44203
31,,1.0,MAT259,He just teaches this class to give out bad grades. Exams have nothing to do with what he teaches in lecture. He is a nice guy but lacks social skills and therefore sympathizing with students is difficult.,False,2021-05-22 06:06:03,5.0,C-,1.0,True,False,1.0,Test heavy--Tough grader,5.0,0,0,0.0,44203
32,non mandatory,1.0,CALC256,I'm not sure why this man has a job. He is widely considered the worst professor at CMU.,False,2021-03-17 18:59:05,5.0,Not sure yet,1.0,True,False,1.0,Lots of homework--Graded by few things--Tough grader,0.0,0,0,0.0,44203
33,non mandatory,1.0,CALC256,Worst professor of all time. HE. DOES. NOT. TEACH.,False,2021-03-17 18:52:34,5.0,B,1.0,True,False,1.0,Lots of homework--Test heavy--Tough grader,0.0,0,0,0.0,44203
34,mandatory,2.0,MATH120,"His lectures are not clear enough, and his tests are pretty tough considering his teaching skills.",False,2020-12-23 03:45:14,4.0,A,2.0,True,True,2.0,Lots of homework--Test heavy--Tough grader,0.0,0,0,0.0,44203
35,non mandatory,2.0,CALC120,"Tim is a pretty nice person if you talk to him outside of class. However, I would like to note that his lectures are kind of confusing. You will most likely end up teaching yourself the material through the homework and exams, which are way more difficult than his lectures. I only survived because I already had a background in calc.",False,2020-12-13 22:03:59,4.0,Not sure yet,2.0,True,True,2.0,Accessible outside class--Test heavy--Clear grading criteria,0.0,0,0,0.0,44203
36,,1.0,CALC21120,"Professor Flaherty was absolutely awful, I had taken his class before in high school and still had no idea what was going on. My classmates struggled even more than I did. AVOID HIM AT ALL COSTS!!",False,2020-12-09 15:18:58,4.0,B,1.0,True,True,1.0,Lots of homework--Tough grader,0.0,0,0,0.0,44203
37,non mandatory,1.0,MATH120,"Does not teach. During lectures, he goes on rants and shows us proofs instead of teaching.",False,2020-12-08 15:54:22,4.0,C,1.0,True,True,1.0,Lots of homework--Test heavy--Tough grader,0.0,0,0,0.0,44203
38,,1.0,CALC256,He's more interested in his research rather than helping his students. He's also a bit condescending. His course is theory-heavy with little to no examples done in class. You're gonna spend a lot of time teaching yourself the content because the lectures are almost useless.,False,2020-04-16 20:24:14,4.0,,1.0,True,False,1.0,Test heavy--Lecture heavy,5.0,0,0,0.0,44203
39,mandatory,3.0,CALC256,"I didn't think he was a bad prof. Homework was assigned every other week, but took up a lot of time. Exams were pretty difficult, but nothing was too different than what we covered in lecture. Didn't study too hard and almost got through with a B, although the final brought it down. Course has a heavy focus on linear algebra and optimization.",False,2020-01-12 02:40:29,4.0,C,3.0,True,False,3.0,,0.0,0,0,0.0,44203
40,non mandatory,1.0,CALC256,"Exams are unfair. The final exam took the full 3 hours and had an average score of 65%. Avoid taking this class with Professor Flaherty if you can. He is also just rude in office hours and calls you out for not knowing the material, even though he is terrible at lecturing.",False,2019-12-14 23:17:44,5.0,C,1.0,True,False,1.0,Tough grader,5.0,0,0,0.0,44203
41,non mandatory,1.0,MATH256,"Probably one of the worst professors a this school. Not sure why he has a good job. Maybe he throws some good research at the university or he's tenured. Regardless, widely agreed as a professor you don't want to have.",False,2019-10-30 19:07:38,3.0,Drop/Withdrawal,1.0,False,False,1.0,,0.0,0,0,0.0,44203
42,non mandatory,1.0,MATH256,"Terrible. No better way to describe him as a professor. I reported him after he insulted me in class once. I took this class twice with him and failed the first time, got a C the second time. Keep in mind I got a 5 on BC calc and perfect on SAT Math Level 2 exam.",False,2019-09-25 17:56:46,5.0,C-,1.0,True,False,1.0,Graded by few things--Test heavy--Tough grader,5.0,0,0,0.0,44203
43,non mandatory,1.0,CALC256,"Beware of this teacher. He is not good at all, I hated his class with a passion. All he does is lecture and not explain anything at all. He writes so quick, and its so hard to grasp the material. His office hours were essentially useless, as it didn't help me learn the material. Everyone seems lost after every lecture with this guy. Ridiculous.",False,2019-05-11 03:59:23,5.0,B-,1.0,True,False,1.0,Lots of homework--Graded by few things,0.0,0,2,0.0,44203
44,non mandatory,2.0,CALC256,Had to work hard to get an A. Boring lecturer. Taught myself everything. That was difficult though because he provided barely any supplemental materials and those that he did provide were not coherent.,False,2019-05-05 19:45:14,4.0,A,2.0,True,False,2.0,Graded by few things,0.0,0,1,0.0,44203
45,,1.0,MATH256,"He's a terrible lecturer, and just rude. He told me not to come to his office hours again since I was so confused and was &quot;unprepared with a thorough grasp of the material&quot;. Not being good at math, I had to drop the class as I did bad on the first test. Stay away from him if you can.",False,2019-04-30 14:01:54,5.0,D,1.0,False,False,1.0,Graded by few things--Tough grader,0.0,0,0,0.0,44203
46,non mandatory,3.0,CAL259,"His lectures are usually fine (except for long proofs), but you can skip lecture and just read the textbook. HW is decently long/difficult so you might want to work with others. First two tests are easy, the last two tests are difficult/ too little time. Not a lot of practice problems though. Not a terrible professor but he can screw you over.",False,2018-12-07 16:38:19,4.0,,3.0,True,False,3.0,Get ready to read--LOTS OF HOMEWORK--TEST HEAVY,5.0,0,3,0.0,44203
47,non mandatory,1.0,MATH21259,"Lectures; you can never go to one and get the same grade as if you stayed awake and attentive the entire time. Tests; first two are easy, prepare the water and silicone for the last two. A? good luck, pray you can keep a B. Flaherty? Quirky fellow, would not take his class again however.",False,2018-12-05 14:48:29,5.0,C+,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK--LECTURE HEAVY,0.0,0,0,0.0,44203
48,non mandatory,1.0,CALC3D,Tim Fleherty does not care about his students.,False,2018-12-04 15:36:55,5.0,A+,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK--TEST HEAVY,0.0,2,0,0.0,44203
49,non mandatory,1.0,CALC3D,"Doesn't listen to student feedback on exam difficulty; caters &amp; teaches primarily to those who plan to be math majors or have already taken the course in another capacity (ie: taken it and dropped, took it in high school, etc). Test diffuculty (specifically exams 3 &amp; 4)",False,2018-11-19 12:21:17,5.0,,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK,0.0,0,2,0.0,44203
50,non mandatory,1.0,CALC3D,Tim Flaherty does not care about his students. He is simply a professor that is at CMU to do research.,False,2018-10-23 13:01:22,5.0,B+,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK--TEST HEAVY,5.0,2,0,0.0,44203
51,non mandatory,1.0,CALC122,Hard to get an A,False,2018-07-03 18:15:17,4.0,A,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK--TEST HEAVY,5.0,0,1,0.0,44203
52,non mandatory,3.0,MATH241,"Lectures: he teaches straight from the textbook- making them pretty useless. Homeworks: reasonable. Exams: unreasonably difficult/long (i.e. take a 5x5 determinant on one problem and then apply it). I love his effort- he gives HUNDREDS of slots per week for 1:1 help for students, but it doesn't always equate to successful teaching.",False,2018-05-17 03:31:33,4.0,B,3.0,True,False,3.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--LECTURE HEAVY,5.0,0,7,0.0,44203
53,non mandatory,1.0,CALC21259,He insults students in class. Doesn't care about the success of his students. Apparently gets almost fired every year. Is banned from teaching other math classes for above reasons. Apparently once upon a time he was a good professor. But he has since lost his touch. Don't listen to other comments praising him.,False,2018-01-11 13:31:50,5.0,B,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK--Tests are tough,5.0,0,7,0.0,44203
54,non mandatory,1.0,CALC3D,Lecture is all theoretical and focused on proofs. It doesn't teach how to solve problems or do the homework.,False,2017-12-18 17:19:15,4.0,,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK,0.0,0,2,0.0,44203
55,non mandatory,4.0,CALC259,"Writes very fast and assigns lots of homework that takes a decent amount of time to do. Very test heavy class and the tests are usually much harder than the homework. Practice tests do not represent the actual tests too well, but are worth doing because duplicates of problems from the practice may appear. Most importantly, he is extremely hot.",False,2017-11-17 13:35:26,4.0,Not sure yet,4.0,True,False,4.0,Tough Grader--LOTS OF HOMEWORK--TEST HEAVY,5.0,13,1,0.0,44203
56,non mandatory,1.0,CALC259,"awful teacher, very awkward",False,2017-08-11 15:58:37,3.0,,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK,5.0,0,2,0.0,44203
57,,4.0,CALC122,His homework requires some self-study.,False,2017-04-27 21:18:58,3.0,,4.0,True,False,4.0,LOTS OF HOMEWORK--Hilarious,5.0,1,1,1.0,44203
58,non mandatory,5.0,CALC259,"Showed up with a picture of Shrek on his vector calculus slides, and that's when I knew he was worth a 5",False,2017-03-21 11:06:19,4.0,B,5.0,True,False,5.0,Hilarious,5.0,1,3,1.0,44203
59,non mandatory,2.0,CALC122,loves webassign way too much,False,2017-01-13 10:19:41,2.0,A,2.0,True,False,2.0,LOTS OF HOMEWORK,5.0,2,1,0.0,44203
60,non mandatory,1.0,MATH21259,"Calc3D is easy to me. The book was good enough for most of the class. I still went to most lectures, which were helpful until the 3rd unit & he stopped making sense. He teaches from slides that are copied&pasted from the textbook. I was doing well on track for a B until he gave us an impossible final that destroyed my GPA. Very disappointed in him.",False,2016-12-21 01:58:45,5.0,,1.0,True,False,1.0,Get ready to read--LOTS OF HOMEWORK--TEST HEAVY,5.0,3,6,0.0,44203
61,non mandatory,1.0,CALC3D,"I would call him an inconsistent teacher at best. His lectures are poorly-paced, and he spends excessive amounts of time working through proofs of theorems that are unnecessary and irrelevant to the students' interest. He spends lots of time working through these very theory-heavy proofs, and then skimps on time spent on his actual lecture material",False,2016-12-07 20:52:21,3.0,,1.0,True,False,1.0,LOTS OF HOMEWORK,5.0,0,7,0.0,44203
62,non mandatory,2.0,CALC3D,"Flaherty is a very decent professor you'll meet. The lectures are decent and helpful but you can get the same knowledge by reading the textbook. The homework is alright but he gives WebAssigns Friday mornings that are due Friday nights. His voice a lullaby and he makes bad jokes in class. You'll be fine, but you don't need to show up to do well.",False,2016-11-02 16:55:05,3.0,A,2.0,True,False,2.0,ACCESSIBLE OUTSIDE CLASS--LECTURE HEAVY,5.0,1,6,0.0,44203
63,non mandatory,3.0,CALC259,The textbook is usually plenty to do an okay job in this class. Sometimes he doesn't go into enough detail/clarification in lecture.,False,2016-10-30 17:32:00,3.0,,3.0,True,False,3.0,Tough Grader--LOTS OF HOMEWORK--Inspirational,5.0,1,1,1.0,44203
64,non mandatory,4.0,MATH259,"Very funny guy. Lectures are pretty rigorous, class was pretty standard calc 3.",False,2016-10-14 23:10:13,3.0,,4.0,True,False,4.0,Hilarious,5.0,0,0,1.0,44203
65,non mandatory,5.0,CALC122,"Weird sense of humor, kind of a weird guy, but a great lecturer. Very clear explanations and willing to take questions. Has a cute dog.",False,2016-04-29 13:13:55,3.0,,3.0,True,False,4.0,,5.0,2,3,,44203
66,,3.0,CALC122,"It is hard to teach to a huge class. Even with that in mind, he is pretty boring, and at times confusing.",False,2016-02-03 20:34:11,4.0,B+,3.0,True,False,3.0,,3.0,0,1,,44203
67,non mandatory,5.0,MSC21241,"Crystal clear explanation of subject, never goes too fast. Eccentric at time, but always in a humorous way. Ask him if math is real.",False,2015-11-10 15:50:16,3.0,Not sure yet,4.0,True,False,5.0,,4.0,0,0,,44203
68,non mandatory,4.0,CALC21122,I actually think he's a pretty good professor. ,False,2015-11-04 21:55:03,3.0,Not sure yet,4.0,True,False,4.0,,3.0,0,0,,44203
69,non mandatory,4.0,21241MATRICES,"The professor is good, but he has a monotonous voice. I would recommend the class, but just be warned.",False,2015-11-01 18:27:25,3.0,,3.0,True,False,4.0,,4.0,0,0,,44203
70,non mandatory,5.0,21241,Best teacher in the world!,False,2015-10-11 21:29:23,1.0,,5.0,True,False,5.0,,5.0,2,1,,44203
71,non mandatory,5.0,21124,"Course content wasn't so hard, and professor Flaherty teaches really well. Lectures are clear, and interesting. Assignments are partially in textbook and are not difficult. Exams are pretty easy as long as you are careful in lectures and do the homework. ",False,2015-09-01 19:35:49,1.0,A,5.0,True,False,5.0,,4.0,0,3,,44203
72,mandatory,5.0,21120,"Took summer course. Had only ten people in the class. He was very funny, and always very friendly and helpful.",False,2015-04-29 05:57:58,2.0,,5.0,True,False,5.0,,3.0,0,0,,44203
73,mandatory,2.0,21127,"Studied topology in concepts, walked out feeling ten times as intelligent, 1110 would take again.",False,2015-04-23 11:29:42,4.0,A,4.0,True,False,3.0,,2.0,1,1,,44203
74,,1.0,21217,"Felt like we were running in the class before we could even walk, his lectures were a bit convoluted and not very helpful on HW.  The HW difficulty did not match what was taught to us, which resulted in overcrowded OH.  Also taught material not covered in textbook, thus hard to review the material on your own.  Probably worst class I've taken here",False,2015-04-21 13:19:47,5.0,,3.0,True,False,2.0,,4.0,0,5,,44203
75,,1.0,21127,"Poorly structured lectures and class in general, things weren't taught in the optimal order in my opinion. The course structure was hard to follow and assumed you already knew a lot of stuff.",False,2015-04-19 22:34:45,4.0,A+,1.0,True,False,1.0,,1.0,0,0,,44203
76,non mandatory,4.0,21127,Took 21-127. Topology is hard but all the questions he gave us are pretty standard,False,2015-04-08 14:10:30,2.0,A,5.0,True,False,5.0,,4.0,1,2,,44203
77,non mandatory,4.0,21127,"21-127 is probably the first formal math class for students in CMU. It's definitely hard, because college math is of course harder than high school math. Flaherty is a very interesting professor, and I really enjoy his teaching!",False,2015-01-29 18:51:41,3.0,B,4.0,True,False,4.0,,2.0,1,0,,44203
78,,5.0,21127,Flaherty is THE man. His lectures are structured like a comedy show. It is virtually impossible to fall asleep in his class (without waking up with him standing in front of your face). He has also helped me to discover my life passion for topology.,False,2014-11-21 10:59:43,1.0,,5.0,True,False,5.0,,3.0,3,10,,44203
79,non mandatory,3.0,21127,"Everything was going well until topology, and it was crazy hard. Got a 35% on the topology test but with the curve, managed to get a high D. Good with exam appeals, and homework is definitely much harder than the actual exams. Don't put off homework to the day before it's due. Almost droppedpassfailed the class.",False,2014-11-03 22:22:54,4.0,,3.0,True,False,3.0,,3.0,0,3,,44203
80,non mandatory,4.0,21127,Nice ,False,2014-10-30 19:30:18,2.0,A,4.0,True,False,4.0,,3.0,2,0,,44203
81,,5.0,21241,He has a well planned out lecture that involves some very simple proofs and examples. His hws sometimes have some questions that require some thought but are usually straightforward. His tests are relatively easy I would say.,False,2014-02-19 01:59:52,1.0,,5.0,False,False,5.0,,3.0,3,1,,44203
82,,5.0,MATH241,"Good teacher, cares a lot about whether students are learning and has a nice sense of humor.  Gives hard tests, but assignments are brief and painless.",False,2011-11-16 14:05:16,3.0,,5.0,False,False,5.0,,1.0,1,0,,44203
83,,4.0,MATH120,"Summer of 09, thought he was hilarious. One day he came in was like &quot;so I woke up at 4 am last night, couldn't go back to sleep, and remembered how to do the proof I wanted to show you guys yesterday, so I got out of bed and wrote it out. so here it is.&quot; The man loves his math. Upside: entertaining. Only downside:  spends too much time on proofs.",False,2011-11-12 16:44:54,3.0,,4.0,False,False,4.0,,4.0,0,0,,44203
84,,5.0,MATH259,This man loves his math :),False,2011-08-06 17:14:31,4.0,,5.0,False,False,5.0,,5.0,0,1,,44203
85,,5.0,MATHA,Oh and his corny jokes make me crack up each time. Easily the best math professor I've ever had. The final is optional!,False,2011-04-19 00:43:06,1.0,,5.0,False,False,5.0,,4.0,0,0,,44203
86,,5.0,MATHA,I don't know what everyone is complaining about. I'm not aware of 21-259 but this guy's 21-256 class is TOO easy. The proofs are not difficult to understand and he provides plenty of examples. Sometimes people ask really stupid questions about how he does certain things which leads me to think they are too slow. Recitation is useless for me.,False,2011-04-19 00:39:38,1.0,,5.0,False,False,5.0,,4.0,1,0,,44203
87,,5.0,MATHCALC,"Flaherty, King of Calculus",False,2011-03-14 14:06:12,1.0,,5.0,False,False,5.0,,1.0,0,1,,44203
88,,4.0,MAT259,"Entertaining in a quirky way. Course material was rather difficult conceptually, but tests were mostly a matter of knowing which formula to apply and not messing up. Seems very fair. Recitations were boring re-teachings of lecture, but useful if you didn't understand lecture.",False,2011-01-23 23:53:52,2.0,,3.0,False,False,4.0,,4.0,0,0,,44203
89,,3.0,CALC259,"Pretty funny guy, makes calculus fun (or as fun as it can be) with jokes and his general quirkiness. Using the TAs and textbooks will really help; tests aren't too bad as long as you study and know the material. He doesn't grade too hard, our final was curved.",False,2010-12-17 16:18:12,5.0,,4.0,False,False,4.0,,5.0,0,0,,44203
90,,5.0,CALC259,"Funny guy, nerdy in all the right ways. Lectures were good and he takes time to comprehensively answer questions. Tests were hard as hell though. The man loves his proofs, but tells you in advance so you can skip if you're disinterested in the formal junk.",False,2010-11-18 10:21:26,4.0,,4.0,False,False,5.0,,5.0,0,1,,44203
91,,3.0,CALC1,"Had him over the summer for pre-college. I went in with a really sucky AP calc AB background and came out being freaken awesome at calc. Honestly, he's hard. His tests are hard, and if you fall behind, you're screwed. But he does teach, so if if you can keep up, you should be golden.",False,2010-10-23 23:30:37,5.0,,4.0,False,False,4.0,,3.0,0,0,,44203
92,,4.0,MAT256,"Nerdy but funny and seems to care about students. Does waste time on useless proofs and doesn't explain then. Overall, he is very fair and will not put anything on the test that he didn't go over in class and was on the h/w. Final is optional.",False,2010-08-18 21:14:04,2.0,,5.0,False,False,5.0,,5.0,0,0,,44203
93,,2.0,CALC256,Weird guy. Wastes a lot of time on meaningless proofs and writes too quickly in general. Tests are not too difficult and the final is optional. The way the class is weighted it is almost impossible to get below a C and an easy B if you do good on HW and quizzes. Much better option than the other 256 teacher.,False,2010-04-21 11:31:29,3.0,,3.0,False,False,3.0,,3.0,0,1,,44203
94,,5.0,MATH259,"Good Professor, usually keeps class interesting.  A little to many proofs.",False,2010-04-20 13:53:51,4.0,,4.0,False,False,5.0,,4.0,0,0,,44203
95,,5.0,CALC259,"Flaherty is into the proofs but not into showing what they do or how they can help you on an exam. The TAs have to sometimes &quot;reteach&quot; the material because he sometimes fills the board with useless proofs with no examples. It's a doable course however, just don't rely on lectures to help you much. Bring your clicker!!!",False,2009-11-29 13:41:58,5.0,,2.0,False,False,4.0,,4.0,0,0,,44203
96,,5.0,MATH259,"By far one of the BEST professors I had this semester. He'll chase students, wake them up in front of the whole class....it was overall awesome.",False,2009-11-07 09:58:50,3.0,,5.0,False,False,5.0,,5.0,0,0,,44203
97,,5.0,MATH259,"Great professor. Genuinely loves what he does, writes *really* fast when pressed for time. Also, he chases students who leave class, lol. =)",False,2009-09-30 12:11:21,1.0,,5.0,False,False,5.0,,2.0,0,0,,44203
