index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
10,non mandatory,5.0,CS50X,very good,False,2023-02-21 21:46:24,4.0,,5.0,True,True,5.0,Amazing lectures --Hilarious--Respected,3.0,3,0,1.0,320446
11,non mandatory,5.0,CS50X,"Computer sciences are a tough subject for me, but thanks to him I've rekindled my desire to learn and stay in STEM. I highly recommend his course regardless of whether you're an enrolled Harvard student or not, he's very beginner friendly and highly motivational!",False,2022-06-19 21:27:18,3.0,,5.0,False,True,5.0,Amazing lectures --Inspirational--Lecture heavy,-1.0,3,2,1.0,320446
12,non mandatory,5.0,CS50X,"EZPZ, highly recommend!",False,2022-05-31 06:15:12,1.0,A+,5.0,True,True,5.0,,3.0,3,1,1.0,320446
13,non mandatory,5.0,CS50X,AMazing,False,2022-04-09 20:16:01,2.0,A+,5.0,False,True,5.0,Amazing lectures --Inspirational--Online Savvy,-1.0,4,0,1.0,320446
14,,5.0,CS50X,"One of the best professors I've ever had, clear and concise.",False,2022-01-19 12:34:52,2.0,,5.0,False,True,5.0,Inspirational--Amazing lectures--Lecture heavy,0.0,4,0,1.0,320446
15,non mandatory,5.0,CS50X,5/5 absolute unit,False,2022-01-12 21:08:12,4.0,A,5.0,False,False,5.0,Respected--Inspirational--Lecture heavy,0.0,4,1,1.0,320446
16,mandatory,1.0,CSCIE1B,Class run by TA's Lectures are recorded. Other reviews must be from past class not current one. Horrendous grading system. Three points given for each question and TA's state they rarely give three points out so do not expect to get greater than a C in this class. Lectures do not teach what you need to know. You have to figure it out on your own.,False,2021-03-28 19:38:09,5.0,,1.0,True,True,1.0,Graded by few things--Skip class? You won't pass.--Tough grader,0.0,0,4,0.0,320446
17,,5.0,CS50,"Professor David keeps lectures interesting, and easy even when it comes to explaining the toughest things in every computer language, he is the person that actually got me interested in CS.",False,2021-02-16 07:56:53,3.0,,5.0,True,False,5.0,Gives good feedback--Respected--Inspirational,0.0,3,2,1.0,320446
18,non mandatory,1.0,CS50X,"I barely passed, 51% to be exact, yeah thats all",False,2021-01-13 17:21:48,5.0,D-,1.0,True,True,1.0,Skip class? You won't pass.--Beware of pop quizzes--Tough grader,5.0,12,4,0.0,320446
19,non mandatory,5.0,CS50X,Great Prof. Made me fall in love with Computer Science!,False,2020-12-29 18:09:54,3.0,Audit/No Grade,5.0,False,True,5.0,Inspirational--Hilarious--Amazing lectures,0.0,1,2,1.0,320446
20,non mandatory,5.0,CS50,Malan got my swagger back!!! I was legit a cow with no udders before this class and now Im plump and ready! Great lectures and a better person!,False,2020-12-14 03:07:20,2.0,,5.0,True,False,5.0,,5.0,2,4,1.0,320446
21,non mandatory,5.0,CS50,Amazing prof,False,2020-11-20 17:58:48,3.0,B+,5.0,True,False,5.0,,0.0,2,1,1.0,320446
22,non mandatory,5.0,CS50,he is a very good guy i would take his class till the cows come home he was very respectful to every student give good grades not to much home work i guess and he is hilarious he tells the funniest dad jokes overall great guy teacher he could be a great friend to,False,2020-09-29 14:56:53,1.0,A+,5.0,False,True,5.0,Gives good feedback--Lots of homework--Hilarious,0.0,2,1,1.0,320446
23,mandatory,2.0,CS50,"Beyond the smoke and mirrors of the fancy CS50 lectures, there's not much substance to what Malan teaches.",False,2020-06-20 11:33:47,2.0,Rather not say,2.0,True,False,2.0,Respected--Clear grading criteria,0.0,3,5,0.0,320446
24,non mandatory,5.0,CS50X,Great,False,2020-05-21 05:48:47,3.0,A,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,1,1,1.0,320446
25,non mandatory,5.0,CS50X,He is the best professor ever.,False,2020-05-04 12:09:14,1.0,A+,5.0,False,True,5.0,Respected--Inspirational--Caring,0.0,1,1,1.0,320446
26,mandatory,5.0,CS50,Awesome prof,False,2020-04-02 08:35:12,3.0,,5.0,False,False,5.0,Respected--Inspirational--Amazing lectures,0.0,1,1,1.0,320446
27,non mandatory,5.0,CS50,Make me learn the subject I used to fear the most.,False,2019-10-31 12:33:21,4.0,,5.0,False,True,5.0,Gives good feedback--Respected--Caring,5.0,1,1,1.0,320446
28,mandatory,5.0,CS50,Best professor I've had in my entire undergraduate career. He is super passionate about coding at it shows. His lectures are organized. He does an amazing job of making such a hard and fast-paced class easy and manageable.,False,2019-06-17 00:09:28,2.0,A,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,2,2,1.0,320446
29,non mandatory,5.0,CS50X,"I took his class on Youtube's CS50 channel, and I was amazed by his passion into coding. Really appreciate to have him teach me the basics of Computer Science.",False,2019-06-11 03:38:15,3.0,,5.0,False,True,5.0,Amazing lectures,0.0,1,2,1.0,320446
30,,5.0,CS50X,Hands down the best professor I've ever had.,False,2019-04-10 22:24:00,4.0,Audit/No Grade,5.0,False,True,5.0,Respected--Participation matters--Amazing lectures,0.0,1,2,1.0,320446
31,non mandatory,5.0,CS50,Good explanations. CS50 as a course could have been structured better.,False,2019-01-25 00:52:13,3.0,A-,5.0,True,False,5.0,Inspirational--Hilarious,0.0,1,0,1.0,320446
32,non mandatory,5.0,CS50,"Extremely good professor at Harvard, one of the best. Learned all about what an interger was etc.. addition multiplication and even subtraction. You really have to study and have a love for cs.",False,2019-01-02 22:07:46,1.0,Drop/Withdrawal,5.0,True,False,5.0,Tough Grader--Get ready to read--Skip class? You won't pass.,0.0,1,1,1.0,320446
33,non mandatory,5.0,CS50,Professor Malan gives the best lectures I have experienced.,False,2018-10-16 13:32:52,4.0,,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,1,1,1.0,320446
34,non mandatory,5.0,CS50X,"The best professor I have seen in my life, always well prepared with lectures well thought through. Makes the course material accessible and interesting. Highly recommended!",False,2018-08-30 11:17:56,3.0,Not sure yet,5.0,True,True,5.0,LOTS OF HOMEWORK--Inspirational--Amazing lectures,0.0,2,2,1.0,320446
35,non mandatory,5.0,CS50X,Amazing lectures and explanation skills.,False,2018-07-16 17:42:27,4.0,A+,5.0,False,True,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,0.0,1,6,1.0,320446
36,,5.0,CS50,"The best professor I've ever heard, would definitely like to take his other courses. David is so inspiring!",False,2018-07-13 17:28:24,4.0,,5.0,False,True,5.0,Respected--Hilarious--Amazing lectures,0.0,0,1,1.0,320446
37,,5.0,CS50,"I am among those &quot;less comfortable&quot; with CS and if you're like me, you'll love this professor because of his way of teaching - he can make everything understandable. If you're among those &quot;more comfortable&quot; - you'll love him because of his knowledge - no matter how much you already know, you can still learn a lot from him.",False,2018-04-25 18:10:05,3.0,,5.0,False,True,5.0,Inspirational--Amazing lectures,0.0,2,6,1.0,320446
38,non mandatory,5.0,CS50,Amazing Teacher best teacher I have ever seen,False,2018-03-20 02:15:25,4.0,,5.0,True,True,5.0,Respected--Hilarious--Amazing lectures,5.0,4,0,1.0,320446
39,non mandatory,5.0,CS50,Amazing Teacher,False,2018-03-06 06:08:57,4.0,A,5.0,True,True,5.0,Hilarious--Amazing lectures--Caring,5.0,4,0,1.0,320446
40,non mandatory,4.0,CS50,He's very good in teaching in a understandable class hello is one of the best professors and I'm not even from computer science background but still I can still understand the class in abetter way,False,2018-02-25 10:18:42,3.0,,4.0,False,True,4.0,Respected--Clear grading criteria--Amazing lectures,0.0,3,1,1.0,320446
41,non mandatory,5.0,CS50,the best one!,False,2018-01-30 02:54:12,1.0,A+,5.0,True,False,5.0,Hilarious--GROUP PROJECTS,0.0,4,0,1.0,320446
42,,5.0,CS50,CS50 has been one of my favorite classes.,False,2018-01-17 21:31:27,3.0,A,5.0,True,False,5.0,,0.0,3,1,1.0,320446
43,non mandatory,5.0,CS50X,"I'm not done so maybe I can update later. I thought I'd write a review since I taught based on early lectures &amp; taught elsewhere. I have the impression an enormous, incredible amount of thought &amp; effort have been put into this class so it satisfies the goals of those taking it &amp; stays accessible. I haven't seen anything like it. Staff is tops.",False,2017-12-22 03:21:09,5.0,Not sure yet,5.0,True,True,5.0,Gives good feedback--Inspirational--Hilarious,5.0,3,1,1.0,320446
44,non mandatory,5.0,CS50,Excellent teacher,False,2017-12-19 10:57:54,4.0,,5.0,True,False,5.0,Hilarious--Amazing lectures--Would take again,0.0,3,1,1.0,320446
45,,5.0,CS50,Great prof.,False,2017-06-27 23:29:17,3.0,,5.0,False,True,5.0,Amazing lectures--Caring,0.0,37,55,1.0,320446
46,non mandatory,5.0,CS50,Lectures are very useful and has a nice vibe to it.,False,2017-03-15 15:58:32,2.0,,5.0,False,False,5.0,Respected--Hilarious--Amazing lectures,0.0,2,2,1.0,320446
47,non mandatory,5.0,CS50X,He is an amazing instructor. He is precise and to the point.,False,2016-10-27 10:13:54,4.0,Audit/No Grade,5.0,True,True,5.0,Respected--Inspirational--Amazing lectures,5.0,2,1,1.0,320446
48,mandatory,5.0,CS50,Nice lecture,False,2016-05-14 04:49:14,5.0,A+,5.0,True,False,5.0,,0.0,5,1,,320446
49,non mandatory,5.0,CS50,He is the best Computer Science Professor out there,False,2016-04-08 13:57:31,4.0,A,5.0,True,False,5.0,,1.0,3,1,,320446
50,,5.0,CS50,Hat's off,False,2016-04-02 07:56:13,1.0,,5.0,False,True,5.0,,1.0,2,3,,320446
51,mandatory,5.0,CS50,"good, very good, very very good, very very very good!",False,2016-02-22 02:13:48,1.0,,5.0,True,False,5.0,,5.0,4,2,,320446
52,non mandatory,5.0,CS50,"Best professor for introduction to computer science to students on campus and all over the internet alike. Emphasizes all sorts of aspects on computer science including the theoretical, engineering, entrepreneurial, etc. Even though psets are verbose, they are sprinkled with inspiration and breakthroughs. One critique: too too much pop culture!",False,2016-02-16 03:58:25,1.0,,5.0,True,False,5.0,,1.0,3,10,,320446
53,non mandatory,5.0,CS50X,"Best class ever. I wish I had discovered his courses sooner. He talks super fast, yet makes clear point and uses effective example. Would take again.",False,2016-01-17 16:40:50,1.0,Not sure yet,5.0,False,True,5.0,,1.0,3,5,,320446
54,non mandatory,5.0,CS50X,Fast and phenomenal!!!!!!,False,2016-01-07 00:14:02,2.0,A+,5.0,False,True,5.0,,1.0,1,1,,320446
55,non mandatory,4.0,CS50,I loved CS50! Everything about it including David was awesome!,False,2016-01-03 04:34:58,3.0,A-,4.0,False,True,4.0,,1.0,1,1,,320446
56,non mandatory,5.0,CS50X,Best professor ever seen!,False,2016-01-02 15:05:42,1.0,A+,5.0,True,False,5.0,,5.0,1,1,,320446
57,non mandatory,5.0,CS50,CS50 was hilarious. Youtube is a good chance for you to try it.,False,2015-12-16 09:10:57,2.0,,5.0,False,True,5.0,,2.0,0,0,,320446
58,non mandatory,5.0,CS50,Professor david j malan is a grate professor ,False,2015-10-23 15:13:16,1.0,A+,5.0,True,True,5.0,,3.0,1,0,,320446
59,non mandatory,4.0,CS50,aWESOME,False,2015-10-06 02:46:19,4.0,A-,4.0,True,False,4.0,,1.0,2,2,,320446
60,mandatory,5.0,CS50,lectures are very instructive and clear. ,False,2015-09-25 15:03:16,1.0,,5.0,True,True,5.0,,3.0,1,0,,320446
61,non mandatory,1.0,CS50,"His concepts of what constitutes maths, and how to interpret Computational Thinking (in a way that integrats the principles of computer scrience) are a bit abiguous and possibly missleading.",False,2015-09-11 23:02:34,3.0,,3.0,False,False,2.0,,1.0,36,4,,320446
62,,5.0,CS50,inspirational,False,2015-08-15 14:59:07,4.0,,5.0,False,True,5.0,,2.0,1,1,,320446
63,non mandatory,5.0,CS50,"Was amazing to follow David J. Malan CS50x course. I had some programming background so I was Ok, if you don't have any programming background, still, take the course and make use of the classmate and staff help resources",False,2015-07-01 06:21:13,3.0,A+,5.0,True,True,5.0,,1.0,1,3,,320446
64,,5.0,CS50,He teaches awesome classes. You should definitely take CS50.,False,2015-05-18 20:22:50,4.0,A,5.0,True,False,5.0,,1.0,1,2,,320446
65,non mandatory,5.0,CS50,GREAT TEACHER,False,2015-04-19 14:48:21,1.0,A+,5.0,True,True,5.0,,2.0,1,1,,320446
66,mandatory,4.0,CS50,Wicked awesome lecturer.,False,2015-03-18 15:53:52,3.0,,4.0,True,False,4.0,,1.0,3,1,,320446
67,N,1.0,CS50,Material is well prepated. Teaching is pretty bad .,False,2014-01-15 03:17:03,3.0,A,1.0,False,False,1.0,,1.0,32,2,,320446
68,,5.0,CS50,Excellent!!,False,2013-03-25 11:29:34,1.0,,5.0,False,False,5.0,,5.0,1,1,,320446
69,,5.0,CS50,Excellent!,False,2013-03-25 11:28:19,1.0,,5.0,False,False,5.0,,1.0,1,1,,320446
70,,5.0,CS50X,"I think for a first time computer programming class, cs50 is too fast even for Harvard students. first 6 weeks,you study c programming, from conditional loops, then pointers, then functions,then structures,then data structures,(stacks,Queues, link list). Then he switches to teach  Website design(html,css,php,ajax)",False,2013-01-04 15:28:56,5.0,,3.0,False,False,4.0,,1.0,2,3,,320446
71,,5.0,CS50,Excellent,False,2012-10-03 16:57:16,3.0,,5.0,False,False,5.0,,1.0,1,1,,320446
72,,5.0,CS50,Best lecturer ever.,False,2011-01-04 23:23:05,3.0,,5.0,False,False,5.0,,1.0,2,2,,320446
73,,5.0,CSCS50,Very entertaining,False,2010-05-14 17:52:58,4.0,,5.0,False,False,5.0,,4.0,2,1,,320446
74,,4.0,CS75,"Great class. He is a very good teacher. The course I have, cs75, is a lot of work, but you will learn a lot. I have not opinion on the hotness factor -- this is a lame part of this site. D. Malan is one of the better instructors out there.",False,2009-04-09 22:15:33,4.0,,4.0,False,False,4.0,,2.0,2,1,,320446
75,,5.0,CS50,He is a very cool guy,False,2009-01-05 19:42:34,4.0,,5.0,False,False,5.0,,1.0,2,1,,320446
76,,2.0,CSCIE75,"This class is very useful class, but his TFs are not well trained to grade students' work. Be careful about final grade. Even though most of the assignments are good, but still C.  He himself is very reasonable but his TFs are not good.",False,2008-06-05 11:50:36,5.0,,5.0,False,False,4.0,,1.0,3,0,,320446
77,,5.0,CS50,"A little full of himself, or maybe a lot full of himself, but makes lectures really engaging and is brilliant at making abstract comments easily comprehensible.",False,2008-02-12 14:16:38,1.0,,5.0,False,False,5.0,,1.0,4,0,,320446
78,,5.0,CS50,No Comments,False,2007-11-07 02:22:31,3.0,,5.0,False,False,5.0,,2.0,1,0,,320446
79,,4.0,CS,wow!,False,2004-08-13 01:32:11,4.0,,4.0,False,False,4.0,,,2,0,,320446
80,,5.0,SIEL,Great guy! Great Summer! Best Computer Class ever!,False,2003-12-14 21:08:59,3.0,,5.0,False,False,5.0,,,2,1,,320446
81,mandatory,2.0,DRAMAS140,Overdramatic,False,2025-01-18 06:22:59,2.0,B+,2.0,True,False,2.0,Tough grader--Participation matters--Group projects,-1.0,0,0,1.0,1406187
82,mandatory,1.0,DRAM140,DO NOT TAKE,False,2022-09-19 13:52:39,4.0,Rather not say,1.0,True,False,1.0,,-1.0,0,0,,1406187
83,non mandatory,1.0,DRAM120,He is bad.,False,2022-09-18 10:58:20,5.0,B,1.0,False,True,1.0,Tough grader--Beware of pop quizzes--Test heavy,-1.0,0,0,,1406187
84,mandatory,5.0,DAS104,"Highly recommend this class to those seeking to improve their public speaking skills. Prof. Airaldi goes above and beyond to ensure everyone learns and becomes a better speaker. You receive helpful and measurable feedback from the professor, TA, and students to help you grow. Good luck and best wishes in your educational endeavors. ",False,2022-08-19 15:47:15,3.0,A-,5.0,True,True,5.0,,3.0,0,1,1.0,1406187
85,mandatory,5.0,DRAM140,This was one of the best classes that I have ever taken. Remo is an excellent mentor and very committed to seeing his students grow. ,False,2022-08-02 15:42:53,2.0,Not sure yet,5.0,True,False,5.0,Participation matters--Group projects--Gives good feedback,3.0,0,0,1.0,1406187
86,mandatory,1.0,DRAMA140,10/10 would not reccomend,False,2022-03-11 22:33:13,5.0,A,1.0,True,False,1.0,Tough grader--Lots of homework--So many papers,3.0,0,0,,1406187
87,mandatory,5.0,DRAMAE10,THE LESSONS ARE SU FUNNY. I HAVE A GREAT TIME WHILE I AM IN THIS CLASS.,False,2021-10-26 09:32:04,5.0,A+,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,1406187
88,mandatory,5.0,DRAM1,"Professor Remo's class is amazing. Although it was online, it was so active it was as if it was in person. The assignments were engaging and participatory. I learned a lot about not just acting but presentations in general and self discovery. I am a business major but this class helped me a lot. I left this class with more confidence.",False,2021-08-01 13:57:17,3.0,A,5.0,True,True,5.0,Gives good feedback--Participation matters--Inspirational,5.0,0,0,1.0,1406187
89,non mandatory,4.0,DRAM140,Very good,False,2021-02-26 16:41:09,2.0,A,4.0,True,False,4.0,,0.0,0,0,1.0,1406187
90,,5.0,DRAM140,GREAT!,False,2021-02-06 05:43:31,5.0,,5.0,True,True,5.0,Gives good feedback--Respected--Lots of homework,5.0,0,0,1.0,1406187
91,mandatory,5.0,DAS104,good,False,2020-07-08 03:17:48,5.0,,5.0,True,False,5.0,,5.0,0,2,1.0,1406187
92,mandatory,5.0,DRAMAE10,"great teacher, the class was so interesting !! great experience !",False,2019-04-04 09:56:32,3.0,,5.0,True,False,5.0,Participation matters--Inspirational--Amazing lectures,0.0,1,0,1.0,1406187
93,,5.0,ECON232,"i love the prof so much , he 's great !!!!!!!!!",False,2019-03-04 12:03:59,2.0,A+,5.0,True,True,5.0,Get ready to read,5.0,0,0,1.0,1406187
94,mandatory,5.0,DRAMAE10,Remo is the best professor I have EVER had in any subject. He is incredibly passionate about his students and the art of acting. This course requires complete participation -- read the text (it's great!) And do all of the work and I promise you will grow and have a stronger understanding of the material. I honestly can't recommend him enough.,False,2019-01-14 04:25:40,4.0,A,5.0,True,False,5.0,Gives good feedback--Participation matters--Inspirational,5.0,4,2,1.0,1406187
95,mandatory,5.0,DRAMS140,"I took a public speaking with professor Remo, and it was incredibly inspiring and I benefited a lot from the class. Remo always tries to help you and he is always on your side to help make it through any difficulty, but you have to do the reading assignment, because if you dont you will have a lot of difficulties in studying for the final.",False,2018-11-10 03:55:36,3.0,B-,5.0,True,False,5.0,Get ready to read--Inspirational--Hilarious,5.0,1,6,1.0,1406187
96,mandatory,5.0,DRAMA117,"A brilliant teacher who inspires every single student he works with. It is amazing to me the amount of time, care and attention he gives to everyone in his class. Shakespeare is not easy but Remo's love for the material and his expert, sensitive coaching make these plays accessible in a way I would've never thought possible when the semester began.",False,2018-06-09 19:22:49,4.0,A-,5.0,True,False,5.0,Inspirational--Hilarious--Caring,0.0,3,2,1.0,1406187
97,N,4.0,DRAMA117,Loved every class,False,2017-09-06 23:53:18,3.0,,4.0,True,False,4.0,Participation matters--BEWARE OF POP QUIZZES--Hilarious,0.0,6,0,1.0,1406187
98,mandatory,5.0,DRAMAE10,"I was looking for a class to fill a humanities requirement, and one that would take me out of my comfort zone so I chose drama. After 3 weeks straight of a rocky start due to multiple snow storms class finally began. Remo is truly a gifted and amazing human and professor! He can break anyone out of their shell, gently! Wonderful experience!",False,2017-02-17 20:01:58,3.0,A,5.0,True,False,5.0,Respected--Inspirational--Hilarious,0.0,0,3,1.0,1406187
99,mandatory,4.0,DRAMA140,"I mean i""m not gonna lie or nothing class was hard. I feel like this dudes a solid choice but their was a lot a work and reading it was hard",False,2017-02-03 16:39:10,5.0,Not sure yet,4.0,True,False,4.0,Tough Grader--LOTS OF HOMEWORK--GRADED BY FEW THINGS,0.0,9,3,1.0,1406187
100,mandatory,5.0,FRSEM35N,No words! Remo is the greatest teacher/mentor I have ever had.,False,2017-01-28 20:26:06,3.0,,5.0,True,False,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Caring,5.0,10,9,1.0,1406187
101,mandatory,5.0,DRAMA140,"Loved Remo. He is so kind, funny, inspirational, and down to earth. He will give you so much individual attention and help you grow significantly. An amazing professor and person.",False,2016-08-20 18:50:29,3.0,,5.0,True,False,5.0,Participation matters--Inspirational--Caring,5.0,5,8,1.0,1406187
102,mandatory,5.0,DRAM140,"The most inspirational professor I have ever taken a class with.  For many, this class becomes life changing; classmates who struggled to speak in public at the start were transformed by 'Remo' - as he insists on being called -into highly confident speakers.  I was humbled by his devotion to the class.  He is strict on attendance  & participation.",False,2016-08-07 22:59:53,4.0,,5.0,True,False,5.0,,5.0,3,4,1.0,1406187
103,mandatory,5.0,DRAM140,I  took Remo's Public Speaking class and have never had a better educational experience. He is completely dedicated to making all his students excel and the amount of time and energy he devoted to each and every one of us was astounding. He also happens to be hilarious and as kind a person as you're likely to meet. Great teacher.,False,2016-08-04 03:41:14,3.0,B+,5.0,True,False,5.0,,5.0,5,5,1.0,1406187
104,mandatory,5.0,DRAMAE10,Remo Airaldi - Simply the Best in the business.,False,2016-05-10 07:10:39,4.0,A,5.0,True,False,5.0,,5.0,4,3,,1406187
105,mandatory,5.0,DRAMAE12,"Amazing class. I'd highly recommend this course  to anyone contemplating the pursuit of any dramatical studies. Professor Airaldi is not only knowledgable  and experience, but he draws the best out of every student.  p.s. Good luck with getting into this course as it's extremely competitive.  ",False,2015-12-09 12:58:47,3.0,A-,5.0,True,False,5.0,,3.0,6,10,,1406187
106,mandatory,5.0,DRAMAE12,Remo's Shakespeare class was spectacular. He is a fantastic teacher.,False,2014-12-24 17:41:47,4.0,A+,5.0,True,False,5.0,,3.0,7,6,,1406187
107,mandatory,5.0,DRAMAE10,"Remo is an incredibly warm, welcoming individual, who has a talent for bringing out the best performances in actors. He is a joy to work with and learn from. Unbelievably inspiring and generous. Superlatives are truly not sufficient.",False,2014-12-13 20:09:18,3.0,A+,5.0,True,False,5.0,,3.0,8,10,,1406187
108,,5.0,DRAMA,"I took a class with Remo this semester after reading all the amazing reviews (and having him be recommended to me by many friends). All I can say is, no one was exaggerating. He is beyond belief, both as a teacher and a person. You would be a fool not to take any class taught by him. I never left class less than totally inspired.",False,2014-12-01 00:27:34,3.0,,5.0,True,False,5.0,,3.0,7,9,,1406187
109,,5.0,DRAM120,Wonderful WONDERFUL teacher. I guarantee you will enjoy and learn SO MUCH from this class. Although it can be a little nerve racking at first will all the speeches you will have to do. I'll be worth it. Don't be afraid to meet with him. He is AMAZING and will show you so much. It is an awesome experience. I really did wish it could go on.,False,2014-08-06 13:51:34,4.0,,5.0,False,False,5.0,,3.0,6,8,,1406187
110,,5.0,DRAM120,"Never in my life I saw so much commitment to a job. REMO's true passion is to help students develop. He challenges  everybody, still fair, according to the actual speaking skills. This course was one of the most valuable experiences of my life. REMO has become one of my personal heros and my deepest wish is to never loose contact to this great man.",False,2014-08-05 23:49:11,4.0,,5.0,False,False,5.0,,5.0,6,8,,1406187
111,,5.0,DRAMA118,"Remo is the best acting coach you could ever have. He has helped improve everyone so much. He knows exactly how to break down a monologue and how to prepare for any audition. The most dedicated, selfless teacher I have ever had. I will never go into an audition without thinking about everything he taught me. Spectacular!",False,2014-05-18 00:20:16,3.0,Not_Sure_Yet,5.0,False,False,5.0,,4.0,5,8,,1406187
112,Y,5.0,DRAMS140,"Meeting Remo has been a true blessing. Undoubtedly the best professor I've ever had. If you ever have the opportunity to take one of his courses, don't think twice! I worked very hard during his class but everything I gave he returned a thousandfold. He is the full package, interesting, funny, intelligent, fair, and hard working. Go for it!",False,2014-03-05 06:10:23,3.0,A-,5.0,False,False,5.0,,3.0,7,8,,1406187
113,,5.0,DRAMAS140,"Took the public speaking class with Remo this Summer. It was one of the most amazing academic experiences I have ever had. He builds a sense of community that is one of a kind. He's a great, great teacher. I was eager to go to class every day, even at 8:30am!",False,2013-08-11 15:06:16,3.0,,5.0,False,False,5.0,,4.0,5,5,,1406187
114,,5.0,FRSEM35N,"A wonderful human being and a great teacher. Thanks for making the transition to college such a great one! I was lucky to be accepted into his Freshman Seminar which is EXTREMELY selective and loved every minute of it. He give you so much of his time and attention, it's unreal.",False,2013-01-01 20:49:57,3.0,,5.0,False,False,5.0,,4.0,5,3,,1406187
115,,5.0,DRAM1,"He is the BEST prof. you will ever have. But do all your work and always improve in his class. If you don't know how, ask him and he will help you. You will love him, I guarantee.",False,2012-09-16 15:00:34,3.0,,5.0,False,False,5.0,,3.0,6,4,,1406187
116,,5.0,DRAMAS140,PUBLIC SPEAKING with Remo rocks! He's a life-changing teacher. I don't ever want this class to end.,False,2012-07-31 21:47:08,3.0,,5.0,False,False,5.0,,4.0,6,2,,1406187
117,,5.0,DRAMAE10,Fantastic class and fantastic professor. The class was an introductory acting class with all different levels of previous experience. Remo masterfully was able to get the most out of every one. He's the best teacher I've ever had.,False,2012-05-14 20:55:37,2.0,,5.0,False,False,5.0,,5.0,4,3,,1406187
118,,5.0,DRAM140,He's the kind of professor that will invoke the passion required for the class. Truly an awesome professor! He will take a feeble cat and turn it into a roaring lion. Stellar.,False,2012-05-08 06:00:17,3.0,,5.0,False,False,5.0,,2.0,2,4,,1406187
