index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
24,,2.0,MAT1505,"A nice human being, a horrible teacher. His lectures are impossible to follow, and his notes are hard to decipher. He has a problem dumbing down content and speaking in layman's terms. He overcomplicates problems and is obsessed with creating an application for everything.. He is accessible outside of class, emails back quickly if you need help.",False,2023-11-01 13:22:51,4.0,B+,2.0,False,False,2.0,Lots of homework--Lecture heavy--Accessible outside class,,0,0,,13979
25,mandatory,1.0,CALC2,Dr. Bob is absolutely HORRIBLE. He talks to the board the entire class and messes up his own work constantly. He over complicates every topic and gives rude responses to student questions. I would never take Bob again if my life depended on it. I would avoid Bob and drop/switch classes ASAP!!!,False,2023-10-24 04:38:52,4.0,Not sure yet,1.0,True,False,1.0,Tough grader--Lecture heavy--Graded by few things,-1.0,0,0,,13979
26,non mandatory,4.0,MAT2705,"Pretty cool. Dr. Bob has a bit of an issue explaining material in layman's terms, but he puts a lot of effort into trying to understand the fundamentals of diff eq. A lot of homework, although they don't have a due date (don't put it off). Tests aren't terrible. Great guy if you want to really learn the material well, but def not an easy A.",False,2023-05-16 18:54:13,4.0,A-,4.0,True,False,4.0,Tough grader--Lots of homework--Accessible outside class,-1.0,1,0,1.0,13979
27,non mandatory,1.0,CALC2,I highly recommend Robert for all but teaching. His course is like a pasta dish without the sauce. It has no taste.,False,2023-01-26 20:56:10,1.0,,1.0,False,True,1.0,,-1.0,0,1,,13979
28,mandatory,1.0,MAT2500,"Dr. Bob talks to the board at lightening speed the entire lecture, so you will get absolutely nothing. Quizes are take home and he gives old exams and quizzes to study. Exams are open laptop. Easy A but he sucks at teaching so you need to read the book sometimes for homeowrks.",False,2022-11-01 20:24:47,2.0,A+,1.0,True,False,1.0,Lots of homework--Lecture heavy,-1.0,0,1,,13979
29,non mandatory,1.0,CALC2,No bueno,False,2022-10-24 15:18:48,5.0,C,1.0,True,False,1.0,Tough grader--Lots of homework--Test heavy,3.0,0,1,,13979
30,,1.0,MAT1505,"Dropped his class after 2 days, impossible to following during lectures, MATLAB will be your enemy, weekly take home quizzes, and he is not a clear cut explainer and often rambles while facing the board the whole time. ",False,2022-10-19 19:33:38,4.0,Drop/Withdrawal,1.0,False,False,1.0,,,0,1,,13979
31,mandatory,4.0,MAT2705,Good guy,False,2022-10-19 14:39:11,3.0,A,4.0,True,False,4.0,Caring--Lecture heavy--Online Savvy,3.0,0,0,1.0,13979
32,non mandatory,1.0,CALCIII,"Awful, no other way to put it",False,2022-08-28 21:46:23,5.0,B,1.0,False,False,1.0,Tough grader--Lecture heavy--Test heavy,-1.0,0,0,,13979
33,mandatory,1.0,CALCIII,"Do not take this professor, all I have to say --> Good Day Gents",False,2022-08-28 19:51:08,5.0,B,1.0,True,False,1.0,Tough grader--Lots of homework--Lecture heavy,3.0,0,0,,13979
34,mandatory,1.0,CALCULUS,DON'T DO IT! DON'T TAKE HIS CLASS! YOU WILL REGRET IT! LEAVE WHILE YOU STILL CAN! YOU STILL HAVE TIME! DROP BEFORE THE DEADLINE!,False,2022-08-28 19:49:59,5.0,B-,1.0,True,False,1.0,Lots of homework--Lecture heavy--Test heavy,3.0,0,0,,13979
35,non mandatory,1.0,1505,"Bro is a tough grader and frequently gives difficult assignments. Do not take him. Your dreams and aspirations will be crushed. I beg of you, divert from taking this class while you can. ",False,2022-08-28 19:48:05,5.0,C,1.0,False,False,1.0,Tough grader--Lecture heavy--Test heavy,-1.0,0,0,,13979
36,mandatory,1.0,1505,I don't think this guy could teach my fish to swim. I swear ,False,2022-08-28 19:46:28,5.0,B+,1.0,True,False,1.0,Tough grader--Lots of homework--Lecture heavy,3.0,0,0,,13979
37,mandatory,1.0,1505,NO! I WOULD NOT TAKE THIS PROFESSOR AGAIN! ,False,2022-08-28 19:44:36,5.0,B-,1.0,True,False,1.0,Tough grader--Lots of homework--Online Savvy,3.0,0,0,,13979
38,mandatory,1.0,CALC2,"Please no more, I can't take this professor any longer! ",False,2022-08-28 19:42:08,5.0,D+,1.0,True,False,1.0,Tough grader--Lots of homework--Online Savvy,3.0,0,0,,13979
39,mandatory,1.0,1505,"Do not take this professor. You have been warned, many have come before you think they could take on the challenge and failed. Do not be that guy, there is nothing to gain from taking his class. You won't learn anything and you will spend your entire time teaching yourself and then trying to figure out what could possibly be on the exam",False,2022-08-28 19:41:02,5.0,C+,1.0,True,False,1.0,Tough grader--Lots of homework--Lecture heavy,3.0,0,0,,13979
40,mandatory,1.0,1505,Came here to give Dr. Bob a bad rate my professor score that is it. He deserves one and we all know why. Nothing else to really say about that. ,False,2022-08-28 19:39:11,5.0,B-,1.0,True,False,1.0,Tough grader--Lots of homework--Online Savvy,3.0,0,0,,13979
41,mandatory,1.0,1505,Dr. Bob is officially the worst professor at this school. He has more 1/5 on rate my professor than anyone else. All the 5/5 were made up to make fun of how bad he is of a professor. Do not take Dr. Bob ,False,2022-08-28 19:37:58,5.0,C-,1.0,True,False,1.0,Tough grader--Lots of homework--Lecture heavy,3.0,0,0,,13979
42,mandatory,1.0,DIFEQ000,"Do not take this professor. If you take this professor you will fail. Drop while you can, this is not a request this is a command!",False,2022-08-28 19:36:35,5.0,C+,1.0,True,False,1.0,Tough grader--Lots of homework--Online Savvy,3.0,0,0,,13979
43,mandatory,1.0,CALC2,"He just doesn't teach. He just wastes my time and gives me bad grades. I am a hard worker and I still can't get a good grade in his class. I'm done bro, thinking about transferring. ",False,2022-08-28 19:35:16,5.0,B,1.0,True,False,1.0,Tough grader--Lots of homework--Online Savvy,3.0,0,0,1.0,13979
44,mandatory,1.0,1505,Bro I got scammed or something when I signed up for this class. Bro has gotta be at least a 1/5. I'm not even sure if this score is actually set to the right person or if it is a glitch. ,False,2022-08-28 19:33:15,5.0,C,1.0,True,False,1.0,Tough grader--Lots of homework--Online Savvy,3.0,0,0,,13979
45,,1.0,CALCULUS,"To anyone thinking about taking Dr. Bob's class, I just want you to know: DR BOB IS A BOZO! Plain and simple",False,2022-03-29 04:28:46,5.0,,1.0,False,False,1.0,Tough grader--Lots of homework--Lecture heavy,,0,0,1.0,13979
46,,1.0,CALCULUS,Below someone said that Dr. Bob could not teach a fish to swim. That is an understatement. ,False,2022-03-29 04:27:01,5.0,D,1.0,False,False,1.0,Tough grader--Lecture heavy,,0,0,,13979
47,,1.0,CALC2,Nothing really to say here. Scroll on. Simply had to review a bad professor. ,False,2022-03-29 04:21:32,5.0,C,1.0,False,False,1.0,Tough grader--Lots of homework--Lecture heavy,,0,0,,13979
48,mandatory,1.0,CALCIII,Did you know that there are over 1400 species of grass or that 26% of the Earth is made up of grass? I learned that in a 1 minute google search. That 1-minute google search taught me more than an entire semester of Dr. Bob's class taught me. ,False,2022-03-29 04:16:19,5.0,C-,1.0,True,False,1.0,Tough grader--Lots of homework--Lecture heavy,-1.0,0,0,,13979
49,mandatory,1.0,MAT1505,I have already taken this class before and received an A and this class was still impossible to get a good grade in. He took a concept I already knew and made me not know it. How could a professor do that? ,False,2022-03-29 04:11:20,5.0,B,1.0,True,False,1.0,Tough grader--Lots of homework--Test heavy,-1.0,0,0,,13979
50,mandatory,1.0,DIFEQ000,"Not only does Dr. Bob fail the hot chili pepper rating but he is simply a bad professor. Since he fails in both chili peppers and education he is automatically a 0. Unfortunately, I can not rate him a 0 so here by I give him a 1. ",False,2022-03-29 04:08:55,5.0,,1.0,False,False,1.0,Tough grader--Lots of homework--Test heavy,3.0,0,0,1.0,13979
51,mandatory,1.0,CALCIII,I'd rather link the back of a toilet than take this professor again. He is literally the work professor I have ever taken. He has really made me reevaluate this entire 'education' thing. ,False,2022-03-29 04:05:03,5.0,C-,1.0,True,False,1.0,Tough grader--Lots of homework--Lecture heavy,-1.0,0,0,,13979
52,,1.0,DEQLA101,I came here to give Dr. Bob an honest rating of a 1/5 then I saw an option to put accessible out of class and I laughed. Dude is 100% not accessible out of class,False,2022-03-27 21:18:09,5.0,D+,1.0,False,False,1.0,Tough grader--Lots of homework--Test heavy,,0,0,,13979
53,,1.0,CALCULUS,"Do not take his class ever. He is the worst professor at Villanova. I can’t stand him, he doesn’t even call us by name. He assigns us numbers instead ",False,2022-03-27 21:14:27,5.0,,1.0,False,False,1.0,,,0,0,,13979
54,,1.0,MAT1505,Worst professor ever. How could someone be so bad at teaching. I’ve been thought better by fellow students then him,False,2022-03-27 21:05:58,5.0,,1.0,False,False,1.0,Tough grader--Lots of homework--Lecture heavy,,0,0,,13979
55,mandatory,1.0,CALC2,He is the toughest grader and he has the toughest material without teaching us it. He takes relatively simple concepts and makes them impossible to understand ,False,2022-03-27 21:02:55,5.0,C,1.0,True,False,1.0,Tough grader--Lots of homework--Test heavy,-1.0,0,0,,13979
56,mandatory,1.0,MAT1505,Dr. Bob is the worst professor ever. Ignore the good reviews they are all a prank. This professor's score is actually 1.9/5 but the prank brought it up to a 3.6. Avoid this class at all costs.,False,2022-03-22 04:58:33,5.0,C,1.0,True,False,1.0,Tough grader--Lots of homework,-1.0,0,0,,13979
57,mandatory,1.0,MAT1505,Dr. Bob is the worst professor at Villanova without exaggeration. He overcomplicated his lectures and goes super fast to where there&#39;s no point in paying attention. His take-home quizzes are so hard to decipher and will take at least a few hours out of your weekend. Do not take his class.,False,2022-03-08 13:39:53,4.0,B,1.0,True,False,1.0,Lots of homework--Lecture heavy--Test heavy,-1.0,0,0,,13979
58,mandatory,1.0,MAT2500,"Dr bob could be the very worst professor at Villanova, while taking calc 3 online last year he read off his prewritten notes in only a half an hour leaving no time for questions. He was condescending and unhelpful, could not teach a fish to swim if he had to!",False,2022-02-17 18:25:12,5.0,B+,1.0,True,True,1.0,Lots of homework--Skip class? You won't pass.--Tough grader,0.0,0,1,0.0,13979
59,mandatory,5.0,MAT1505,"MAPLE MAPLE MAPLE! Get ready to use some maple. His entire class is basically maple. You will learn more about maple than you will learn about math. Besides that, great teacher. 100% recommend :)",False,2022-01-31 05:53:36,1.0,B+,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,2,1,1.0,13979
60,mandatory,5.0,MAT1505,"Listen, for all those looking for an easy class. All you gotta do is show up with your computer, download maple, and smile. That is it! Do that and you will pass, you don't even gotta put money down for a textbook.",False,2022-01-27 01:40:44,1.0,B,5.0,True,False,5.0,Participation matters--Clear grading criteria--Amazing lectures,5.0,2,1,1.0,13979
61,mandatory,5.0,MAT1505,"Dr. Bob is the greatest Calc professor at nova! He explains Calculus so well and moves at a good pace. He gives extra credit on assignments and is willing to hear feedback about how the class is being taught if you talk to him individually. He'll also add in some humor every once in a while. Overall, a really nice experience in a Calculus II class.",False,2022-01-27 01:36:15,1.0,B+,5.0,True,False,5.0,Accessible outside class--Hilarious--EXTRA CREDIT,0.0,1,1,1.0,13979
62,mandatory,5.0,MAT1505,"Dr. Bob is a great professor! He explains Calculus so well and moves at a good pace. He gives extra credit on assignments and is willing to hear feedback about how the class is being taught if you talk to him individually. He'll also add in some humor every once in a while. Overall, a really nice experience in a Calculus II class.",False,2022-01-27 01:35:42,1.0,B+,5.0,True,False,5.0,Accessible outside class--Hilarious--EXTRA CREDIT,0.0,2,1,1.0,13979
63,,5.0,MAT1505,I have had some great professors in my day but none of them have ever beat Dr. Bob. If you are able to take him as a math professor 'DO IT'! He explains calculus on another level. This professor is an easy A which is also good. So not only do you get a strong foundation in calculus but you have the chance to get a good grade too! EZ &#55357;&#56495;,False,2022-01-27 01:30:46,1.0,A-,5.0,True,False,5.0,Inspirational--Hilarious--Caring,0.0,2,1,1.0,13979
64,mandatory,5.0,MAT1505,"I love Dr. Bob, he is the greatest professor I have ever had. I wish he told us in advance that we didn't need to buy that textbook and that we wouldn't be using it in class. For incoming students: do not buy the textbook it is a waste of money. Besides that he is great!",False,2022-01-24 16:31:23,1.0,B,5.0,True,False,5.0,Inspirational--Group projects--EXTRA CREDIT,0.0,2,1,1.0,13979
65,non mandatory,5.0,MAT1505,"Dr. Robert is one of the best teachers here at Villanova, and I surely hope everyone will have the ability to take him at one point in his career.",False,2022-01-24 16:30:32,1.0,A+,5.0,True,False,5.0,Respected--Amazing lectures--EXTRA CREDIT,0.0,2,0,1.0,13979
66,mandatory,5.0,MAT1505,"Dr. Bob cares about students, he gives us good feedback and is accessible outside of class. He also cares about how students are doing in their social lives. I am lucky to have had Dr. Bob.",False,2022-01-23 02:39:56,1.0,,5.0,True,False,5.0,Gives good feedback--Accessible outside class--Caring,0.0,2,1,1.0,13979
67,mandatory,4.0,MAT1505,"Dr. Bob is overrated, I can see why a lot of students like him but he doesn't fit some of my skillsets. I know not all students learn the same way which might be part to take in this but I am used to doing calculus the old fashion way (on paper) and he does too much of the technology stuff (maple). But to each's own.",False,2022-01-22 08:26:18,1.0,B+,4.0,True,False,4.0,Gives good feedback--Accessible outside class--Hilarious,0.0,2,1,1.0,13979
68,mandatory,5.0,MAT1051,"If you are going to take Dr. Bob, you are lucky. You basically don't have to do any work, you don't even have to buy the textbook, and most of your homework is online and you can use maple to solve your problems without using paper.",False,2022-01-22 08:24:08,1.0,,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,1,1,1.0,13979
69,mandatory,5.0,MAT1505,"Dr. Bob is overrated, I can see why a lot of students like him but he doesn't fit some of my skillsets. I know not all students learn the same way which might be part to take in this but I am used to doing calculus the old fashion way (on paper) and he does too much of the technology stuff (maple).",False,2022-01-22 08:20:49,1.0,B,5.0,True,False,5.0,Gives good feedback--Accessible outside class--Graded by few things,0.0,1,1,1.0,13979
70,mandatory,5.0,MAT1505,"Dr. Bob brings a lot of energy to the class. Nobody is more excited to use maple than he is. If you do not know how to use maple do not fret, neither did I. He taught me everything there is to know about maple and I will carry those lessons into futher mathematics classes. Thank you Dr. Bob",False,2022-01-22 08:17:30,1.0,,5.0,True,False,5.0,Accessible outside class--Clear grading criteria--EXTRA CREDIT,0.0,1,1,1.0,13979
71,mandatory,5.0,MAT1505,"Funniest professor I've ever had. He often goes off on tangents about some proofs that you don't need to know but the exams are fair and don't cover the proofs. If you are looking to actually learn calculus, this is certainly the right professor to come to.",False,2022-01-22 08:15:16,1.0,A,5.0,True,False,5.0,,0.0,0,1,1.0,13979
72,mandatory,5.0,MAT2705,"I love Dr. Bob's teaching style because it is simple and simple things are easy to digest. Albert Einstein once said, &quot;If you can't explain it to a six-year-old, you don't understand it yourself. Dr. Bob practically lives by that in his day-to-day teachings that make math easy to learn.",False,2022-01-22 08:09:42,1.0,B+,5.0,True,False,5.0,Gives good feedback--Respected--EXTRA CREDIT,0.0,1,1,1.0,13979
73,mandatory,5.0,MAT2705,I really loved Dr. Bob. He's such a sweet guy and you can really tell that he loves what he does. I would say that this class is most certainly an easy A.,False,2022-01-22 08:00:07,1.0,A,5.0,True,False,5.0,Accessible outside class--Inspirational--Caring,0.0,1,1,1.0,13979
74,mandatory,5.0,MAT2705,"Dr. Bob's lectures are straightforward and it is clear that he knows his stuff. Overall, the class was not too difficult and I would take him again. I give him a 5/5",False,2022-01-22 07:56:59,1.0,A-,5.0,True,False,5.0,Gives good feedback--Clear grading criteria--Amazing lectures,0.0,1,1,1.0,13979
75,non mandatory,4.0,MAT2705,"Extremely helpful teacher, great lecturer, great examples, everything you want in a math teacher. Highly recommended. I just wish he gave out more homework because I got a bad grade on one of my first exams and even though he gave me extra credit it wasn't enough for a comeback.",False,2022-01-22 07:53:55,1.0,B-,4.0,True,False,4.0,Accessible outside class--Hilarious--EXTRA CREDIT,5.0,1,1,1.0,13979
76,mandatory,5.0,MAT2705,"An awesome professor is there to help and explain things clearly. Grades exams are tough but if you do good in all the homework, assignments, quizzes, and worksheets. You should at least pass for sure. Definitely shouldn't miss class.",False,2022-01-20 15:28:05,1.0,,5.0,True,False,5.0,Respected--Participation matters--EXTRA CREDIT,0.0,1,1,1.0,13979
77,non mandatory,5.0,MAT2705,"Dr. Bob is a great professor. He makes the class comfortable, he gives people nicknames and he allows us to call him Bob if we want. He is the best professor I have ever taken. He has got a great sense of humor and I respect the man so much.",False,2022-01-20 05:30:11,1.0,,5.0,True,False,5.0,Respected--Hilarious--EXTRA CREDIT,0.0,1,1,1.0,13979
78,mandatory,5.0,MAT2705,"He's the best professor I have ever taken. He is hilarious, makes actually funny jokes. He makes everything easy, let's you take worksheets home and work in groups. He is one of the few professors who you would miss after the semester ends.",False,2022-01-20 05:07:17,1.0,,5.0,True,False,5.0,Inspirational--Caring--EXTRA CREDIT,0.0,1,1,1.0,13979
79,mandatory,5.0,CALC2,"Dr. Bob is, without a doubt, one of the most inspiring men on the planet. Inside of class, he provides some of the most engaging content. It completely changed my view on calculus, in fact, Ive decided to change my major to mathematics in order to be just a little bit more like him. When the time comes to get married, I want him to be my best man.",False,2022-01-20 05:06:18,1.0,A+,5.0,True,False,5.0,Respected--Inspirational--Hilarious,5.0,0,1,1.0,13979
80,mandatory,5.0,MAT2705,"He's great at explaining and has incredible knowledge fantastic feedback on tests and assignments. Generally speaking, he cares about you. The assignments are tougher than the tests. I enjoyed his class and would definitely have him again.",False,2022-01-20 05:03:27,1.0,,5.0,True,False,5.0,Respected--Caring--EXTRA CREDIT,0.0,0,0,1.0,13979
81,mandatory,5.0,MAT2705,"Best calc professor I've had in a while. He explains calc very well. The homework can be a lot but it's just a matter of managing your time well. For my class, he gave us 2 extra quizzes and also for some tests he would give us extra points. The only thing that I wish he did was to go over the in-class worksheets.",False,2022-01-20 04:56:19,1.0,A-,5.0,True,False,5.0,Inspirational--Hilarious--EXTRA CREDIT,0.0,0,1,1.0,13979
82,mandatory,5.0,MAT2705,"Dr. Bob is a great man. His lectures are somewhat unhelpful in terms of material but as a person, he is very entertaining which makes class interesting. His pre-recorded lectures (due to pandemic) are always very helpful and clear. Homework is straightforward. Grades fairly with lots of partial credit. Allows a cheat sheet for all 4 exams.",False,2022-01-20 04:53:43,1.0,,5.0,True,False,5.0,Group projects--Hilarious--EXTRA CREDIT,0.0,0,1,1.0,13979
83,non mandatory,5.0,MAT2705,"At the beginning of every class, he cracks jokes. They aren't that funny, to be honest but they do get some chuckles. I like how he attempts to bring the class together. He is truly one of the best professors I have ever taken. He changed my view on calculus.",False,2022-01-20 04:36:57,1.0,,5.0,True,False,5.0,Respected--Hilarious--Caring,0.0,0,1,1.0,13979
84,mandatory,5.0,MAT2705,"For people who don't like to use a textbook do not fret. He does not use one at all, everything comes from notes so don't worry about getting tricked with something from an obscure place in a textbook.",False,2022-01-20 04:31:39,1.0,,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,1,1.0,13979
85,mandatory,5.0,MAT2705,"Show up to class and you will pass. He is funny, if you have a problem with maple he will contact support for you. He is the best.",False,2022-01-20 04:29:49,1.0,,5.0,True,False,5.0,Inspirational--Hilarious--Caring,0.0,0,1,1.0,13979
86,mandatory,5.0,MAT2705,Dr. Bob is a real gentleman. He is respectful of all of his students. He is caring and thoughtful. He even speaks to the maple help services with kindness and respect.,False,2022-01-20 04:27:17,1.0,,5.0,True,False,5.0,Respected--Hilarious--EXTRA CREDIT,0.0,0,1,1.0,13979
87,mandatory,5.0,MAT2705,Professor has kinda complicated notes but he explains them well if you approach him about it. To get a good grade you really got to communicate with him. If you just sit in the back and don't pay attention it probably isn't the easiest class. But if you put the slightest amount of effort you will do well.,False,2022-01-20 04:23:02,1.0,,5.0,True,False,5.0,Inspirational--Group projects--Hilarious,0.0,0,1,1.0,13979
88,non mandatory,5.0,MAT2705,Dr. Bob is the best professor because he is really smart. He is really too smart to be a professor. I would expect this man to be working for NASA. I am blessed to have had him as a professor.,False,2022-01-20 04:17:57,1.0,,5.0,True,False,5.0,Respected--Inspirational--Hilarious,0.0,0,1,1.0,13979
