index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
10,mandatory,1.0,CIS317,Bad explainer and comes off as arrogant. Avoid if possible.,False,2017-10-28 19:45:21,4.0,,1.0,True,False,1.0,Tough Grader--TEST HEAVY--GRADED BY FEW THINGS,5.0,1,6,0.0,825570
11,non mandatory,2.0,CIS413,"He doesn't give much feedback on your homework, so you have no idea what you did wrong. the assignments can be fun, only if you had prior dealings with networking. but if you haven't you might end up doing assignments for 7+ hours and looking up youtube tutorials for help, as he doesn't offer much. plus, they don't even help you study for the final",False,2017-02-20 15:26:28,4.0,,2.0,True,True,2.0,Tough Grader--Get ready to read--LOTS OF HOMEWORK,5.0,0,4,0.0,825570
12,non mandatory,2.0,CIS417,"Homework assignments are graded lightly, so when you take the final which is much harder you will score low.  He is difficult to get help from and the course concepts are more difficult to master than other classes.  He only knows how to explain the concept one way, so if you do not follow you will need to figure it out on your own.  Take alone.",False,2016-06-12 16:44:53,4.0,,2.0,True,False,2.0,,5.0,1,5,0.0,825570
13,mandatory,2.0,CIS417,"The professor is also the Director of the program which makes me question whether or not I want to continue in the program. I have already told many of my co-workers to  look elsewhere. The professor is not helpful, lectures are prerecorded, confusing and outdated. He doesn't offer weekly sync sessions. Overall he is kind of lazy. ",False,2015-05-06 18:39:03,4.0,,1.0,True,False,2.0,,4.0,0,7,,825570
14,,5.0,CIS317,Great teacher and communicator.  He is always making sure students understand database software and design.  Highly recommend Dr. Faisal Akkawi.,False,2014-01-27 21:57:48,4.0,,5.0,True,True,5.0,,5.0,10,2,,825570
15,,4.0,MIS540,"Dr. Akkawi is knowledgeable and his classes are very interesting. That said, there is generally lot of background work and reading if you want to make most out of the class and learn. But he manages to generate interest in the subject and is one of my best professors I came across.",False,2013-12-09 15:18:13,2.0,,5.0,False,False,5.0,,4.0,7,2,,825570
16,,1.0,CIS317,"Had him for Database Systems and Design. He's friendly and charismatic, but an awful teacher. Lectures were unorganized, the book was seldom referenced and of almost no help. Extremely frustrating class. I got an A, but learned little. Kind of terrifying that he's the director of the whole program at Northwestern.",False,2013-06-19 21:20:34,4.0,,2.0,False,False,2.0,,1.0,1,11,,825570
17,,4.0,CIS317,"He is a great speaker and always neat and groomed. He knows how to act in the front of class. But he is very average teacher. His class would be a good recap for people with database knowledge, but very complex for new students. He is the boss and can allow himself to be an average instructor in a school with a good name.",False,2012-12-20 18:24:42,4.0,,2.0,False,False,3.0,,3.0,4,2,,825570
18,,4.0,CIS317,"Great teacher, need to follow with classes, gives good directions for homework but you have to do it perfectly otherwise he takes off a lot of points for mistakes.",False,2012-03-05 23:36:05,3.0,,5.0,False,False,5.0,,4.0,3,1,,825570
19,,1.0,CIS317,"I don't know how this guy teaches at all- he has no teaching skills and his class is impossible to comprehend. I have spoken to many people in class, and everyone (including the people with the Database background) are frustrated with him. He needs to step down and hire a good teacher. I will avoid him from now on.",False,2011-11-20 15:39:23,5.0,,1.0,False,False,1.0,,2.0,1,8,,825570
20,,5.0,DB50,He is great and helpful. Easy to follow his explanation and he answers your questions,False,2011-11-14 20:22:47,1.0,,5.0,False,False,5.0,,3.0,4,0,,825570
21,,5.0,CIS313,"Dr. Akkawi is an excellent communicator, resourceful and knowledgeable beyond the information covered in his course.",False,2010-09-22 16:19:51,4.0,,5.0,False,False,5.0,,3.0,4,0,,825570
22,,5.0,CIS350,"This teacher is great, I noticed everyone who didn't think it was okay to take weeks off of school passed and everyone who thought it was okay to skip class didnt graduate the class. this professor is very well recognized as top notch",False,2010-08-20 12:16:57,4.0,,5.0,False,False,5.0,,4.0,3,0,,825570
23,,1.0,CS450,"Worst class ever with this Prof! In my college, this class was my ONLY &quot;C&quot;. No idea what the hell he was teaching. It's a waste of time sitting in his class.",False,2010-08-12 16:43:16,5.0,,1.0,False,False,1.0,,1.0,2,3,,825570
24,,2.0,MIS544,"He's funny and definately has a sense of humor.  I didn't understand much of the class ( at RMU in Chicago).  His exams are extremely hard and because he doesn't use the book there is very little to help with studying.  He is extremely intellegent, but I wouldn't take his class again.",False,2010-04-06 18:45:06,5.0,,4.0,False,False,3.0,,1.0,1,1,,825570
25,,4.0,CIS317,Perfect Faculty.,False,2009-12-15 14:59:03,5.0,,5.0,False,False,5.0,,4.0,4,0,,825570
26,,4.0,CIS317,An excellent prof. He cares a lot about the students and you will learn about Database design and implementation.,False,2007-10-29 21:14:52,5.0,,5.0,False,False,5.0,,5.0,4,0,,825570
27,,2.0,CIS52,"terribly unorganized, lectures didn't make sense, wastes a lot of time answering silly questions",False,2007-05-15 13:27:13,3.0,,1.0,False,False,2.0,,1.0,0,3,,825570
28,,1.0,MSCIS1,The worst,False,2007-05-11 22:56:18,3.0,,1.0,False,False,1.0,,4.0,2,1,,825570
29,,4.0,INF317,"good communication skills, very helpful",False,2007-04-24 11:20:12,4.0,,5.0,False,False,5.0,,4.0,0,0,,825570
30,,4.0,CIS317,"Very good assignments. Exams are tough. Class requires a lot of practice. Overall, lectures are great and you learn a lot from the class.",False,2006-09-11 12:29:00,3.0,,4.0,False,False,4.0,,1.0,0,1,,825570
31,,1.0,CIS317,"What a debacle! Confusing & confused, unprepared for class, examples and assignments didn't make sense. Do yourself a favor and avoid anything this guy is teaching. Just because you have a PhD doesn't mean you have lecturing/people skills. Get it together man!",False,2006-03-29 10:56:37,4.0,,2.0,False,False,2.0,,,1,1,,825570
32,non mandatory,1.0,201,2/3 exams are fully or mostly multiple choice written to mess you up. completely arbitrary selection of material to be tested over. mediocre lecturer. pretty unhelpful if you reach out to him and will literally laugh at you when you ask questions. will never take another class with him again ,False,2022-03-31 01:59:31,5.0,B-,1.0,True,False,1.0,Tough grader,3.0,0,0,,158883
33,,5.0,201,"He's awesome, if you're interested in learning. if you want to just take a class dont sign up. Go to class and do your work. You will do well. If not you will get a bad grade. ",False,2014-10-29 10:29:00,1.0,,5.0,True,False,5.0,,5.0,1,5,,158883
34,,5.0,ECON310,Absolutely hilarious. By far one of the best professors at CofC. Passionate about his work. Test difficulty is somewhere between ECON 200/201 tests and ECON 317/318 tests. Assigns multiple-choice homework before exams to help you review. TAKE HIM.,False,2013-04-04 21:46:00,2.0,,5.0,False,False,5.0,,1.0,0,2,,158883
35,,4.0,ECONMAC,Very difficult class for non-economics students.  But Witte makes things very enjoyable.  Very funny.  Very outgoing.  Unbearably smart.,False,2011-05-13 03:12:38,5.0,,5.0,False,False,5.0,,5.0,2,1,,158883
36,,5.0,ECON310,great to be around.,False,2007-09-25 13:54:40,4.0,,5.0,False,False,5.0,,4.0,0,1,,158883
37,,5.0,ECPM201,best prof i ever had,False,2007-09-14 01:52:09,5.0,,5.0,False,False,5.0,,5.0,1,1,,158883
38,,5.0,ECONB01,"Mark Witte's Intro to Macro class convinced me to change my major from Bio to Econ.  Now I'm working on my Masters in the same.  Wonderful class, interesting lectures, excellent prof.",False,2007-09-05 09:43:33,2.0,,4.0,False,False,5.0,,3.0,0,2,,158883
39,,3.0,ECON201,No Comments,False,2006-09-27 10:37:00,1.0,,1.0,False,False,2.0,,3.0,0,2,,158883
40,,5.0,201MACRO,"Mark Witte is the best here at NU, it's a shame not to take the course with him if you want to major in econ.",False,2006-01-19 01:19:49,3.0,,5.0,False,False,5.0,,,0,1,,158883
41,Y,4.0,INTROTOMACRO,"The guy dressed up as Bevis for Halloween the year I had him. How can you not love that&#63; If you can do math and do the reading, you can get an A in his class.",False,2005-11-18 11:20:33,1.0,B,5.0,False,False,5.0,,,0,1,,158883
42,,3.0,201,"Mark Witte is the bestest Mark Witte EVAR.  Making econ interesting is possible, and Prof Witte did it!",False,2005-10-11 00:22:49,4.0,,5.0,False,False,4.0,,,0,1,,158883
43,,4.0,MACROECONOMICS,"Prof. Witte remembered me like 3 years after I took his class.  I swear if I walked up to him tomorrow, he'd remember me.  I was glad to see he is still at NU.  I don't know about the Hot/Not thing but I'll give him the benefit of the doubt.",False,2005-09-27 23:11:47,3.0,,5.0,False,False,5.0,,,0,0,,158883
44,,1.0,MACRO,tests are completely devoid of lecture or reading material.  Applied mean has no bearing whatsoever to the grades people recieved.  A standard deviation of SEVENTEEN and the mean is 70.,False,2004-02-25 00:37:08,5.0,,2.0,False,False,2.0,,,1,0,,158883
45,,2.0,ECON201,He reads from his notes...that are posted online. How is that enjoyable at all&#63;,False,2003-12-12 15:42:22,3.0,,2.0,False,False,2.0,,,0,2,,158883
46,,3.0,ECON201,Blah,False,2003-11-15 01:44:37,3.0,,3.0,False,False,3.0,,,0,1,,158883
47,,4.0,ECON201,No Comments,False,2003-05-15 20:03:52,4.0,,3.0,False,False,4.0,,,0,0,,158883
48,,5.0,ECON,"Witte is my favorite prof.  He is so nice and helpful, and so cute!",False,2003-03-09 19:44:06,2.0,,5.0,False,False,5.0,,,0,0,,158883
49,,5.0,ECON201,"I hate to admit it, but I've fallen for the Witte charm.",False,2003-03-07 03:28:04,3.0,,5.0,False,False,5.0,,,0,0,,158883
50,,5.0,ECON201,No Comments,False,2003-03-07 01:23:55,1.0,,5.0,False,False,5.0,,,0,0,,158883
51,,5.0,ECON201,Why is easy considered better&#63; You prefer not learning anything&#63;,False,2003-03-06 18:53:30,1.0,,3.0,False,False,4.0,,,0,0,,158883
52,,5.0,ECON201,No Comments,False,2003-03-06 05:21:17,3.0,,5.0,False,False,5.0,,,0,0,,158883
53,,4.0,ECON,No Comments,False,2003-03-06 00:45:44,1.0,,5.0,False,False,5.0,,,0,0,,158883
54,,4.0,ECON205,No Comments,False,2003-03-06 00:14:35,5.0,,4.0,False,False,4.0,,,0,0,,158883
55,,3.0,ECON201,No Comments,False,2003-03-05 23:40:38,1.0,,4.0,False,False,4.0,,,0,0,,158883
56,,3.0,ECON201,No Comments,False,2003-03-05 22:59:49,1.0,,4.0,False,False,4.0,,,0,0,,158883
57,,4.0,ECON201,No Comments,False,2003-03-05 22:27:50,3.0,,5.0,False,False,5.0,,,0,0,,158883
58,,4.0,ECON,Very helpful,False,2003-03-05 21:30:42,4.0,,5.0,False,False,5.0,,,0,0,,158883
59,,1.0,ECON308,No Comments,False,2003-03-05 16:46:07,4.0,,2.0,False,False,2.0,,,0,0,,158883
60,,4.0,ECON201,No Comments,False,2003-03-05 13:10:05,3.0,,5.0,False,False,5.0,,,0,0,,158883
61,non mandatory,5.0,PSYCH327,Have no idea where the negative comments came from....,False,2021-04-07 13:18:40,3.0,A,5.0,True,False,5.0,,5.0,0,0,1.0,160049
62,non mandatory,5.0,C14,"Dr. Bailey is a very nice professor and seems intent on helping his student succeed by being accessible, providing many resources, and explaining concepts thoroughly. His Intro to Stats class (taken online) was actually really enjoyable and interesting! He easily breaks down topics so they are more digestible, and makes it easy to do well.",False,2020-11-22 00:29:05,3.0,A,5.0,True,False,5.0,Accessible outside class--Hilarious--Caring,5.0,0,1,1.0,160049
63,mandatory,2.0,PSYCH437,"No chance to truly test if you understand the material, you find out with the final but then it is too late to try to fix what you don't truly know. Homeworks do not match what to expect from the final.",False,2017-01-18 02:03:00,4.0,B+,2.0,True,False,2.0,Tough Grader--Skip class? You won't pass.--LECTURE HEAVY,5.0,1,2,0.0,160049
64,,2.0,HUMANSEX,No Comments,False,2006-01-05 02:49:13,3.0,,2.0,False,False,2.0,,,1,0,,160049
65,,4.0,PSYCHOFSEX,One of the most interesting classes I took at NU.,False,2005-09-27 23:13:40,2.0,,3.0,False,False,4.0,,,2,1,,160049
66,,1.0,PSYCHOLOGY101,No Comments,False,2005-09-27 18:15:26,3.0,,1.0,False,False,1.0,,,1,0,,160049
67,N,5.0,HUMANSEXUALITY,"Love him or hate him, Bailey is a good scientist, and he's not afraid to take a stance based on research rather than politics. Even though I found some of his attitudes...surprising, he based them in well designed research. And he's a heck of a nice guy. He does sometimes throw some tricky wording into his test questions, through. Watch out.",False,2005-09-23 12:31:45,4.0,B+,5.0,False,False,5.0,,,1,2,,160049
68,,5.0,HUMANSEXUALITY,"Mike is fun and quite interestesting, take his class",False,2005-09-02 15:23:40,4.0,,5.0,False,False,5.0,,,0,1,,160049
69,,4.0,HUMANSEX,"He's not a bad guy, don't believe the hype. He takes the time to make sure his students learn.",False,2005-09-01 01:33:54,2.0,,4.0,False,False,4.0,,,1,1,,160049
70,,2.0,HUMANSEX,"Bailey really sucks....his research is biased and not conducted correctly, yet he makes assumptions that would imply he has a large n and no biases....really terrible prof. Don't take his class!!!!!",False,2005-08-30 23:57:16,3.0,,1.0,False,False,2.0,,,1,1,,160049
71,,3.0,PSYCH,Hated being a lab rat for the department as part of the introduction to psych class.  Found it unethical.,False,2005-08-29 16:28:15,3.0,,3.0,False,False,3.0,,,0,0,,160049
72,,5.0,PSY327,"Professor Bailey explained the content of the mateiral clearly and had his best interet in all students to benefit from the class. It involves hard work, reading textbook and showing up to class daily. His class is interesting and at the same time can be fun learning new mateiral. It's a fun experie",False,2005-05-11 09:16:35,1.0,,5.0,False,False,5.0,,,0,1,,160049
73,,1.0,PSYCH327,"A horrible, unethical teacher. It's a shame he's so popular...but when you have incredibly easy to cheat on tests, then that is no surprise.",False,2005-05-06 01:00:42,1.0,,1.0,False,False,1.0,,,2,0,,160049
74,N,3.0,PSYCH,cool guy,False,2005-04-19 17:02:37,3.0,,3.0,False,False,3.0,,,0,0,,160049
75,,2.0,HUMANSEX,sux,False,2004-10-28 16:36:47,1.0,,1.0,False,False,2.0,,,1,0,,160049
76,,4.0,PSYCH,Bailey is a fantastic prof. His class is enjoyable and he's always willing to meet outside of class time to help.,False,2004-09-23 09:00:39,3.0,,5.0,False,False,5.0,,,0,0,,160049
77,,2.0,C14,Plays favorites big time. Pushes his own research and doesn't answer questions satisfactorily.,False,2004-08-10 13:50:56,2.0,,2.0,False,False,2.0,,,0,0,,160049
78,,1.0,PSYCH,Not a decent person outside the classroom.,False,2004-07-31 11:30:50,5.0,,1.0,False,False,1.0,,,1,0,,160049
79,,1.0,ENG,not fun at all.,False,2003-11-14 17:39:56,5.0,,1.0,False,False,1.0,,,1,0,,160049
80,,2.0,PS327,No Comments,False,2003-10-22 16:28:43,1.0,,2.0,False,False,2.0,,,1,0,,160049
81,,1.0,PSYCH,No Comments,False,2003-08-04 12:14:55,1.0,,1.0,False,False,1.0,,,0,0,,160049
82,,4.0,INTRO,"Good times, entertaining & you learn a lot.  I dig Bailey.",False,2003-07-31 10:17:34,2.0,,4.0,False,False,4.0,,,0,0,,160049
83,,5.0,PSYCH,No Comments,False,2003-03-09 19:47:24,2.0,,4.0,False,False,5.0,,,0,0,,160049
84,,3.0,PSYCH337,this class is ridiculously easy but kinda stupid.  too much entertainment.  not enough learning.  though worth it if you want to see ****,False,2003-03-08 20:31:45,1.0,,3.0,False,False,3.0,,,0,0,,160049
85,,5.0,PSYCH337,This class is so much fun!!!,False,2003-03-06 21:07:18,2.0,,5.0,False,False,5.0,,,0,0,,160049
86,,3.0,PSYCH327,No Comments,False,2003-03-06 05:19:38,2.0,,2.0,False,False,3.0,,,0,0,,160049
87,,2.0,ORGO,Have heard the other orgo profs are better. I would avoid him and take the others if you get the chance. Too much ego.,False,2013-04-03 21:35:20,4.0,,2.0,False,False,2.0,,4.0,0,1,,117690
88,,3.0,CHEM210,He sometimes teaches rather quickly so i found it helpful to red teh book.  I would recommend reading ahead because the quizes he gives are pretty tough.,False,2012-11-21 10:38:08,4.0,,4.0,False,False,4.0,,5.0,0,0,,117690
89,,4.0,CHEM210,"One of the best science courses I have ever taken.  Coddens can be intimidating, but he means well and makes himself available outside of class.  You definitely have to stay on top of the material or this class will seem harder than it is.  I couldn't imagine learning organic chemistry from any other professor.",False,2012-03-28 15:19:16,5.0,,5.0,False,False,5.0,,5.0,0,0,,117690
90,,4.0,CHEM201,"He's really tough, without knowing him well, you would think his midterms are WTF-ly unpredictable. BUT, he's really willing to help his students and do not give you the COLD stare if you start talking to him. He's awesome, I swear, take orgo with him and you feel like you are genius when you get out of his class throughout the year.",False,2010-06-27 07:47:59,5.0,,5.0,False,False,5.0,,5.0,0,0,,117690
91,,4.0,CHEM210,"Coddens is a tough professor, but if you take the time to see him during office hours, he is very nice and helpful.  Approaching him aggressively will not work in your favor.",False,2010-06-14 16:11:09,5.0,,5.0,False,False,5.0,,5.0,0,0,,117690
92,,2.0,ORG203,Unhelpful. Rude. I feel sorry for him.  It's such a shame when students really want to learn and he turns his back on cultivating &quot;our future&quot;.,False,2010-05-02 20:38:17,5.0,,1.0,False,False,2.0,,2.0,0,0,,117690
93,,1.0,CHEM210,"DO NOT TAKE CODDENS EVER!!! His test are unbelievable. Not sure why he is a professor at Northwestern. He was so rude that I cried several times in his office because of his insults. This man has no business being a teacher, he doesn't care about his students. As long as Coddens is still a professor, I will not donate a dime to the university.",False,2010-03-31 13:58:05,5.0,,1.0,False,False,1.0,,1.0,1,0,,117690
94,,5.0,CHEM101,Best. Teacher. EVAH!,False,2010-03-09 12:49:44,3.0,,5.0,False,False,5.0,,3.0,0,0,,117690
95,,1.0,CHEM201,Makes the material hard for the sake of being hard.  Horrible teacher.  Unwilling to help students. take anyone but him!!,False,2009-03-25 21:33:54,5.0,,1.0,False,False,1.0,,1.0,0,0,,117690
96,,2.0,CHEM210,just terrible,False,2008-12-30 13:01:34,5.0,,1.0,False,False,2.0,,3.0,0,0,,117690
97,,2.0,CHEM210,"Dr. Coddens is absolutely the WORST professor I have ever had. Avoid at all costs. He is rude, disrespectful, and unhelpful. He does not care about his students success in his course or in life. He is constantly degrading students for not knowing the answers to questions. If you go to his office hours, he acts like you are wasting his time. BAD",False,2008-02-20 12:19:50,5.0,,1.0,False,False,2.0,,5.0,0,0,,117690
98,,2.0,ORGO210,Inexplicably difficult tests,False,2007-12-16 05:30:04,5.0,,3.0,False,False,3.0,,5.0,0,0,,117690
99,,1.0,CHEM210,"Dr. Coddens doesn't really care if you understand orgo or not, he just likes to prove how much he really knows. He is absolutely terrible and what's worse, he is the Dean of the Department of Chemistry!",False,2007-03-28 15:01:20,5.0,,1.0,False,False,1.0,,5.0,0,0,,117690
100,,1.0,ORGO,Dude acts like he will help you but will SCREW YOU.,False,2006-01-12 22:16:50,5.0,,1.0,False,False,1.0,,,0,0,,117690
101,,2.0,ORGO,No Comments,False,2004-12-29 16:54:58,4.0,,2.0,False,False,2.0,,,0,0,,117690
102,,2.0,CHM101,"I graduated years ago, and I still hate him.  Don't take his class.",False,2004-10-11 16:47:48,5.0,,1.0,False,False,2.0,,,0,0,,117690
103,,5.0,ORGANIC,"Dr. Coddens is a fantastic professor -- if you take the time to get to know him. Once the students not really committed to the class are weeded out, he takes a genuine interest in the remaining students. Go to his office hours -- it is absolutely worth it",False,2003-11-14 20:57:47,4.0,,5.0,False,False,5.0,,,0,0,,117690
104,,4.0,CHEM210,"He will be INCREDIBLY tough, but you will learn the material. If you're pre-med you'll be glad you went through this class.  He teaches the toughest stuff and lets you learn from the book on your own.  If you go to his office hours, he's really helpful",False,2003-03-12 15:38:52,5.0,,4.0,False,False,4.0,,,0,0,,117690
105,,1.0,CHEM210,harddd and mean,False,2003-03-09 17:48:35,5.0,,1.0,False,False,1.0,,,0,0,,117690
106,,1.0,CHEM210,No Comments,False,2003-03-08 12:12:40,5.0,,1.0,False,False,1.0,,,0,0,,117690
107,,5.0,210123,"one of the best profs - seriously, it all changes when you see him in a cow costume!",False,2003-03-06 00:01:03,4.0,,5.0,False,False,5.0,,,0,0,,117690
108,,1.0,CHEM2101,No Comments,False,2003-03-05 23:50:37,5.0,,3.0,False,False,2.0,,,0,0,,117690
109,,1.0,CHEM210,sucks...worst prof ever,False,2003-03-05 13:40:51,5.0,,1.0,False,False,1.0,,,0,0,,117690
110,,5.0,CHEM2101,No Comments,False,2003-03-05 12:18:55,1.0,,5.0,False,False,5.0,,,0,0,,117690
111,,3.0,CHEM210,No Comments,False,2003-02-18 00:56:49,5.0,,4.0,False,False,4.0,,,0,0,,117690
112,mandatory,5.0,JOUR370,He's leaving!! Craig is one of the best professors at NU-Q. Hes an awesome teacher and I really enjoyed his class.  He's also cool guy. Students will be talking about him for a long time. ,False,2024-05-07 11:48:51,3.0,A-,5.0,True,False,5.0,,-1.0,0,0,1.0,158767
113,non mandatory,5.0,JOUR370,"I love him. One of my favourite professors from Northwestern. He's smart, outspoken, helpful, everything positive you can think of. Truly wonderful and you can learn A LOT from him!",False,2018-11-06 05:03:25,4.0,A-,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,0,0,1.0,158767
114,non mandatory,5.0,JOUR370,"I took jour 370 with LaMay and it was my favorite class I've taken at Medill. Unlike a lot of Medill professors who are self-righteous and preachy about journalism ethics, LaMay kept it real. He started out the class saying in his opinion this should be called media law since media ethics don't really exist. Going to class unnecessary but fun.",False,2017-11-11 23:07:21,3.0,B+,5.0,True,False,5.0,Respected--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,0.0,1,0,1.0,158767
115,non mandatory,5.0,LAW370,"I love him. He is great, interesting to listen too and also talk to. And he's super attractive which is a bonus.",False,2017-10-11 09:03:17,4.0,Not sure yet,5.0,True,False,5.0,Gives good feedback--Respected--Get ready to read,0.0,0,0,1.0,158767
116,,4.0,MSA400,"Craig is different. He can be really intense and he can also be the most easy going man in the world. Either way, he's memorable.",False,2013-10-30 13:29:26,3.0,,3.0,False,False,4.0,,1.0,0,1,,158767
117,,4.0,JOUR20,"Beautiful, amazing man.",False,2012-12-18 21:24:29,4.0,,4.0,False,False,4.0,,1.0,0,1,,158767
118,,5.0,JOUR401,"Lamay keeps it real.  Ridiculously smart, a great speaker, completely approachable in and out of class. great guy.",False,2012-02-29 16:30:58,3.0,,5.0,False,False,5.0,,1.0,0,1,,158767
119,,5.0,JOUR390,"Great lecturer. Not necessary to pay attention, but he is very interesting, so why not&#63;",False,2011-12-05 18:44:12,2.0,,3.0,False,False,4.0,,3.0,0,2,,158767
120,,5.0,JOUR400,Craig is one of a kind.,False,2011-09-12 23:03:25,4.0,,5.0,False,False,5.0,,1.0,0,1,,158767
121,,5.0,JOUR401,wonderful teacher.,False,2011-04-20 23:42:49,4.0,,5.0,False,False,5.0,,1.0,0,1,,158767
122,,4.0,JOUR370,"Lamay is easy going but also intense. It's what makes him such a good teacher, and such an attractive man.",False,2010-07-29 14:17:53,4.0,,5.0,False,False,5.0,,1.0,0,0,,158767
123,,4.0,JOUR370,"he's a great speaker, but he's best one on one. remembers what it's like to be young. self deprecating but one of the smartest profs i had at nu.",False,2010-07-24 21:50:24,3.0,,5.0,False,False,5.0,,1.0,0,1,,158767
124,,4.0,JOUR301,"Extremely intelligent, down to earth and understanding. One of my fave NU professors, seriously.",False,2010-06-24 00:26:33,3.0,,5.0,False,False,5.0,,1.0,0,0,,158767
125,,5.0,LAW26,"I had Lamay years ago and he was the best Medill prof then, intellectually one of the best I had at Nu and also one of the nicest. I use what he taught me everyday.",False,2010-04-06 18:31:00,4.0,,5.0,False,False,5.0,,1.0,0,0,,158767
126,,5.0,JOUR370,"The nicest, smartest, hottest professor ever. One of the best I had at NU.",False,2009-07-21 22:28:31,4.0,,5.0,False,False,5.0,,1.0,0,0,,158767
127,,5.0,JOURN400,My FAVORITE Northwestern professor ever!,False,2008-11-21 17:24:58,4.0,,5.0,False,False,5.0,,2.0,0,0,,158767
128,,5.0,JOUR401,"A very nice, very modest amd very smart man. never met anyone like him.",False,2008-10-14 14:06:28,3.0,,5.0,False,False,5.0,,1.0,0,0,,158767
129,,5.0,JOUR370,"A really smart man who stands for what Medill is at its best. No one like him. And yes, he's really good looking in a rough around the edges kind of way.",False,2008-06-23 20:14:07,4.0,,5.0,False,False,5.0,,1.0,0,0,,158767
130,,5.0,JRN400,Craig LaMay is what every man should aspire to be. His classes are the bomb and his older son is REALLY good looking. Def take a class with this guy!,False,2008-06-08 23:21:39,3.0,,5.0,False,False,5.0,,3.0,0,0,,158767
131,,5.0,LAW401,"I took his class years ago before going to work for a major metro paper. I have used everything he taught me and continue to respect him tremendously. One of the best teachers I ever had, undergrad and grad. He is so amazingly smart and well respected, yet utterly humble and approachable.",False,2007-12-17 01:21:44,4.0,,5.0,False,False,5.0,,2.0,0,0,,158767
132,,5.0,LANDEGLOB,"This guy is famous. great teacher, greater human beiing.",False,2007-05-03 10:40:54,4.0,,5.0,False,False,5.0,,1.0,0,0,,158767
