index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
13,,5.0,OCW1801,"I have been taking his MIT online courses in China for quite a bit of time already. He is the best teacher I have ever had. He has great lectures and makes everything easy to understand. He gives great examples of problems to make sure everyone understands. If you're looking for a strong basis in math, go take his courses!",False,2019-01-27 06:20:48,4.0,Audit/No Grade,5.0,False,True,5.0,Inspirational--Amazing lectures--Caring,5.0,0,18,1.0,103718
14,non mandatory,5.0,OCW1801,"I took the online course on single variable calculus and was so impressed with his teaching. All my life I've hated math but he made me fall in love with calculus, he made it appear so easy and intuitive. He is an exceptional professor.",False,2017-06-15 09:11:18,3.0,,5.0,False,True,5.0,Respected--Inspirational--Amazing lectures,0.0,0,17,1.0,103718
15,non mandatory,3.0,MATH1803,"Math 18.03 Differential Equations is a very beautiful class . The course use a lot of examples from Engineering, Physics, and other Sciences.  The Professor is great , he teach you to see beyond Differential Equations. The class is the most hard math requirement for an Engineering student, but is very interesting.",False,2017-05-16 13:18:44,4.0,A+,3.0,True,False,3.0,Respected--Inspirational--TEST HEAVY,5.0,0,7,1.0,103718
16,mandatory,4.0,MATH1801,Math 18.01 is the first Calculus course at Massachusetts Institute of Technology. Covers All topics in Differentiation and Integration . The Professor explains well and Calculus is hard for so much people. Great Professor,False,2017-05-06 10:53:22,4.0,A,4.0,True,False,4.0,Tough Grader--LOTS OF HOMEWORK--TEST HEAVY,5.0,4,5,1.0,103718
17,mandatory,2.0,MAT1801,"Professor David Jerison at Massachussetts Institute of Technology is not the kind of Professor that you want to take Calculus. Math 18.01 Calculus I is pretty heavy , because covers Differentiation and Integration in one semester. You have to read Simmons Book and lecture notes are more worth it that going to class.",False,2016-09-12 14:09:44,4.0,Rather not say,2.0,True,False,2.0,Tough Grader--TEST HEAVY--LECTURE HEAVY,5.0,23,10,0.0,103718
18,non mandatory,2.0,MATH1801,"MIT Professor David Jerison for Math 18.01 is a bad choice. He explains very confusing with silly examples and very hard problems on the exam . You learn very few , the lectures notes and the book are better than the class . My friend Stacy take this class with other Professor and She learn so much that me in Fall 2006 .",False,2016-09-12 12:51:18,4.0,C-,2.0,True,False,2.0,Tough Grader--Skip class? You won't pass.--TEST HEAVY,5.0,34,10,0.0,103718
19,non mandatory,3.0,CALCULUS1801,Makes everything more complicated than it should be.,False,2016-09-01 19:55:17,5.0,,3.0,True,False,3.0,,5.0,6,3,0.0,103718
20,mandatory,5.0,CAL18,good,False,2016-07-06 02:13:39,3.0,A+,5.0,True,False,5.0,,5.0,3,4,1.0,103718
21,non mandatory,5.0,CALC1801,Very good explanations and an obvious passion about Mathematics.,False,2016-06-07 16:30:51,3.0,,5.0,False,False,5.0,,0.0,4,9,1.0,103718
22,,5.0,CALC1801,He is awesome,False,2016-04-26 16:28:07,1.0,,5.0,False,False,5.0,,0.0,4,3,,103718
23,mandatory,2.0,MATH1803,First time that i Take Math 18.03 Differential Equations was with Professor David Jerison. He explain The material but are enough simple in comparison of Its exams . You have to use The Book to understand.,False,2016-04-16 16:45:13,4.0,B-,3.0,True,False,3.0,,4.0,7,9,,103718
24,,2.0,18011X,His explanations aren't as clear as I expect them to be,False,2016-04-16 12:23:23,3.0,,2.0,False,False,2.0,,4.0,7,35,,103718
25,non mandatory,2.0,M1803,"He is a nice Proffessor very Clever but difficult to understand sometimes . Differential Equations ( Math 18.03 is difficult for much people. He Give difficult Exams , but explain a too Easy in the Class and that dont help",False,2016-03-29 22:46:30,4.0,C,3.0,True,False,3.0,,1.0,6,6,,103718
26,,4.0,18011X,perfect prof for calculus  helped me so much   :),False,2015-06-28 14:15:00,2.0,,4.0,False,True,4.0,,1.0,5,4,,103718
27,non mandatory,2.0,1803,Did not like him. Tried to make many awful jokes. Can be confusing. ,False,2015-06-15 12:55:09,4.0,C,3.0,True,False,3.0,,1.0,12,1,,103718
28,non mandatory,2.0,1803,"Hated the way Jerison taught 18.03, difficult to follow lectures that weren't nearly as good as the MITx notes and unhelpful (and rather cold) when approached with questions.",False,2015-06-10 14:30:13,4.0,B,1.0,True,False,2.0,,1.0,7,5,,103718
29,,5.0,MAT212,"I used his MIT OCW course to pass ""The Filter"" of my university, Calculus II. This professor is awesome and I wish I could take all calculus with him. I did have to work harder than usual to understand his class thoroughly,  then again, this is MIT's class.  As a bonus his jokes are very well timed. Everyone using OCW should be very thankful. ",False,2015-04-22 23:37:38,4.0,,5.0,False,True,5.0,,5.0,8,8,,103718
30,,5.0,COS126,"He's amazing professor. i've learned single variable calculus from him, via mit ocw, and it helped me   a lot",False,2015-02-17 15:40:25,1.0,,5.0,True,False,5.0,,5.0,3,11,,103718
31,,3.0,1801,"As a high school student with no background with calculus, but near-perfect averages in mathematics, this course seems easy for me, but he tries to make it a bit confusing, by joking sometimes. But it seems easy, obviously because of my skill level. ",False,2015-02-06 21:16:04,3.0,,4.0,False,True,4.0,,4.0,54,4,,103718
32,Y,1.0,OCW1801,"The professor seems like a pretty awesome, fun guy but I was really confused while taking his class. I would highly NOT recommend this class for anyone who hasn't had a Calculus background otherwise you will suffer in his class. I'm pretty sure for people with a calc background he's a good teacher to learn it with.",False,2014-06-23 18:29:14,4.0,Drop/Withdrawal,4.0,False,True,3.0,,1.0,10,3,,103718
33,Y,5.0,1801,his lectures stir mathematical thinking.,False,2014-02-13 00:37:46,2.0,,5.0,False,True,5.0,,1.0,3,9,,103718
34,,5.0,CALCULUS1801,i had some knowledge in calculus prior taking this course this guy made that very organised and i fell in love with calculus,False,2014-02-12 00:04:37,1.0,,5.0,False,True,5.0,,4.0,4,5,,103718
35,,5.0,OCW1801,I love this guy.,False,2014-01-19 11:00:07,1.0,B+,4.0,False,True,5.0,,3.0,6,1,,103718
36,,4.0,ECONUA238,very good teacher,False,2013-03-10 13:37:30,1.0,,5.0,False,False,5.0,,5.0,4,2,,103718
37,,5.0,MATH404,This is about his lectures on OCW  - teaches with clarity and makes everything look really simple. I love him!,False,2013-01-12 13:12:49,1.0,,5.0,False,False,5.0,,2.0,2,3,,103718
38,,5.0,MATHS180,he is brilliant,False,2012-11-22 11:20:08,1.0,,5.0,False,False,5.0,,3.0,3,2,,103718
39,,2.0,ECECAL,"skipped many important points, incoherent explanations, few bright ideas.",False,2012-09-10 07:19:23,1.0,,1.0,False,False,2.0,,1.0,8,1,,103718
40,,4.0,OCWA,This prof is amazing. For all the guys who said he wasn't you were not paying attention or perhaps you didn't understand. He teaches many intricacies that you won't find others taking up.,False,2012-02-02 02:12:03,2.0,,5.0,False,False,5.0,,4.0,6,7,,103718
41,,5.0,OCW1801,"I don't know why this guy has bad reviews. I watched his lectures online for my Calculus I class, and he makes everything amazingly clear. It's as though he's a walking mathematics textbook.",False,2011-12-20 19:47:23,2.0,,5.0,False,False,5.0,,1.0,2,7,,103718
42,,2.0,MATH1801,(Based on the online course) Not sure how this professor ended up teaching at MIT. His lectures are very disorganized and he skips over many topics. I tried using this as a supplement to a Calculus course I was taking at a community college and found my CC professor to me much more thorough and clear. This guy is not the caliber of a Walter Lewin.,False,2011-11-01 03:26:19,4.0,,2.0,False,False,2.0,,5.0,22,1,,103718
43,,5.0,MAT1801,...,False,2011-07-19 19:15:37,1.0,,5.0,False,False,5.0,,5.0,2,1,,103718
44,,2.0,CALC18,"Check out the MIT OCW course &quot;Calculus Revisited&quot; for a masterfully prepared and well-thought-out presentation of most of this same material. I do not doubt his own personal math abilities as demonstrated in the lectures, but his teaching style almost assumes prior mastery of the subject. He unnecessarily complicates and obscures calculus' beauty.",False,2011-03-05 13:43:55,4.0,,3.0,False,False,3.0,,3.0,3,3,,103718
45,,5.0,OCW1801,"I follow him on webcast. The best teacher I've seen. But, you have to pay attention. Everything he says is important.",False,2011-01-12 05:06:13,2.0,,5.0,False,False,5.0,,5.0,0,1,,103718
46,,5.0,MATH1801,He is so professional that it's a bliss to have him teach ppl.Such a extraordinary prof. P.S.: He is so cute,False,2011-01-08 16:22:46,2.0,,5.0,False,False,5.0,,2.0,0,2,,103718
47,,5.0,MATH1801,watching his lectures. really good. claryfies everything.,False,2010-11-10 13:48:30,1.0,,5.0,False,False,5.0,,2.0,0,1,,103718
48,,5.0,HIST101,"explains clearly enough for someone who just starts learning calculus, and tries very hard to explain every complicated part. He's a good and sincere professor leading freshes to calculus.",False,2010-10-30 13:21:42,2.0,,4.0,False,False,5.0,,4.0,0,0,,103718
49,,5.0,MATH1801,"This prof teaches for people who understand math and can fill in the blanks themselves.  It is great for smart people, hard for other others, but then again MIT is for the smartest students.",False,2010-10-10 13:20:24,3.0,,5.0,False,False,5.0,,3.0,1,3,,103718
50,,5.0,CALCAL,Great,False,2010-09-29 04:43:04,1.0,,5.0,False,False,5.0,,5.0,0,1,,103718
51,,3.0,CALCA,Watching him on OCW. Funny thing is I have taken Calc before and found it simple but if I were learning it for first time with this prof I would be so confused. He gives very little explanation of actual concepts. Gives examples of context but not concepts haha.,False,2010-08-08 13:24:22,3.0,,3.0,False,False,3.0,,3.0,1,1,,103718
52,,5.0,ACCTA2,the best prof at MIT,False,2010-06-11 07:34:49,1.0,,5.0,False,False,5.0,,5.0,0,0,,103718
53,,2.0,CAL18,"The guy obviously knows his stuff and assumes everyone else in the room should find the material as easy as him. Lecturer yes, teacher no.",False,2010-04-25 23:53:10,4.0,,2.0,False,False,2.0,,3.0,0,1,,103718
54,,5.0,AVGABC,Thank you for the lectures in single variable calculus,False,2010-02-06 05:54:28,1.0,,5.0,False,False,5.0,,1.0,0,0,,103718
55,,5.0,MAT18,Very good teacher. Watching him on OCW,False,2009-10-18 16:12:23,1.0,,5.0,False,False,5.0,,5.0,0,0,,103718
56,,5.0,MATH1801,"Finally a math prof who doesn't write out every single step while working out the equations. For non-tech student might be hard to follow, for a EE it is a blast...",False,2009-10-11 09:02:47,1.0,,4.0,False,False,5.0,,3.0,0,1,,103718
57,,5.0,ASFG,Very fast and clear in his thinking,False,2009-09-12 14:08:11,1.0,,4.0,False,False,5.0,,3.0,0,0,,103718
58,,1.0,MATH03,He takes you round in circles.,False,2009-06-10 03:24:06,4.0,,1.0,False,False,1.0,,1.0,0,0,,103718
59,,2.0,M1803,His homework questions are not clear at times and at times is unreasonably harsh with the grading. Tries hard to explain things which ought to be easy.,False,2009-05-23 14:17:43,4.0,,3.0,False,False,3.0,,2.0,0,0,,103718
60,,1.0,AA,"He should be teaching at a community college, not MIT.",False,2009-02-21 09:45:56,3.0,,1.0,False,False,1.0,,3.0,2,1,,103718
61,,2.0,MATH18,"I just listened to his mathlecture on the MIT open courseware. After listening to his lectures I felt so stupid because I understood nothing of what he said. I understand how he goes from Step a to b to c and then to d, but then I lost the entire picture how a can go to d. I guess he can improve by focusing on elaborating on the whole picture more.",False,2009-01-03 13:09:38,3.0,,4.0,False,False,3.0,,3.0,2,0,,103718
62,,1.0,AA,Realy bad,False,2008-09-01 11:13:15,5.0,,1.0,False,False,1.0,,1.0,0,1,,103718
63,,5.0,CALCU1,999999,False,2008-04-01 16:07:10,4.0,,5.0,False,False,5.0,,4.0,2,0,,103718
64,,5.0,CALC1801,"Awesome professor - explained everything really clearly and obviously knew what he was doing.  Used lots of helpful examples and connections, which made concepts a lot more understandable.",False,2006-12-19 09:55:36,3.0,,5.0,False,False,5.0,,2.0,0,1,,103718
65,,3.0,1802,He was very helpful even though I didn't understand the material and had to drop the class.  I wish I had been able to keep up.,False,2003-09-08 22:24:18,4.0,,5.0,False,False,4.0,,,0,0,,103718
66,,3.0,1802,It's visible that he's trying very hard to teach us the material in a clear manner and does get better as he goes along.  A lot of potential to become a good professor.  Props for his efforts.,False,2003-06-10 17:01:51,3.0,,5.0,False,False,4.0,,,1,1,,103718
67,,3.0,1802,No Comments,False,2003-06-05 01:39:54,5.0,,3.0,False,False,3.0,,,0,0,,103718
68,,3.0,1802,"Goes very quickly, and is not well organized. Fills up about 20 boards each lecture. Some days the lectures were much clearer. I think he is just early in his teaching career and still has some tricks to learn. Will likely improve with time. TONS of work.",False,2003-02-28 23:19:37,5.0,,3.0,False,False,3.0,,,1,0,,103718
69,,2.0,1802,Evil,False,2003-02-13 19:56:34,5.0,,1.0,False,False,2.0,,,0,0,,103718
70,,5.0,1802,Damned Sexy prof,False,2002-12-20 01:45:28,1.0,,5.0,False,False,5.0,,,0,0,,103718
71,non mandatory,5.0,16391,Prof. Win's teaching is clear and articulate. The subject covers the highlights of statistics and emphasizes precise statistical thinking. This is achieved while also ensuring that the course is accessible to all students in AeroAstro (and beyond). Prof. Win helps bring up to speed (outside of class) those students who lack necessary background.,False,2023-12-17 20:53:12,4.0,A+,5.0,True,False,5.0,Amazing lectures --Inspirational--Accessible outside class,3.0,0,0,1.0,1187925
72,mandatory,5.0,16391,"Lectures are focused on only what will be relevant for your career, regardless of your focus. He keeps things quite light and interesting by adding lots of personal anecdotes. The grading is very fair. Homework takes quite a bit of time, but the TA will help. Extensions granted as needed. Excellent prof. who really cares about you learning.",False,2022-12-14 21:49:20,2.0,A,5.0,True,False,5.0,EXTRA CREDIT--Inspirational--Hilarious,3.0,0,0,1.0,1187925
73,non mandatory,5.0,16391,"Prof Win was one of the most charming professors I've ever had. He had a huge depth of knowledge about the subject matter but also was happy to share jokes and anecdotes about his life. I wish the lectures had more examples and that he connected work more directly to practical applications (other than just ""finding the missile"")",False,2022-12-14 21:11:04,3.0,Not sure yet,5.0,True,False,5.0,Inspirational--Lots of homework--Lecture heavy,3.0,0,0,1.0,1187925
74,non mandatory,5.0,16391,"Prof Win is a compassionate and intelligent teacher. Prof Win makes the subject engaging by connecting the content to his life experiences and making lots of jokes! Most importantly, Prof Win takes the time to answer each and every question and makes sure that everyone is following the material rather than blazing on like most other MIT professors.",False,2022-12-13 06:14:16,2.0,Not sure yet,5.0,True,False,5.0,Amazing lectures --Gives good feedback--Caring,3.0,0,0,1.0,1187925
75,non mandatory,5.0,16S399,W teachers,False,2022-08-17 22:48:36,3.0,B+,5.0,True,False,5.0,Get ready to read--Amazing lectures --Gives good feedback,3.0,0,0,1.0,1187925
76,mandatory,4.0,EECS434,nice teaching,False,2022-06-19 16:16:48,3.0,B+,4.0,False,False,4.0,Tough grader--Participation matters--Inspirational,3.0,0,0,1.0,1187925
77,,5.0,16393,"In this course, Prof. Win taught classics as well as recent breakthroughs in communication and localization theories. The course is well organized, and the major notions and theorems are clearly presented. Prof. Win also interleaved the course materials with his own research experience and visions, which are quite insightful and inspirational.",False,2022-05-12 17:59:05,3.0,,5.0,True,False,5.0,Amazing lectures --Inspirational--Accessible outside class,,0,0,1.0,1187925
78,mandatory,5.0,16393,"Great professor, great class, very interesting lectures and minimal workload, learned a lot, would definitely recommend!",False,2022-05-09 22:55:19,1.0,Not sure yet,5.0,True,False,5.0,,3.0,0,0,1.0,1187925
79,non mandatory,4.0,AA391,He is an amazing professor,False,2022-01-06 13:14:26,3.0,A-,4.0,True,False,4.0,Gives good feedback--Inspirational,5.0,0,0,1.0,1187925
80,non mandatory,4.0,AA391,yes,False,2022-01-06 13:13:30,3.0,A-,4.0,True,False,4.0,Gives good feedback,5.0,0,0,1.0,1187925
81,non mandatory,5.0,6.434,Simply the best!,False,2021-12-17 03:27:43,3.0,A+,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,5.0,0,0,1.0,1187925
82,mandatory,5.0,6.434,The lectures are very chill and interesting to listen to since Prof. Win would sometimes like to share his stories to us when they come to his mind. The pace of the lecture is just right and he always tries to make sure he does not rush through the material.,False,2021-12-14 05:47:07,3.0,Not sure yet,5.0,True,False,5.0,Accessible outside class--Amazing lectures--Caring,5.0,0,0,1.0,1187925
83,mandatory,5.0,6.434,Dr. Win actually takes the time to talk to students after class and explain concepts we did not necessarily understand during the lecture. He obviously cares about his students!,False,2020-12-03 04:19:48,4.0,Not sure yet,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,5.0,0,0,1.0,1187925
84,mandatory,5.0,6.434,"Professor Moe Win strives to ensure that students in his class understand the material sufficiently. He is generous on offering reasonable deadline concessions, which has been invaluable for students studying outside of US time zones.",False,2020-11-02 20:11:12,3.0,Incomplete,5.0,True,True,5.0,Accessible outside class--Participation matters--Inspirational,5.0,0,0,1.0,1187925
85,mandatory,5.0,6.434,Amazing Prof!,False,2020-09-21 17:41:23,4.0,A,5.0,True,False,5.0,Gives good feedback--Amazing lectures--Lecture heavy,5.0,0,0,1.0,1187925
86,mandatory,5.0,16.393,"Even though the topics covered could be complex, Professor Win was able to explain these topics in an easy to digest and concise manner through his in-person and online lectures. He was also passionate about the material and was able to merge theoretical concepts with practical examples which helped solidify the material.",False,2020-05-11 21:18:10,2.0,,5.0,True,False,5.0,Respected--Participation matters--Amazing lectures,0.0,0,0,1.0,1187925
87,,5.0,16.393,"I learned a lot during this course taught by Prof. Win. He gives very clear lectures, both in-person and online. He is always patient and nice!",False,2020-05-11 21:16:48,2.0,,5.0,True,False,5.0,Gives good feedback--Accessible outside class,5.0,0,0,1.0,1187925
88,mandatory,5.0,16.393,"Good class overall! Professor Win is quite interested in the topic, which makes it fun to learn. Even during the COVID-19 pandemic, he found a way to make learning enjoyable. He is always reachable outside of class for questions or comments.",False,2020-05-11 20:15:52,3.0,A,5.0,True,False,5.0,Gives good feedback--Accessible outside class--Lecture heavy,5.0,0,0,1.0,1187925
89,non mandatory,5.0,16.363,Prof. Win delivers his expertise in the field of communication and localization in a rigorously thorough set of lectures. He spares little detail which allows the student to truly explore the fundamental concepts at play in communication and localization systems. This fundamental knowledge is necessary for the development of award-winning research!,False,2020-05-11 20:15:43,2.0,A,5.0,False,False,5.0,Participation matters--Skip class? You won't pass.--Lecture heavy,0.0,0,0,1.0,1187925
90,non mandatory,5.0,6.434,Prof. Moe Win is the best. He tries his best to not only teach us the theories but also tell us how to apply them in our research. He is also such a caring and humorous person that you will find your learning experience quite enjoyable. And please sit at the first row during the lecture so he can have the chance to give you chocolates!!!,False,2019-12-12 17:11:51,4.0,,5.0,True,False,5.0,Accessible outside class--Hilarious--Caring,5.0,0,0,1.0,1187925
91,mandatory,5.0,6.434,Excellent professor!,False,2019-12-12 04:20:01,4.0,,5.0,True,False,5.0,,5.0,0,0,1.0,1187925
92,non mandatory,5.0,6.434,Prof. Win is one of the best prof I ever had,False,2019-11-20 03:55:29,4.0,Not sure yet,5.0,True,False,5.0,Respected--Accessible outside class--Amazing lectures,5.0,0,0,1.0,1187925
93,mandatory,4.0,16.393,"I think if there are lecture notes, it will be better to review and form a more systematic view of the content of this course.",False,2019-05-15 00:27:04,3.0,,4.0,True,False,4.0,Respected--Inspirational--Caring,0.0,0,0,1.0,1187925
94,mandatory,5.0,16.393,Prof. Win is a great professor. The lecture covers not only wide topics of communication theory but also interesting scientific histories.,False,2019-05-14 19:55:47,2.0,,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,1187925
95,non mandatory,5.0,AA391,The class made me realize how deep communication theory is.,False,2019-05-09 00:49:43,3.0,,5.0,True,False,5.0,Gives good feedback--Respected--Amazing lectures,0.0,0,0,1.0,1187925
96,mandatory,5.0,16.393,"The lectures cover topics of communication and localization in a rigorous, yet informative manner.",False,2019-05-07 15:17:07,2.0,Not sure yet,5.0,True,False,5.0,Accessible outside class--Participation matters--Skip class? You won't pass.,0.0,0,0,1.0,1187925
97,non mandatory,5.0,16.393,"Prof. Win is a great teacher. He explains the contents in a clear and insightful way. Besides the knowledge, he also focused on the methodology and philosophy behind the solution. I've been benefited a lot in his class.",False,2019-05-06 22:37:02,3.0,,5.0,True,False,5.0,Gives good feedback--Amazing lectures,5.0,0,2,1.0,1187925
98,non mandatory,5.0,6.434,"I learned a lot useful things from statistics course taught by Prof. Win. He gives very clear lectures, and he is always nice and patient when we interact after class and during office hours. Another thing worth mentioning is that I get a lot of inspiration and encouragement from his own research experience in industry and academia he shared.",False,2018-12-28 01:00:34,3.0,,5.0,True,False,5.0,Gives good feedback--Respected--Amazing lectures,5.0,0,1,1.0,1187925
99,non mandatory,5.0,16.391,"His lectures were very clear, thorough, and balanced among giving students a good sense of theory and fundamentals, real-life applications of topics, and examples of how to solve problems. And all the TAs are very patient and helpful. I would highly recommend take a class of this professor.",False,2018-12-24 18:26:46,2.0,,5.0,True,True,5.0,,5.0,0,2,1.0,1187925
100,,5.0,16.391,"Great professor - really wants to make sure his students understand the material. Will take time during lecture to tell relevant stories - giving a much needed breaks from the dense technical material. He is also not a slave to the syllabus schedule, slowing down the class if it means students will understand the material better.",False,2018-12-14 17:15:06,3.0,A,5.0,True,False,5.0,ACCESSIBLE OUTSIDE CLASS--Hilarious--Caring,5.0,0,1,1.0,1187925
101,non mandatory,5.0,16.391,PROFESSOR WIN IS THE MAN,False,2018-12-14 17:12:11,3.0,,5.0,True,False,5.0,Clear grading criteria--Hilarious--Caring,5.0,0,1,1.0,1187925
102,non mandatory,5.0,6.434,Professor Win is a great teacher. He knows what he is talking about and is able to very clearly convey the material. He is also very understanding and the class has been one of the best that I have taken at MIT.,False,2018-12-05 14:38:17,3.0,,5.0,True,False,5.0,Inspirational--Hilarious--Caring,0.0,0,1,1.0,1187925
103,mandatory,5.0,6.434,He injects life into what is otherwise a very dry subject. The manner which his TAs comnits themselves to his class suggests that he is very well respected and a caring professor.,False,2018-11-07 14:35:21,4.0,Not sure yet,5.0,True,False,5.0,Respected--TEST HEAVY--Caring,5.0,0,0,1.0,1187925
104,non mandatory,5.0,16.393,Prof. Win gave a great lecture. My favorite part is that Prof. Win has introduced many experiences of himself. I think those experiences and suggestions are precious for my future study.,False,2018-05-16 14:00:05,2.0,,5.0,True,False,5.0,Gives good feedback--Inspirational--ACCESSIBLE OUTSIDE CLASS,0.0,1,1,1.0,1187925
105,,5.0,16.393,He is a great professor and explains the contents in a clear and insightful way. All his lectures are very informative and clear.,False,2018-05-16 13:59:25,2.0,,5.0,True,False,5.0,Gives good feedback--Inspirational--Caring,5.0,0,3,1.0,1187925
106,,5.0,6434,"Prof. Win is fantastic. Coming from a non-math/engineering background, I had to work harder than the average student in this class, but Prof. Win did a great job of making the material accessible/intuitive, and offered plenty of help outside of lectures. He genuinely cares about his students, absolutely recommended!",False,2017-12-11 23:14:08,3.0,,5.0,True,False,5.0,Inspirational--Caring--Would take again,5.0,2,0,1.0,1187925
107,,5.0,16.S399,"Great course on communication and localization theory, providing solid illustrations for the application of estimation and detection theory on system design. The materials are well organized.",False,2017-05-21 19:59:15,4.0,,5.0,True,False,5.0,,0.0,0,0,1.0,1187925
108,mandatory,5.0,16.S399,"Professor Moe Win's 16.S399 course had excellent lectures with comprehensive, technical information. I learned an extensive amount about localization theory and digital communication through the lectures and recommended reaching material. Professor Win's courses never disappoint if you are looking to gain greater technical depth!",False,2017-05-18 10:32:22,3.0,Not sure yet,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,0,0,1.0,1187925
109,non mandatory,5.0,16.S399,"This is an excellent course on communication and localization. It covers essential topics in this field, including  modulation theory, spectral analysis, and fundamentals in radar systems, etc. The course is very well organized, and the teaching pace is just right. I learnt a lot from this course.",False,2017-05-17 12:55:48,3.0,,5.0,True,False,5.0,Inspirational--Amazing lectures,0.0,0,0,1.0,1187925
110,,5.0,16.S399,A great lecturer. Inspirational,False,2017-05-16 12:29:33,3.0,,5.0,True,False,5.0,Inspirational,0.0,0,0,1.0,1187925
111,,5.0,6.434,Great Professor. Very organised and accessible outside the class. He is well prepared for his class and some of the proofs he present during class is super clever. Would highly recommend take a class of this professor.,False,2016-12-23 22:17:41,3.0,,5.0,True,False,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,5.0,0,0,1.0,1187925
112,non mandatory,5.0,AA391,"This was a great course for students to learn statistics regardless of their academic major or amount of background with statistics (beginner or some experience). His lectures were very clear, thorough, and balanced among giving students a good sense of theory and fundamentals, real-life applications of topics, and examples of how to solve problems",False,2016-12-13 21:46:42,4.0,,5.0,True,False,5.0,ACCESSIBLE OUTSIDE CLASS--Amazing lectures--Caring,5.0,0,0,1.0,1187925
113,non mandatory,5.0,EECS6434,Great lectures and great personality.,False,2016-12-02 23:11:30,4.0,,5.0,True,False,5.0,Gives good feedback--Inspirational--Amazing lectures,5.0,0,0,1.0,1187925
114,mandatory,5.0,EECS6434,"This class is suitable for the newbie to statistics, the professor really cares to make every student understand the core conceptions in statistics",False,2016-10-24 14:50:14,3.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,5.0,0,0,1.0,1187925
