index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
26,mandatory,5.0,ECON188,"Stephen Ross is one of the most influential professors I've had the privilege to take at UCLA. I feel his course is applicable to all students not just Econ majors, this coming from a biology major, and I hope I can use his skills in my future line of work. His career planning and financial advice was awesome and he was really inspiring.",False,2019-06-17 19:13:21,1.0,,5.0,True,False,5.0,Respected--Amazing lectures--Caring,0.0,0,0,1.0,1576103
27,mandatory,5.0,ECON185,"Very inspirational and very wise. The tips and lessons learned in this class will last a lifetime. It was an honor to sit in Steve's class and to hear him speak. The amount of support and care that he gives to his students to ensure that they succeed is unparalleled to any professor. Truly recommend this course to all majors, it is a life lesson.",False,2019-05-23 16:07:53,1.0,Audit/No Grade,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,0,0,1.0,1576103
28,mandatory,5.0,ECON185,HE IS AMAZING PROFESSOR! Now I can understand why he is the best rated professor among econ department at UCLA. His 11-hour lectures (split into 2 lectures) were so helpful and useful in REAL LIFE. I wish I could learn more about presentation skills from him since he never made me sleep during his lecture which means his presenting skill is AWESOME,False,2019-05-19 23:06:51,1.0,,5.0,True,False,5.0,Gives good feedback--Respected--Amazing lectures,0.0,0,0,1.0,1576103
29,mandatory,5.0,ECON185,Professor Ross offers one of the best classes in the Econ major at UCLA. He teaches real life skills which is rare at UCLA. He truly aims to help everyone enhance their social and networking skills to prepare for interviews and life post-graduation. You only meet twice in the quarter and in that time alone he has an immense positive impact on you.,False,2019-05-18 01:53:40,1.0,,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,0,0,1.0,1576103
30,mandatory,5.0,ECON185,"Professor Ross is AMAZING! He's very genuine &amp; really wants students to succeed by enhancing our pre &amp; post-interview skills. Definitely sign up for the one-on-one meeting sessions cause he'll check your resume and that's VERY valuable. Besides, he's very fun and engaging! Take his class &amp; you won't regret ;)",False,2019-03-01 23:42:12,2.0,,5.0,False,False,5.0,Gives good feedback--Respected--Inspirational,0.0,0,0,1.0,1576103
31,mandatory,5.0,ECON188,Professor Ross is one of those individuals that you meet in college that truly care about their success of each and every one of his students. This class alone taught me more about preparing for the real world than any of my classes these past two years of college. Definitely a must-take for anyone no matter their major!,False,2018-11-15 04:57:24,1.0,,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,1,1,1.0,1576103
32,mandatory,4.0,ECON155,Great class!,False,2018-11-14 12:44:44,3.0,,4.0,True,False,4.0,,5.0,3,0,1.0,1576103
33,mandatory,5.0,ECON188,Professor Ross provides one of the most relevant classes for undergrads. He breaks down in detail what one should be thinking about for one's future post-graduation and how to navigate the professional world and news. I wish this class would be available to everyone. He's just that good of a professor and his lectures are just that relevant.,False,2018-11-11 13:43:54,1.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,0,0,1.0,1576103
34,mandatory,5.0,ECON185,"I was so glad I took Professor Ross class and I definitely gained a lot of value from his class. Professor Ross shared a lot of real world examples related to career paths and his own life wisdoms to us. His lecture is really amazing and inspiring. Now, I had better idea on which career paths I am heading too. Highly recommend his class.",False,2018-11-11 01:47:19,2.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,2,0,1.0,1576103
35,mandatory,5.0,ECON185,"The class is fantastic, and the professor is knowledgeable and willing to help students. His lecture is valuable and precise. Ive gained a wide range of information in class through his experience and real-life examples. I appreciate all of your hard work and thank you for teaching me valuable lessons!",False,2018-11-10 23:25:03,1.0,Audit/No Grade,5.0,True,False,5.0,Gives good feedback--Respected--Amazing lectures,0.0,0,0,1.0,1576103
36,mandatory,5.0,ECON185,"Professor Ross is so down to earth and inspirational. He is very knowledgable yet makes his lectures understandable for anyone, even a psych major who had never taken an econ class ever before! I would 100% recommend this class to any and all majors, loved the class and this professor!!",False,2018-11-10 23:14:21,1.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,1,0,1.0,1576103
37,mandatory,5.0,ECON188,"As an exchange student from Beijing, China, taking this course is definitely an unforgettably wonderful and meaningful experience. The professor not only provides inspirational career guide but also explicitly and concisely explain the important Econ knowledge in an intuitive way. He is such a nice professor!",False,2018-11-10 22:11:26,1.0,,5.0,False,False,5.0,Inspirational--Amazing lectures--Caring,0.0,1,1,1.0,1576103
38,mandatory,5.0,ECON188,"Absolutely amazing professor. He definitely cares about his students, and tries to help them succeed. Really recommend his class. He inspires students and gives them really useful and real world skills.",False,2018-11-10 21:53:02,1.0,A+,5.0,True,False,5.0,Skip class? You won't pass.--Inspirational--Caring,0.0,0,0,1.0,1576103
39,mandatory,5.0,ECON185,Professor Ross genuinely cares for his students and you can tell. His career development class was so helpful and I loved learning from him because he himself was successful (and still is) in his career. He is so engaging and connects every lecture to personal stories.,False,2018-11-10 20:33:23,1.0,A+,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,0,0,1.0,1576103
40,mandatory,5.0,ECON185,"Very caring, nice thoughful and helpful",False,2018-11-10 18:22:10,1.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,0,1,1.0,1576103
41,,5.0,ECON188,He is sarcastic,False,2018-07-01 17:06:21,4.0,Not sure yet,5.0,False,False,5.0,Gives good feedback--Respected--Skip class? You won't pass.,5.0,0,0,1.0,1576103
42,mandatory,5.0,ECON185,Professor Ross wants you to succeed and is an amazingly wholesome and down-to-earth individual. He provides information pertinent to career development during and post college. His personal development story is inspirational as well. Would love to have more homework and class interaction time (he comes up from San Diego on two Saturdays).,False,2018-05-31 18:14:34,1.0,,5.0,True,False,5.0,Respected--Skip class? You won't pass.--Caring,0.0,1,0,1.0,1576103
43,mandatory,5.0,ECON185,"Prof. Ross is one of the best professors Ive had at UCLA. His class is a truly practical &amp; necessary introduction to the world of finance and careers. Ross is a great storyteller so lectures are always entertaining, clear, and concise and cover a variety of topics. I really appreciate the fact that he provides tremendous help to intl. students.",False,2018-05-22 00:10:24,1.0,Audit/No Grade,5.0,True,False,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,0.0,0,3,1.0,1576103
44,mandatory,5.0,ECON188,AMAZING PROFESSOR,False,2018-05-19 18:57:36,1.0,A,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,0,0,1.0,1576103
45,mandatory,5.0,ECON185,"Throughout my college years, this is the most useful class I've ever taken. Professor Ross is very understanding, and he truly wants you to succeed. I felt motivated and inspired at the end of every lecture. Take this class. You will thank yourself later.",False,2018-02-12 02:48:48,1.0,Audit/No Grade,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,0,0,1.0,1576103
46,mandatory,5.0,ECON185,"This is by far one of the most useful and practical classes ever. Prof Ross is great. He has a wealth of experience in how to get a job and succeed in the professional world., like career development Yoda. He will work with you to help you make you into the best that you can be for recruiting. Take it, it truly is an investment in yourself.",False,2018-02-09 22:12:04,1.0,,5.0,True,False,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Caring,0.0,0,0,1.0,1576103
47,mandatory,5.0,ECON185,"Professor Ross' class is one of the most useful single classes that you could take at UCLA. MAKE SURE YOU ENROLL IN IT AT LEAST ONCE. Not only this class gives you a tip on how to better position yourself to an employer, this class also gives you general life knowledge that you need to know to financially succeed. Professor Ross is AMAZING!",False,2017-05-19 15:54:50,1.0,,5.0,False,False,5.0,Gives good feedback--Respected--Amazing lectures,0.0,1,2,1.0,1576103
48,mandatory,5.0,ECON188,Steve really cares about his student and reach out to each of them personally. It was easy for me to talk to Steve any question I had in future career choice and in life. He is also an marvellous lecturer that he is able to keep his 7-hour lecture entertaining. I learned a lot from his experience and this class.,False,2017-05-11 16:10:30,1.0,,5.0,True,False,5.0,,5.0,1,0,1.0,1576103
49,mandatory,5.0,ECON185,"Awesome professor who really cares about his students. Was fortunate enough to be given a slot on his office hours, which are limited due to the size of the class and shortness of the class. He offered to connect me with members of his network in order to help me further my career. His advice was also beneficial, nice course to take.",False,2017-05-09 19:48:33,1.0,,5.0,True,False,5.0,Respected--Skip class? You won't pass.--Caring,0.0,1,0,1.0,1576103
50,mandatory,5.0,ECON185,He is an amazing professor that care about the development of his students. His lectures provide real-world examples and practical information that helps the listener grasp the concepts that are bring covering. He is one of those rare professors that knows both what he is talking about and how he can easily explain it to his students.,False,2017-05-09 00:22:05,1.0,Not sure yet,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,2,2,1.0,1576103
51,mandatory,5.0,ECON185,"TAKE THIS CLASS!  The information and advice that Steve shares with the class is so valuable and definitely necessary to hear. He goes over all the things that are crucial to know when applying for internships and jobs! He is a great mentor/person in general,  and very knowledgeable about the different financial career paths.",False,2017-05-08 23:10:15,1.0,A,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,1,2,1.0,1576103
52,mandatory,5.0,ECON185,"Professor Ross's class covers all the steps in recruitment and how to stand out. He also talks about the various industries that economics majors are interested in, the pros and cons, and how to apply. He also offers individual sessions where you can talk to him about anything and  are very useful.I recommend this class to all Econ/ bus Econ majors",False,2017-05-08 15:46:23,1.0,Audit/No Grade,5.0,True,False,5.0,Gives good feedback--Amazing lectures--Caring,0.0,1,0,1.0,1576103
53,mandatory,5.0,ECON185,"By far the most useful class I have taken in UCLA. My only regret is that I didn't take it sooner. Professor Ross is one of the few professors that genuinely cares about his students. He has given us a lot of useful information about the financial industries, savings, buying a house, and even life in general.",False,2017-05-08 05:19:24,1.0,Not sure yet,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,3,0,1.0,1576103
54,mandatory,5.0,ECON185,Great overall professor. Learned more in this class than any other class.,False,2017-05-08 01:06:54,1.0,,5.0,True,False,5.0,ACCESSIBLE OUTSIDE CLASS--Caring--LECTURE HEAVY,0.0,1,0,1.0,1576103
55,mandatory,5.0,ECON185,"Professor Ross is hands down the best teacher I have ever had at UCLA. The lecture seems long, but every minute is engaging and relevant. Also, he gives amazing advice on careers, personal finance, morals, and life in general. If you have the opportunity to take his class, you will be extremely thankful as well! 10/10 recommend!",False,2017-03-16 22:51:40,1.0,A,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,1,0,1.0,1576103
56,mandatory,5.0,ECON185,"Most useful and engaging class I have taken at UCLA. Incredible professor who cares so much about his students, a true mentor.  Provides students with valuable information, skills, and guidance for life. 10/10 my favorite teacher at UCLA. He genuinely cares about his students and  provides them with the resources they need to succeed.",False,2017-03-04 17:16:45,2.0,A,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,1,2,1.0,1576103
57,mandatory,5.0,ECON188,"Thoroughly explains what kind of jobs you can expect to get or go into after you graduate with a business/econ or econ degree. Went over accounting, investments, sales, and etc. I would definitely take him again!",False,2016-11-07 06:39:54,1.0,,5.0,True,False,5.0,Skip class? You won't pass.--Inspirational--ACCESSIBLE OUTSIDE CLASS,0.0,1,2,1.0,1576103
58,mandatory,5.0,ECON188,Real-world practical information that I am sure will shape my future professional life. So glad I took this class as now I have completely changed which direction I want to take my life in.,False,2016-11-06 20:57:49,1.0,,5.0,True,False,5.0,Inspirational--Caring,0.0,0,2,1.0,1576103
59,mandatory,5.0,ECON188,"Really enjoyed the class, learned more practical things here than anywhere else",False,2016-11-06 16:55:21,1.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,5.0,1,0,1.0,1576103
60,mandatory,5.0,ECON188,Professor Ross is hands down the best professor I have ever taken. His class gives you real life career advice and I don't think I would have gotten a full time job lined up for when I graduate without his tips. If you get the chance to take this class I STRONGLY RECOMMEND you do. It does meet on Saturdays for 6 hours but it's only two Saturdays.,False,2016-11-06 01:27:31,1.0,Not sure yet,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,0,0,1.0,1576103
61,mandatory,5.0,ECON188,"Great class that teaches you everything you wish that school would teach you. My only issue with the course is that it isn't longer. Professor Ross is fantastic, and definitely has students' interests at heart. This class set me up for success for the rest of my life.",False,2016-11-06 01:17:48,1.0,Audit/No Grade,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,1576103
62,mandatory,5.0,ECON188,"From the very first lecture, I knew my experience in this class is one I will cherish forever. It was definitely helpful to listen to the professors background story on his time as a college student to the beginning of his career. Additionally, he provided the necessary tools when it came to resumes, LinkedIn accounts, and interviews.",False,2016-11-06 01:11:08,1.0,Not sure yet,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,0,0,1.0,1576103
63,mandatory,5.0,ECON188,Mr Ross is the best lecturer I have ever taken. He has many amazing and inspirational stories. I Highly recommend taking his class and you will learn a lot from him.,False,2016-11-06 01:05:19,1.0,,5.0,True,False,5.0,Inspirational--Hilarious--Amazing lectures,0.0,0,0,1.0,1576103
64,mandatory,5.0,ECON188,Steve Ross is a phenomal guy. He really cares about his students and does anything he can to add value to their lives.,False,2016-11-05 12:28:11,2.0,,5.0,True,False,5.0,Gives good feedback--Respected--Caring,0.0,0,0,1.0,1576103
65,mandatory,5.0,ECON188,Professor Ross is honestly an AMAZING professor! He truly cares for his students and wants the best for them. He gives great advice. His lectures are engaging and practical for life. He teaches the necessary skills for interviews and making a resume. Highly recommend this class.,False,2016-11-04 17:57:18,1.0,,5.0,True,False,5.0,Respected--Inspirational--Caring,0.0,0,0,1.0,1576103
66,mandatory,5.0,ECON188,Professor Ross is amazing! He is so helpful and wants to help each and everyone of his students. HIGHLY recommend Econ 188.,False,2016-11-04 16:19:30,1.0,,5.0,True,False,5.0,Inspirational--Amazing lectures--Caring,0.0,0,0,1.0,1576103
67,mandatory,5.0,ECON188,"Professor Ross is an inspirational person, he is not just a professor, but a mentor to the students that he teaches.  Life has been really strressing me out lately, but after meeting with him at a coffee shop on a saturday, this man knew exactly what to say.  Professor Ross helped me find myself.  Dont miuss the opportunity to take this class.",False,2016-10-31 12:57:42,1.0,A,5.0,True,False,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,0.0,1,0,1.0,1576103
68,mandatory,5.0,ECON188,"Take 188. This is will one of the most relevant classes you will ever take at UCLA. Interviewing and working on your career is a skill, and Steve teaches you exactly what you need to know in order to crush the life game and reach your career goals.",False,2016-10-04 22:03:50,1.0,A,5.0,True,False,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Caring,0.0,0,1,1.0,1576103
69,mandatory,5.0,ECON188,"Professor Ross is definitely of the most caring professors out there! He is so genuine with each and every one of his students. He takes the time out of his busy schedule to sit down and talk to his students to get to know them better and to give them career-related advice. Hands down one of the most inspirational, motivational, and kind professors",False,2016-05-16 15:05:32,1.0,,5.0,True,False,5.0,,0.0,0,1,,1576103
70,mandatory,5.0,ECON188,"Professor Ross is always opened to chat about any concerns that his students have. As a business economic student at UCLA, I really appreciate the time he took out on the weekend, to come down and teach/prep students for career. Definitely recommend reaching out to him !",False,2016-05-13 17:36:37,1.0,,5.0,True,False,5.0,,0.0,0,0,,1576103
71,mandatory,5.0,ECON188,This class might have been the most valuable class I took at all of UCLA. Prof. Ross had me excited to look for jobs and begin my career!,False,2016-03-10 02:58:17,1.0,,5.0,True,False,5.0,,1.0,1,0,,1576103
72,mandatory,5.0,ECO188,"Awesome general knowledge class. Puts you a step ahead of other students on campus, regarding post graduate career paths",False,2016-03-08 02:48:12,1.0,Audit/No Grade,5.0,True,False,5.0,,1.0,0,0,,1576103
73,mandatory,5.0,ECON188,Only a class like this can make two 6-hour classes on Saturdays so worth it. Every minute spent in his class is 100% worth it and you walk away with knowledge you know you will use every day. More classes like his need to be offered! He really makes an effort to get to know his students be being approachable and offering one on one meetings.,False,2016-03-06 18:16:14,1.0,Audit/No Grade,5.0,True,False,5.0,,1.0,0,0,,1576103
74,mandatory,5.0,ECO188,"I had the privilege of taking Professor Ross Econ 188-Career Development at UCLA the winter quarter of 2016. In only two lectures, I felt a genuine personal connection between him and myself, both through his lecturing style and his welcoming personality to my questions during breaks in the class. Highly recommend the course!",False,2016-03-06 12:46:24,1.0,,5.0,True,False,5.0,,1.0,0,0,,1576103
75,mandatory,5.0,BA402,"I took Professor Ross's course (at UCLA). The course was 9:30-3:30 on 2 SATURDAYS, but 110% worth it! He covers real life lessons, advice for the workplace & life post-grad, and gives great ""how-to-get-a-job"" tips that you won't find in ANY other class. He is an all around great guy to hear speak and definitely an authority on Finance/management.",False,2016-03-06 03:06:38,1.0,Not sure yet,5.0,True,False,5.0,,1.0,0,1,,1576103
76,mandatory,5.0,ECON188,Nice guy and a good speaker.,False,2015-11-12 22:22:36,1.0,,5.0,True,False,5.0,,1.0,0,0,,1576103
77,mandatory,5.0,ECON188,He is one of the best lecturers at UCLA and I wish he would teach more classes. He has practical experience and every word that comes out of his mother is valuable. Wish UCLA would ask him to teach more classes. ,False,2015-11-12 22:01:46,1.0,,5.0,True,False,5.0,,5.0,0,0,,1576103
78,mandatory,5.0,ECON188,"Steve is an awesome guy and  he really cares about helping his students out. I went to him for some job search and career advice and he really took the time to answer my questions and understand my position. If you think you might have trouble in the interview/recruiting process, take his class and ask him questions! ",False,2015-11-06 19:44:04,1.0,,5.0,False,False,5.0,,1.0,0,0,,1576103
79,mandatory,5.0,ECON188,"Steve is an awesome guy and truly cares about his students. He is a great resource for job and career searches. Not only is he committed to helping his students, he goes out of his way (Drives up to LA on weekends to teach) to give you what he has to offer. If you want a job, take this class as you will have more guidance.  ",False,2015-11-06 19:41:00,1.0,,5.0,False,False,5.0,,1.0,0,0,,1576103
80,mandatory,5.0,ECON188,Steve is an amazing lecturer who truly cares about his students and their futures. He takes time to speak to his students individually to provide career guidance. He's very personable and easy to connect to . I would definitely recommend this class to everyone. ,False,2015-11-06 15:33:22,1.0,,5.0,True,False,5.0,,1.0,0,0,,1576103
81,,5.0,ECON188,"Steve Ross' course was so helpful and everyone interested in the business field should go take it! He truly cares about his students and their future. I had the opportunity to have one-on-one meeting with him, and he was so encouraging and easy to connect with. Go take his class; you will learn so much about interviews, resume writing, etc.!",False,2015-02-28 16:13:37,2.0,,5.0,True,False,5.0,,1.0,0,0,,1576103
82,mandatory,5.0,ECON188,"Professor Ross' class is one of the most useful and beneficial! He taught us essential skills to communicate successfully with employers and colleagues, do well in interviews, and how to create a good reputation among colleagues in your industry. He is always willing to help his students, outside of the classroom as well! Inspirational!",False,2015-02-27 22:22:44,1.0,,5.0,True,False,5.0,,1.0,0,0,,1576103
83,mandatory,5.0,ECON188,"Steve Ross is one of the most inspirational people I have ever met! He is a strong professional and a very giving man. He lectures to help out the students and he really cares about them. His class is on career development. He teaches the essentials of interviewing, common courtesy, relevant knowledge, etc. This is the most useful class I took. ",False,2015-02-27 01:44:57,1.0,,5.0,True,False,5.0,,1.0,0,1,,1576103
84,mandatory,5.0,ECON188,Steve Ross is one of the most inspirational lecturers at UCLA. His class is for career development. He gives invaluable advice on the essentials for being successful in the future. He is such a caring man. He is always willing to help and cares a lot about his students. His success story is very amazing. I would recommend this class to everyone! ,False,2015-02-22 19:37:43,1.0,,5.0,True,False,5.0,,1.0,0,1,,1576103
