index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
14,,2.0,CS2102,"She is nice and patient outside of class. Online notes are more helpful than her lecture. Homework takes time but not so hard; however, figuring out her confusing instructions is way harder than doing homework. Tests are hard and she is a very tough grader. Learning Java isn't too hard, following Hamel's logic is the real challenge of this course.",False,2018-01-09 05:02:35,5.0,B,2.0,True,False,2.0,Tough Grader--ACCESSIBLE OUTSIDE CLASS--Tests are tough,0.0,0,1,0.0,22305
15,mandatory,4.0,CS2102,"Not as bad as people say, but not great. Encourages good OO programming practices so you will not get an A for correct code if it's not sensible. Homework is time-consuming and autograders are annoying but the assignments are good. Lectures kind of boring; you learn more from reading online. But she really isn't that bad and you'll learn Java.",False,2017-12-20 16:46:07,4.0,A,4.0,True,False,4.0,ACCESSIBLE OUTSIDE CLASS--Tests are tough,0.0,0,2,0.0,22305
16,mandatory,5.0,CS2102,"First thing first, she is really nice and helpful if you would like to meet her in her office hour. She would explicitly explain everything you ask with great patience, and would like to hear and accept your arguments on homework and even tests, definitely helping you improve your grade. So this class is all about No pain and no gain, simple",False,2017-12-18 16:07:57,4.0,A,5.0,True,False,5.0,Tough Grader--Respected--LOTS OF HOMEWORK,0.0,0,1,0.0,22305
17,mandatory,4.0,CS1101,If you do all the homework and pay attention to class you should be able to ace this course. I did all the homework and it made her tests seem really easy.,False,2017-11-17 00:23:53,3.0,A+,4.0,True,False,4.0,Tough Grader--BEWARE OF POP QUIZZES--TEST HEAVY,0.0,1,4,1.0,22305
18,mandatory,1.0,CS1101,"Made the class much more complicated than necessary, a large percentage of the class received an NR. Pop quizzes almost every day and only three tests make grading almost unfair. Poorly explains new topics.",False,2017-10-27 13:11:50,4.0,B,1.0,True,False,1.0,Skip class? You won't pass.--BEWARE OF POP QUIZZES--GRADED BY FEW THINGS,0.0,1,2,0.0,22305
19,non mandatory,1.0,CS1011,This class is extremely difficult and is especially difficult if you have never programmed before. Racket is the worst programming language to learn on and there is no help online for it.,False,2017-10-11 23:11:59,5.0,Audit/No Grade,1.0,True,False,1.0,Tough Grader--Skip class? You won't pass.--LOTS OF HOMEWORK,0.0,1,2,0.0,22305
20,non mandatory,1.0,CS1101,Soporific.,False,2017-09-12 12:57:37,4.0,,1.0,True,False,1.0,Tough Grader--BEWARE OF POP QUIZZES--LECTURE HEAVY,0.0,3,1,0.0,22305
21,non mandatory,1.0,CS2102,"Extremely hard to understand, the lacks of textbook makes her lecture even harder,  homework is long and hard. I would read a book about java before taking this class, else you will ended up getting a B or lower.",False,2017-07-23 04:33:33,5.0,B,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK,0.0,1,4,0.0,22305
22,mandatory,1.0,CS2102,Really tough grader and tests are unrealistic. All tests are handwritten in code. I went to office hours almost everyday for the second half of the term and still did not do well because I couldn't bring my first test grade up. Will not give back points for questions being unclear.,False,2017-06-30 14:28:29,5.0,C,1.0,True,False,1.0,Tough Grader--Skip class? You won't pass.,5.0,0,0,0.0,22305
23,non mandatory,1.0,CS2102,"OK, so I don't like to be hard on people, but Professor Hamel is a fan favorite for being terrible. She is very obscure about what she is teaching, she grades really hard. The class average for the final was a 54, which is terrible. This is supposed to be the second CS class you take at WPI, and she makes it impossible. Don't. Take. It. With. Her.",False,2017-05-04 00:54:35,5.0,A,1.0,True,False,1.0,Tough Grader--LOTS OF HOMEWORK--LECTURE HEAVY,0.0,0,1,0.0,22305
24,mandatory,4.0,CS1011,Her tests are completely based on homework and lectures. She shows how to do problems in lecture and has quizzes every lecture. Homework and tests are really relevant so homework is really helpful.,False,2017-04-05 16:15:01,3.0,,4.0,True,False,4.0,Skip class? You won't pass.--Clear grading criteria,0.0,1,1,1.0,22305
25,non mandatory,1.0,CS1011,Inconsistent grading.,False,2016-12-12 23:40:55,4.0,A,1.0,True,False,1.0,Skip class? You won't pass.,0.0,1,1,0.0,22305
26,mandatory,4.0,CS1101,"Hamel made my transition into Computer Science much easier. She gives daily quizzes but drops the 3 lowest grades. The homework and exams were fair, and she gives extra credit for working with a HW partner. Her lectures were clear and they went by really fast. You may never use Racket again but it was a good language for beginners. Solid class.",False,2016-10-22 11:04:19,3.0,A,4.0,True,False,4.0,Skip class? You won't pass.--ACCESSIBLE OUTSIDE CLASS--Clear grading criteria,0.0,0,2,1.0,22305
27,non mandatory,2.0,CS1011,"Ms. Hamel grading guidelines are very rigid.  Partial credit has a whole new meaning with her, I don't even think she looks into your code!  Grading is based on specific statements rather than how (and if!!) you solved the problem.  Did NOT think that was appropriate one bit.",False,2016-10-14 15:43:23,4.0,A,2.0,True,False,2.0,Tough Grader--LOTS OF HOMEWORK,0.0,0,0,0.0,22305
28,,2.0,CS2102,"She expects at least an intermediate level of programming knowledge coming into the course, and assumes prior experience with Java based on how she conducted her lectures. Unclear on homework expectations, tough grader, would not take another course with this professor.",False,2016-05-04 20:14:05,4.0,,2.0,False,False,2.0,,0.0,0,0,,22305
29,non mandatory,3.0,CS2102,"Unfair grading, will ding you for not including things that were not asked for in the assignment whether the code works or not. Quizzes and tests are the same, there is no partial credit. You need to code the way she codes . She also gives a bonus for working with a HW partner so if you have social anxiety, visit  Disability Services.",False,2016-04-29 15:02:35,4.0,Not sure yet,3.0,True,False,3.0,,0.0,0,1,,22305
30,,1.0,CS2102,Hardest class I have taken at WPI mainly because she didn't teach us much. I had prior java experience going into it and it was still incredibly hard.,False,2016-04-11 01:20:40,5.0,C,1.0,True,False,1.0,,5.0,0,0,,22305
31,,2.0,CS2102,"Assumes everyone to have java experience, even that this course is for java beginners. Pace is so fast that non of the students can take notes. Many online notes and instructions for homework are faulty so we have to search for correct methods by ourselves. Tells students not to email her.",False,2016-04-08 06:19:34,5.0,,1.0,True,False,2.0,,1.0,1,0,,22305
32,,3.0,CS1101,"There were many aspects of the class that I really enjoyed but with the way the class is run, it is important that you keep on top of the material. With a good deal of preparation it should not be difficult to succeed. The daily quizzes can get annoying but they do not affect your grade much if you have a few slip-ups.",False,2016-03-05 13:53:06,3.0,A,4.0,True,False,4.0,,1.0,0,1,,22305
33,non mandatory,4.0,CS2102,"Unfortunately, this course had no textbook, as any textbook would have been more useful than lecture. She is the most soporific professor I have ever had; she conveys no interest in the course material and doesn't teach it appropriately. As she says on her website, ""I'm never satisfied that I've found the 'right' way to teach a course.""",False,2016-02-15 15:23:53,3.0,A,1.0,True,False,3.0,,1.0,0,2,,22305
34,mandatory,3.0,CS2119,"Lectures were simple and easy to follow. That was the problem though, they were far too easy compared to the homework assigned and the exams given. The passing average was low on every exam, so she takes that into consideration and scales, which is helpful.",False,2016-01-15 18:48:36,4.0,C,3.0,True,False,3.0,,3.0,0,0,,22305
35,,5.0,CS1101,"Fantastic! I learned a lot even though I am not a huge fan of Racket. Everything that we did had some kind of purpose. Her tests were very fair. I only consulted the online textbook a few times, but I liked her notes more.",False,2015-12-15 23:42:15,2.0,A,4.0,True,False,5.0,,1.0,0,3,,22305
36,mandatory,5.0,CS1101,Super easy class especially if you have programming experience. Just do the work she assigns and you could easily pass without paying much attention in class. Be prepared for daily quizzes.,False,2015-10-29 21:00:16,2.0,A,4.0,True,False,5.0,,1.0,1,1,,22305
37,mandatory,4.0,CS1110,"She is tough, but she's willing to help. Some TAs are helpful but some are not, so take your pick. Racket is useless but can help you learn programming logic. In fact, Racket is so limited that you will have an easier time if you don't have programming experience. There are sample exams and you can bring a cheat sheet so exams are not that bad.",False,2015-10-19 20:18:30,2.0,A+,4.0,True,False,4.0,,1.0,0,1,,22305
38,mandatory,4.0,CS1101,"While she gives a lot of daily quizzes, they aren't worth much. The few tests are code-on-paper, which sucks, but her lectures are clear, if a bit slow-paced.",False,2015-10-14 16:09:25,3.0,B,3.0,True,False,4.0,,1.0,0,0,,22305
39,mandatory,2.0,CS1101,I do not recommend this teacher at all. She teachs a CS1101 class but her pace and readiness to explain new concepts looks as if she thinks she's teaching a class for people who have had programming experience before. I would not recommend this teacher to any student. Just take another CS1101 in another term. Plus she gives quizzes everyday.,False,2015-09-24 15:11:58,5.0,,1.0,True,False,2.0,,3.0,4,1,,22305
40,non mandatory,1.0,CS2102,"Hamel teaches CS 1101 the racket class well,  but not the  object-oriented programming class. She uses Fisler's notes and doesn't explain the material well. Try to take Fisler for this class.",False,2015-04-10 09:32:59,4.0,F,4.0,False,False,3.0,,1.0,0,1,,22305
41,,1.0,220X,"Its been two weeks in her class, and the reviews below this one are totally on point.  I already feel like I have been left behind and have resorted to reading the entire book page by page and going through online resources to learn as much as I can.  I have a test coming up, and from the reviews by past students, its going be horrible.  Take the course with a different professor.",False,2015-03-28 14:26:11,4.0,,1.0,True,False,1.0,,5.0,0,1,,22305
42,non mandatory,1.0,2102,Do not ever take classes with glynis unless its racket 1021. She is terrible with Java and her tests and quizzes are hilariously terrible.,False,2015-01-06 02:04:25,5.0,C,1.0,True,False,1.0,,1.0,0,2,,22305
43,,5.0,CS2102,"She has clear explanations in class and the way she organizes the class makes it very easy to develop a better understanding of the material if you are confused. Unfortunately, some of the ta's are terrible. Finally,  the grading is really confusing because she does not release the rubric, so it is very hard to consistently do well on the homeworks",False,2014-12-28 16:58:39,4.0,,4.0,True,False,5.0,,4.0,0,0,,22305
44,mandatory,2.0,2012,Take everything she says to heart. One subtle missed test case or one missing java class and you could be docked a lot on homework.,False,2014-12-22 22:22:46,4.0,B-,3.0,True,False,3.0,,5.0,0,0,,22305
45,,2.0,CS2102,"Inconsistent grading. You could show one TA an assignment and he'd say you had everything you needed, and then loose 10 points for missing things. On the midterm the average for a 100+ person class moved 3 points due to people talking to the professor. Tough tests: midterm avg-58, final avg-60. Not clear on grade cutoffs until end of term.",False,2014-12-20 13:50:46,5.0,Not sure yet,4.0,True,False,3.0,,5.0,0,0,,22305
46,,3.0,CS2102,1101? Great. 2102? Terrible.,False,2014-12-01 10:03:46,3.0,,3.0,True,False,3.0,,1.0,0,4,,22305
47,,2.0,2102,"WPI brags about how 98% of the professors have PhD's. Well, Professor Hamel is not one of them, and it shows. She steals her material from other professors and she is virtually useless as a professor. She expects everyone to have already known some java and it leaves a lot of people behind. Avoid taking her class if you can.",False,2014-11-29 15:18:42,4.0,Not sure yet,1.0,True,False,2.0,,1.0,0,2,,22305
48,non mandatory,2.0,2021,Sucks... She's a terrible professor.,False,2014-11-27 18:15:26,3.0,A,1.0,True,False,2.0,,1.0,0,0,,22305
49,mandatory,1.0,CS2102,Doesn't actually teach the material.  Gives one generic example and then expects you to just know the material without teaching you what your actually doing.,False,2014-11-13 16:16:14,5.0,C,4.0,True,False,3.0,,1.0,0,1,,22305
50,,1.0,B,Just awful. Learned the content online,False,2014-10-30 15:20:44,4.0,,1.0,True,False,1.0,,1.0,0,2,,22305
51,,5.0,CS1101,"Initially, I was in CS 1102. After about a week, I switched down into Professor Hamel's class. She taught at a much slower pace, one that was actually beneficial to me. Nearly every day we were assigned videos to watch and then quizzed on them the next day. She is very fair about grading and is willing to talk to you about any grade you relieved.",False,2014-10-21 19:52:34,3.0,,4.0,True,False,5.0,,1.0,1,0,,22305
52,non mandatory,5.0,1101,Very good instructor. Tests were pretty easy and homework really prepared me for the exams. She does assign videos each night and gives daily quizzes on them but they don't take up too much time,False,2014-10-17 21:43:55,2.0,A,4.0,True,False,5.0,,1.0,0,0,,22305
53,,2.0,CS2102,SHOULD NOT have taught 2102. Fine for 1101 but OO programming is beyond her. Avoid!,False,2014-10-13 17:42:56,4.0,,2.0,True,False,2.0,,1.0,1,3,,22305
54,,1.0,CS2102,"Worst teacher I have ever had, ever.  Had a test where 16250 students got over an 80, didn't scale at all and said it was typical for her class.  Avoid at all costs!",False,2014-10-07 17:42:59,5.0,,1.0,True,False,1.0,,1.0,0,0,,22305
55,,2.0,CS2102,NO. JUST NO.,False,2014-03-24 21:59:54,4.0,,3.0,False,False,3.0,,1.0,0,1,,22305
56,,5.0,CS2102,"When I first walked into class, I could smell the mellifluous aura of her computer science skills. It sparked my passion for Java, which reminds me of a mocha latte on a glistening sunset.",False,2014-01-16 13:31:51,1.0,,5.0,False,False,5.0,,5.0,14,1,,22305
57,,4.0,CS1101,"Prof Hamel did an OK job introducing students to CS, but CS 2102 with her did not go too well. She is always willing to take your questions and would go all length to help you, just didn't play too well with java and OO programming. CS1101 was OK, but Racket? Really?! Non-majors should just take C or Python for non majors...",False,2013-12-20 02:53:44,2.0,,4.0,False,False,4.0,,1.0,1,0,,22305
58,,4.0,CS2102,"Professor Hamel's explanations are usually fairly straightforward and she is helpful answering questions. Grading could be more fair, though, considering she would not scale an exam grade with a below-passing class average. -Some of TAs were unhelpful, other excellent. Overall I found the class worthwhile and would recommend it despite the issues.",False,2013-12-20 01:16:43,4.0,,5.0,False,False,5.0,,1.0,2,1,,22305
59,,1.0,2102,horrible Instructor,False,2013-11-26 11:12:48,5.0,,1.0,False,False,1.0,,1.0,1,0,,22305
60,,3.0,CS1101,Not a bad teacher but definitely not the teacher you'll be excited about. She explains things well but is always picky about things.,False,2013-11-04 23:43:47,3.0,,3.0,False,False,3.0,,2.0,0,0,,22305
61,,4.0,CS1101,Overall a pretty good class. Very clearly organized and easy to understand. Made me be a little interested in CS. Definitely would recommend this class.,False,2013-11-04 09:53:36,2.0,,4.0,False,False,4.0,,1.0,1,0,,22305
62,,4.0,CS1101,"Average teacher all around. Her lectures are okay and easy to understand. The tests aren't that bad either, since we could use 2-sided study sheets. The main issue I had was with grading policy: I ended up with a C in the class, even though I had received a perfect 100 on the final. The class isn't too bad, but your GPA will definitely suffer.",False,2013-10-22 14:03:03,2.0,,1.0,False,False,3.0,,2.0,0,0,,22305
63,,4.0,CS1101,"Interesting course with great  organization. Exams are given back the day after and the grades could often be seen already the same night. I did not have any previous experience with programming so the programming language racket, did not bother me at all. In the first half of the course we had to watch several lecture videos every day as homework.",False,2013-10-21 18:08:47,1.0,,3.0,False,False,4.0,,1.0,0,0,,22305
64,,4.0,CS1101,"Overall, I'd say she is good but her tests are VERY tricky. Going from never programmed before to having to program under time is extremely hard. Her test curve was 80 avg for first test then 70 avg for second and the final was like 50avg. Extremely difficult professor. Her tests are meant to trick you.",False,2013-10-17 10:05:39,5.0,,5.0,False,False,5.0,,1.0,0,0,,22305
65,Y,5.0,CS1101,"For someone whose never programmed, she's a great teacher for this course. She has a clear loud voice for a large lecture hall. She has many examples to help you understand what's going on and explains how they work. Her tests aren't awful. They may be tricky but she lets you have a cheat sheet front and back. She taught in DrRacket.",False,2013-10-07 14:32:13,2.0,Not_Sure_Yet,5.0,False,False,5.0,,1.0,0,0,,22305
66,,4.0,CS1101,Overall very understandable and very good at answering questions effectively.,False,2013-10-03 23:27:00,2.0,,3.0,False,False,4.0,,1.0,0,0,,22305
67,,1.0,CS1101,Beware at all costs. Decided to do online lectures and just answer questions and do work in a 150 person lecture. AWFUL. Is a very harsh grader. If you have to take CS 1101 find anyone but her to take it with!! Homework and quizzes occasionally had problems we hadn't gone over and didn't know how to do. Awful teacher,False,2013-09-26 17:57:57,5.0,,1.0,False,False,1.0,,1.0,0,0,,22305
68,,5.0,CS2102,"Took Java with her. As soon as anyone found out, they'd say ""Why didn't you take it with Fisler?"" Honestly she wasn't terrible, but she was really boring and did not really explain why things worked the way they do. The first week was translating Racket to Java, which was really slow and painful, but things get more interesting later.",False,2013-05-03 10:42:40,1.0,,4.0,False,False,5.0,,1.0,0,0,,22305
69,,5.0,CS1101,"Best prof I've had at WPI. Her teaching is so clear. Now I love CS and want to major in it. Make sure you bring your laptop to class though, because it's easier if you follow along with her, in DrRacket.",False,2013-03-11 10:07:24,2.0,,5.0,False,False,5.0,,1.0,1,0,,22305
70,,4.0,CS1101,She will make you like CS!,False,2013-03-01 23:05:01,3.0,,4.0,False,False,4.0,,1.0,1,0,,22305
71,,5.0,CS1101,Examples are clear and responds to emails quickly. Changed my major to CS after this class!,False,2013-02-25 17:39:35,2.0,,4.0,False,False,5.0,,1.0,0,0,,22305
72,,5.0,CS2102,"Good teacher, will go over a subject multiple times if asked. Makes good use of projector and hand written notes. Take notes and the tests aren't too bad, and are curved.",False,2012-07-08 15:56:44,3.0,,5.0,False,False,5.0,,1.0,0,0,,22305
73,,5.0,CS1101,"Very clear teacher. Gives examples in class that are very helpful. Study the class examples and homework for exams, and you'll do fine. However, she will NOT give in and bump you up a letter grade, no matter what you do.",False,2012-04-09 20:29:41,3.0,,2.0,False,False,4.0,,1.0,0,0,,22305
74,,5.0,CS1101,"Great professor for introductory level to Computer Science. I changed my major into CS after her course. She is good at explaining, focus on applying->Great teacher",False,2012-03-06 22:33:17,3.0,,5.0,False,False,5.0,,1.0,0,0,,22305
75,,3.0,CS1101,"Horrible teacher, barely passed. Took 2102 and easily got a B. One of the worst teachers in the CS department. As previously mentioned, take another class instead.",False,2012-03-02 10:36:02,4.0,,2.0,False,False,3.0,,1.0,0,0,,22305
76,,5.0,CS1101,"Ok, it seems like a lot of people are getting tainted views since this is their first CS class. STRONG suggestion from a senior&#63; Take Systems Programming Concepts BEFORE this class. This class teaches you some of the WORST programming mindsets, in one of the WORST languages. Avoid this class until senior year, if possible. You'll unlearn most of it",False,2011-12-28 04:08:02,1.0,,1.0,False,False,3.0,,3.0,0,0,,22305
77,,5.0,CS1101,A very good teacher. She was very clear with her explanations and really emphasized coming to numerous office hours for help if you did not understand anything. Very helpful especially if you have never programmed before. This was my first time programming and I enjoyed the class. Too bad she didn't teach CS2102 when I took it.,False,2011-11-17 12:06:19,1.0,,5.0,False,False,5.0,,3.0,0,0,,22305
78,,5.0,CS1101,Great professor. Always answering questions with nice attitude and high clarity. You will get A if you work on it. I think scheme is a good language to built concepts of programme. Highly recommendation to students who learn programme first time.,False,2011-11-14 20:36:49,2.0,,4.0,False,False,5.0,,3.0,0,0,,22305
79,,4.0,CS1101,Great professor! I don't know why people have bad comments about her but I think she is fairly clear about everything! Also my friends who's taking CS2102 with another professor said they would love to have her instead of the professor they are having now!,False,2011-11-07 20:10:24,2.0,,4.0,False,False,4.0,,3.0,0,0,,22305
80,,5.0,CS1101,"Great for ppl new to programming. Its called Racket now btw and its crazy simple. You don't use dashes and dots and stuff u legit just type out what u want and it does it. The ppl who say its difficult are complete idiots. Crazy simple class, good clear instructions. Easy A",False,2011-07-19 23:58:23,1.0,,3.0,False,False,4.0,,1.0,0,0,,22305
81,,3.0,CS1101,"She's a pretty good teacher.  Very clear with class objectives and explains material thoroughly.  She has lots of TAs and SAs that are very helpful, I highly recommend going to office hours if you don't understand something. Homework is done with a partner which is nice. 3 tests and you get credit for just showing up for labs.",False,2011-03-03 21:16:08,4.0,,2.0,False,False,3.0,,1.0,0,0,,22305
82,,2.0,CS2301,Don't plan on taking a class with her if you plan on having a social life all term. Homeworks took up entire weekends and were the reason for many sleepless nights. Class averages around low to mid 70s on her tests.,False,2010-12-14 19:31:27,4.0,,3.0,False,False,3.0,,4.0,0,0,,22305
83,,3.0,CS1005,"Technically she is an instructor not a professor.  Yes, scheme is not a good langauge for an intro class and its design paradigm is radically different from what is used in industry (C/C++, Java, etc.).  Does well with a class that has variety of experience levels.  You pretty much have to take at least one class with her, make the best of it.",False,2010-04-18 19:58:26,2.0,,2.0,False,False,3.0,,4.0,0,0,,22305
84,,2.0,CSA09,why are you teaching scheme&#63;&#63;&#63;,False,2010-02-15 16:25:04,4.0,,1.0,False,False,2.0,,1.0,0,0,,22305
85,,4.0,CS1101,"Exceptional teacher for a student with no background in programming. Her lectures are well organized and clear. She teaches in scheme, a language that most of the class (which experienced students) hates. Those people pretend they know all about programming and don't accept her style of teaching. If you want to learn, listen to her!",False,2009-12-16 00:47:30,4.0,,4.0,False,False,4.0,,2.0,0,0,,22305
86,,5.0,CS1101,"Instructor Hamel is great for new CS students; she helps weed out those who just aren't ready to be programmers.  This intro class used Scheme, which is an amazing language for beginners.  People who says Scheme sucks probably didn't do well in the class or just aren't meant to be software engineers.  Some of her TA's are terrible.",False,2009-10-23 09:54:13,3.0,,4.0,False,False,5.0,,4.0,0,0,,22305
87,,2.0,CS2102,"Robot Hamel. She is programmed with wierd language Scheme as her smile suggests.  So remember, you need to push a button on her if you do not understand sth.  If not, you will get no help from her. Visit her office often.",False,2009-04-17 02:05:56,5.0,,3.0,False,False,3.0,,2.0,0,0,,22305
88,,5.0,CS2102,"During class, she created elaborate and hard to follow diagrams of classes and interfaces that took up several chalk boards. Homework is hard so pick a good hw partner! Final and midterm are hard because you have to code on paper - there's nothing to tell you when you forgot a ; or )",False,2009-04-07 17:34:26,3.0,,4.0,False,False,5.0,,1.0,0,0,,22305
89,,5.0,CS1101,She stresses office hours! And it is really helpful!,False,2009-04-05 22:49:02,3.0,,5.0,False,False,5.0,,2.0,0,0,,22305
90,,2.0,CS1101,She is good but Scheme is hard to understand.  Students usually do not get a good grade in exams coz the tests are given in paper form.  We can't use computer and we don't if our codes are right or worng.  Try to get 100% in hws if you intend to get A in that class.,False,2009-03-12 15:40:10,5.0,,4.0,False,False,3.0,,3.0,0,0,,22305
91,,5.0,CS1101,"If you think this woman is mean, you will NOT survive in engineering. Period. If anything, this class was too slow-paced. I don't like having to show up for in-class problems, though, but it's graded so that you can bail on a fair amount of those and labs and still crush it.",False,2009-03-09 17:11:44,1.0,,5.0,False,False,5.0,,3.0,0,0,,22305
92,,1.0,CS2102,Awful. Avoid her if possible. Want an explanation of a problem&#63; Here's a Hamel quote: &quot;Because that's just how it is.&quot; I wouldn't recommend taking a class with her if you want to learn the material at all. Her class was probably detrimental to my programming skills.,False,2009-03-04 18:19:28,3.0,,1.0,False,False,1.0,,1.0,0,0,,22305
93,,4.0,CS2102,No no no no NO NO NO NO!!!!,False,2009-01-14 12:57:19,4.0,,4.0,False,False,4.0,,1.0,0,0,,22305
94,,5.0,CSA04,Ms. Hamel was an excellent teacher. She is the perfect teacher to introduce programming to first-year students. She is easy to understand and her homework and classes are fair. Classes encourage to ask questions and there are an adequate amount of help from Ms. Hamel and her several teaching assistants.,False,2008-10-23 08:46:25,3.0,,5.0,False,False,5.0,,1.0,0,0,,22305
95,,5.0,CS1101,"Very clear in explaining things,and very logical.The homework is not easy and really takes a lot of time, but it worth trying.First 2 exams are fine but the final is scary...",False,2008-01-09 20:46:17,3.0,,5.0,False,False,5.0,,1.0,0,0,,22305
96,,5.0,CS1101,"Had her for CS1101 in A Term. Very good class, made learning a new language easy (even though Scheme sucks). Very understandable for people both with and without prior CS experience. Homeworks can be challenging though, and exams may trip you up, but it's not too bad (gives plenty of help in class). Definitely recommend to have her as a professor.",False,2007-12-01 21:09:51,2.0,,4.0,False,False,5.0,,1.0,0,0,,22305
97,,3.0,CS1101,I think she is a decent teacher. It doesn't help that the material she is teaching (Scheme) is the most impossible language ever. But she seems to know it well and is willing to help anyone having trouble. Homework takes too long but tests are fair.,False,2007-09-17 20:29:35,5.0,,4.0,False,False,4.0,,1.0,0,0,,22305
