index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
23,non mandatory,5.0,ENG111,"I like Basic Vocabulary most and dislike Reading. The teacher Mr. Brian is fantastic and great about the vocabulary.I love it. About reading, I suggest to give us some intensive reading materials in class and some extensive reading materials after class. Thank you so much for your free class!",False,2019-07-19 17:07:18,4.0,,5.0,False,False,5.0,Gives good feedback--Respected--Amazing lectures,5.0,0,1,1.0,1364631
24,non mandatory,5.0,ENG111,Amazing English Class,False,2019-05-03 15:51:05,4.0,,5.0,False,False,5.0,,0.0,0,2,1.0,1364631
25,non mandatory,5.0,ENG111,Maybe encourage the students to be more involve and do a little more speaking practice will be great,False,2019-04-26 17:58:09,3.0,,5.0,False,False,5.0,Gives good feedback--Respected--Inspirational,5.0,0,1,1.0,1364631
26,non mandatory,5.0,ENG111,"He is very good, I would prefer he is not too fast",False,2018-11-02 18:49:18,4.0,,5.0,False,False,5.0,Gives good feedback--Inspirational--ACCESSIBLE OUTSIDE CLASS,5.0,0,1,1.0,1364631
27,non mandatory,5.0,ENG111,"the lecture gives you the impression you are clever, and it's the first time for me to have a teacher who explain the history of language and it's nice ans very usefull. Thank's a lot for that.",False,2018-09-22 16:27:01,3.0,,5.0,False,False,5.0,Inspirational--Amazing lectures--Caring,5.0,0,1,1.0,1364631
28,non mandatory,5.0,ENG111,"Very good professor teaching us as much about USA as possible, verz helpful course to get into life in Princeton. Appreciate a lot.",False,2018-09-21 17:59:02,2.0,,5.0,False,False,5.0,Respected--Amazing lectures--Caring,5.0,0,1,1.0,1364631
29,non mandatory,5.0,ENG111,We are very grateful to Brian for his excellent English teaching!,False,2018-06-01 19:14:43,5.0,A+,5.0,False,False,5.0,Gives good feedback--Respected--Amazing lectures,5.0,0,1,1.0,1364631
30,non mandatory,5.0,ENG111,"This is very good English class for Non-Native Speakers. I like this class very much, I can learn a lot from each lesson, especially for vocabulary with the color picture and Idioms.",False,2018-03-17 00:10:05,3.0,,5.0,True,False,5.0,Gives good feedback--Inspirational--Amazing lectures,5.0,0,1,1.0,1364631
31,non mandatory,5.0,ENG111,"I love these classes. Everything is clear, the atmosphere is qreat, I don't have to be stressed out. I can learn a lot about grammar, volcabulary and many other stuff. Moreover, we're encouraged to ask questions and there is many helpful handouts. I recommend to everyone!",False,2018-03-16 17:59:17,3.0,Audit/No Grade,5.0,False,False,5.0,Gives good feedback--Inspirational--ACCESSIBLE OUTSIDE CLASS,5.0,0,1,1.0,1364631
32,mandatory,5.0,ENG111,I'm grateful for the attitude of Professor Brian in providing quality materials in his English classes and for sharing his knowledge.,False,2017-11-03 14:35:46,1.0,,5.0,True,False,5.0,Respected--ACCESSIBLE OUTSIDE CLASS--Caring,5.0,1,5,1.0,1364631
33,non mandatory,4.0,ENG111,Interestinng lectures for English learners - full of practical expressions.,False,2017-08-05 14:31:25,3.0,Audit/No Grade,4.0,False,False,4.0,,5.0,0,2,1.0,1364631
34,,4.0,ENG111,"Enjoying the mix of grammar, reading and pronunciation! I'm impressed by your knowledge about expression and their history, that's interesting! I think it is a good choice to run the class this way because a lot of people, even with babies, get to attend the class without feeling bad for leaving early or coming late. It is really cold in the room!",False,2017-06-22 08:01:07,3.0,,4.0,False,False,4.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,5.0,1,3,1.0,1364631
35,mandatory,5.0,ENG111,"Excellent Professor, vocational and very clear english pronunciation.",False,2017-03-24 20:32:06,3.0,,5.0,True,False,5.0,Participation matters--Inspirational--Amazing lectures,0.0,0,2,1.0,1364631
36,,3.0,ENG111,"I think it is an excellent class, although I think it extends a lot in the province of words and is a bit confusing,should have two classes a week and give information to visitors by The library or municipality, since I went to ask the university and they did not give me any information until a study partnertold me about the course, I attended.",False,2016-12-20 12:03:45,3.0,A,3.0,False,False,3.0,Gives good feedback--Participation matters--ACCESSIBLE OUTSIDE CLASS,5.0,0,1,1.0,1364631
37,non mandatory,5.0,ENG111,The class is very useful.,False,2016-09-17 12:24:24,4.0,,5.0,False,False,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,5.0,0,2,1.0,1364631
38,non mandatory,5.0,ENG111,very interesting,False,2016-09-12 23:26:02,2.0,,5.0,False,False,5.0,,5.0,0,2,0.0,1364631
39,non mandatory,5.0,ENG111,Brian is really good at and love language I like his English class,False,2016-08-23 11:22:38,3.0,A,5.0,True,False,5.0,,5.0,0,3,1.0,1364631
40,non mandatory,5.0,ENG111,Brian Zack is excelent teacher and it is not just one side listener. He is asking us during class if we understood curriculum and if we didnt he tries to explain to us the different way. I am looking for his class every week.,False,2016-06-26 21:29:44,3.0,A+,5.0,False,False,5.0,,0.0,0,2,1.0,1364631
41,non mandatory,5.0,ENG111,"He is funny and so smart! He respect every culture and tradition, he avoid political discuss, but always explain a lot of things about american culture.  He is an Awesome Teacher!!!!",False,2016-02-24 21:36:01,1.0,,5.0,False,False,5.0,,4.0,0,3,,1364631
42,non mandatory,5.0,ENG111,- Flexible time - not too fast/slow ,False,2015-12-05 23:23:35,3.0,,5.0,False,False,5.0,,5.0,0,1,,1364631
43,non mandatory,4.0,ENG111,His class is very clear ,False,2015-10-12 18:18:29,4.0,,4.0,False,False,4.0,,4.0,0,1,,1364631
44,non mandatory,4.0,ENG111,He's a good professo :),False,2015-10-09 17:10:27,2.0,,5.0,False,False,5.0,,4.0,0,1,,1364631
45,non mandatory,4.0,ENG111,He's a good professor!!!,False,2015-10-09 17:09:17,2.0,,5.0,False,False,5.0,,4.0,0,1,,1364631
46,non mandatory,4.0,ENG111,He's a good professor!!,False,2015-10-09 17:08:51,2.0,,5.0,False,False,5.0,,4.0,0,1,,1364631
47,non mandatory,4.0,ENG111,He's a good professor! ,False,2015-10-09 17:08:20,2.0,,5.0,False,False,5.0,,4.0,0,1,,1364631
48,non mandatory,4.0,ENG111,He's a good professor,False,2015-10-09 17:07:30,2.0,,5.0,False,False,5.0,,4.0,0,1,,1364631
49,non mandatory,4.0,ENG111,"In his class I think there is a good  balance with grammar, vocabulary, idioms and american culture..",False,2015-10-09 17:05:26,2.0,,5.0,False,False,5.0,,4.0,0,1,,1364631
50,non mandatory,5.0,ENG111,Selflessly helpful,False,2015-09-14 15:27:42,3.0,,5.0,False,False,5.0,,1.0,0,0,,1364631
51,non mandatory,5.0,ENG111,I like Brian's lectures Good materials  interesting articles  Brian answers all questions   His explanations about idioms are very interesting  ,False,2015-08-11 00:15:13,1.0,,5.0,False,False,5.0,,4.0,0,0,,1364631
52,non mandatory,4.0,ENG111,"I appreciated how lessons covered a variety of subjects:  up to date ,only apparently easy and never boring.  Maybe exercises could be a little more challenging if answers were not already filled in, but given only at  the end of the paper or upside down as in crosswords, so as .to be checked only when necessary and to give a chance to repeat .",False,2015-08-08 16:31:17,2.0,,4.0,False,False,4.0,,4.0,0,0,,1364631
53,non mandatory,5.0,ENG111,"So far, best English teachers I've ever met. I will try to keep on learning.",False,2015-05-07 21:50:24,3.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
54,non mandatory,5.0,ENG111,explains clearly and easily understand. ,False,2015-04-09 15:43:30,3.0,A+,4.0,True,False,5.0,,4.0,0,0,,1364631
55,non mandatory,5.0,ENG111,I simply admire this professor. I'm delighted by his ability to keep class attention during three hours. I appreciate a lot his constant words' etymology explanations. I really like how the studying material is organized. I enjoy a lot the way he is talking and reading. His pronounciation is clear for foreigners' understanding. ,False,2015-04-07 16:13:55,1.0,A+,5.0,False,False,5.0,,5.0,0,0,,1364631
56,mandatory,5.0,ENG111,good professor,False,2015-03-22 23:12:28,1.0,A,5.0,False,False,5.0,,5.0,0,0,,1364631
57,,4.0,ENG111,explanations for the origins of words are interesting colored handout are awesome! good that reading part gets adapted to the current holidays (e.g. christams in December etc)  I love your class :),False,2015-02-26 12:19:48,1.0,,5.0,False,False,5.0,,5.0,0,3,,1364631
58,,5.0,ENG111,The explanations are excelents and speak with clarity and with deep knowledge ,False,2015-01-25 21:28:40,1.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
59,non mandatory,5.0,ENG111,He is a very good teacher ever. I  respect his responsibility and sincerity.,False,2015-01-09 17:31:10,2.0,,5.0,False,True,5.0,,5.0,0,0,,1364631
60,,3.0,ENG111,The class is very helpful for me!,False,2014-12-06 18:26:02,3.0,,5.0,True,False,4.0,,4.0,0,0,,1364631
61,,5.0,ENG111,"This class is the class what I want. I love his teaching style, because he try to explain where a word is derived from. And materials given us each day are very helpful as well. ",False,2014-10-17 16:35:28,1.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
62,,5.0,ENG111,Classes are so perfect for non-native students that want to improve their level in English. Nothing to improve for the moment.,False,2014-10-14 18:06:54,1.0,,5.0,True,True,5.0,,5.0,0,0,,1364631
63,,5.0,ENG111,He is such an amazing teacher. He explains every necessary detail. He is very passionate about learning and teaching. He is one of the best teachers I have ever had.  Since he loves what he is doing  I feel lucky to be one of his students.,False,2014-09-24 04:02:19,4.0,,5.0,False,False,5.0,,1.0,0,1,,1364631
64,,4.0,ENG111,"Great class and helpful, really! I like it very much. Thanks Brian!",False,2014-09-09 08:54:02,2.0,,5.0,False,False,5.0,,5.0,0,1,,1364631
65,,5.0,ENG111,He is the best teacher for my life,False,2014-09-08 14:28:42,2.0,,5.0,False,False,5.0,,5.0,0,1,,1364631
66,,4.0,ENG111,"The class is really helpful! I have learnt a lot from it, and I really enjoy it. Thanks, Brian!",False,2014-08-29 15:12:23,2.0,,5.0,False,False,5.0,,5.0,0,1,,1364631
67,,4.0,ENG111,"Professor Zack is so enthusiastic and friendly. And the class is really helpful, especially in pronunciation and idioms.Hope there will be more opportunity for the students to communicate with each other and with the professor. Anyway, I love the class.It is great!",False,2014-08-29 15:04:02,2.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
68,,5.0,ENG111,"I like Brian's class and the material is great!!! Thank you, Brian.",False,2014-08-29 08:18:07,4.0,,5.0,False,False,5.0,,5.0,1,0,,1364631
69,,4.0,ENG111,"I like professor Brian Zack very much. According to this class,I learn many useful words, idioms and grammars. What is more, I can know about the American culture with the reading. It is very helpful for me to understand the American's behavior better. Thank you for opening this class.",False,2014-08-01 21:07:41,2.0,,4.0,False,False,4.0,,4.0,0,0,,1364631
70,Y,5.0,ENG111,"I like professor Brian Zack very  much. Thank you for opening this class. I was obsessed by this class. According to this class,I  grasp many words,idioms and lean more about the American culture.",False,2014-08-01 20:55:43,2.0,B+,5.0,False,False,5.0,,3.0,0,0,,1364631
71,N,4.0,ENG111,"Brian Zack is one of my best English tutors. It's impressive his knowledge about the etymology of the words. In my opinion, it makes his classes so much fun. Overall, I really enjoy his lecture. However, the reading part is boring.",False,2014-07-18 12:45:13,3.0,,5.0,False,False,5.0,,3.0,0,0,,1364631
72,,4.0,ENG111,helpful?good,False,2014-07-15 09:32:47,3.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
73,,5.0,ENG111,I like this English class!,False,2014-07-14 12:44:05,5.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
74,,4.0,ENG11,"Brian is a great, patient and attentive teacher! He prepares copies of a good material used in class for everyone. The textbook is very good, however it too much content for a class of 3 hours class. I think a lower content could be better explored and deepened.",False,2014-07-13 21:00:04,3.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
75,,5.0,ENG111,"I really like this class. Professor is very helpful, explains everything really clear. Also, he come to lesson with made textbooks, it really helps to understand everything.",False,2014-06-13 15:20:16,4.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
76,N,5.0,ENG111,"He is a great teacher, I enjoy his class",False,2014-05-14 22:00:17,1.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
77,,5.0,ENG111,"In my opinion, this English class is really useful, so it contains the most difficult items in English language, spelling and pronunciation. Although, sometimes it is a little boring, but at the same time I know it is the only way to teach to so many people. Really good job!!!!!",False,2014-04-30 12:46:21,2.0,,5.0,False,False,5.0,,2.0,0,0,,1364631
78,N,4.0,COS126,"your class is useful for me,it's better if class has more American culture.",False,2014-04-25 14:13:03,3.0,Not_Sure_Yet,5.0,False,False,5.0,,5.0,0,0,,1364631
79,,5.0,ENG111,"I like this linguistic approach,because I understand much.",False,2014-04-22 11:40:13,2.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
80,N,5.0,INFORMALENGLIS,"Classes very Cool. He is a Great proefssor. I Think that he can hang on there slowly, but he is very helpful.",False,2014-03-29 12:26:48,1.0,A+,5.0,False,False,5.0,,5.0,0,0,,1364631
81,,3.0,ENG111,It is fun to take the class. A useful textbook.,False,2014-03-27 22:14:09,3.0,,4.0,False,False,4.0,,4.0,0,0,,1364631
82,,5.0,ENG111,"Brian, Thank you! I like your class!",False,2014-03-21 17:10:13,3.0,,5.0,False,False,5.0,,4.0,0,0,,1364631
83,,5.0,ENG111,"Brian is an excellent teacher! He teaches us 3 hours - all the time with the same enthusiasm. He explains everything clearly and patiently (and humorously). And the best is that he shows us how words are built, how they are related to each other and where are they from. Thank you Brian for your great classes!",False,2014-03-21 15:57:25,2.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
84,N,4.0,ENG111,"Grammars, idioms and vocabulary are very useful!",False,2014-02-13 13:47:21,4.0,Not_Sure_Yet,1.0,False,False,3.0,,4.0,0,0,,1364631
85,,5.0,ENG111,"Brian's class is amazing. Brian is a very smart person and he is a very good speaker. I enjoy how he divides the contents of the classes but in my opinion at the end of the class the text is so big that we don't have enough time to discuss it appropriately. Anyway, I'm pretty happy to attend his classes.",False,2014-02-06 19:57:29,2.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
86,,5.0,ENG111,"Initially am not interested in attending the class but once after attending the first class, I started to wait for the next class.. :-) Thanks Brian",False,2014-02-06 18:27:46,2.0,,5.0,False,False,5.0,,4.0,0,0,,1364631
87,,4.0,ENG111,We feel free to ask questions. I benefit from this point a lot.,False,2014-02-05 18:11:44,3.0,,5.0,False,False,5.0,,3.0,0,0,,1364631
88,N,4.0,ENG111,Excellent teacher.,False,2014-02-02 15:53:13,2.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
89,,5.0,ENG111,"I always enjoy his class! His class is well-balanced to study English because his handout consists of word, grammar, reading, comics and so on.",False,2014-01-30 15:41:42,1.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
90,Y,5.0,ENG111,Brian is a wonderful teacher! He is always open to any questions and answer them with great patience. The most important thing is that he really liked English at convey his passion to the students.,False,2014-01-29 19:45:29,2.0,A,5.0,False,False,5.0,,5.0,0,0,,1364631
91,N,5.0,ENG111,"Although Brian's class is not a mandatory class, I attend his class every week on time. Honest speaking, attending his class is the most exciting thing during my entire week! He is very patient and nice in class, not only teach us the authentic English but also a lot of culture things. Yes, his class is wonderful and interesting!",False,2014-01-25 17:24:48,1.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
92,,5.0,INFORMAL,"Excellent teacher! Always on time, with good material, understanding and examples. He is a wisdom of the origin of the words! I'm proud of being his student.",False,2013-04-25 14:10:53,1.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
93,,5.0,INFORMALENGLISH,"Excellent teacher. Very, very helpful lessons for non native speakers. I feel lucky having had the opportunity to attend his lessons. The handout is well done. No one yawn during the two-and-half-hours lesson.",False,2013-03-29 23:57:31,2.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
94,,4.0,ENG0000,"Even though this was my first class, I learnt a lot and I love the way the class goes. But i would also prefer more individual reading and conversation so that i have enough practice to speak english which is where I have most of the problem.",False,2012-02-17 21:27:20,1.0,,4.0,False,False,4.0,,4.0,0,0,,1364631
95,,4.0,IEG1,"I love this class. With only 4 classes I feel comfortable enough to read in English. A couple times speaks fast and I can't follow, but it's already amazing.  ",False,2012-02-17 16:10:39,2.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
96,,5.0,ENGINFM,Eventhough today was my first class I can say he is a great teacher. One of the best english class I´ve ever attended. He really cares about the material and you can tell he really enjoys what he does. So good to have found his class!,False,2012-01-06 23:59:38,1.0,,5.0,False,False,5.0,,4.0,0,0,,1364631
97,,4.0,ENGINFM,I love his class. The grammar and vocabulary are very helpful. I would prefer if the reading could be commented in class instead of only read. The bloopers are great!!,False,2012-01-03 18:32:06,2.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
98,,5.0,ENG101,"Exceptionally committed to the class, you can tell he absolutely loves his class. Highly recommended for anyone who has the option to attend, an entirely worthwhile and enlightening experience!",False,2011-11-02 01:00:40,2.0,,5.0,False,False,5.0,,4.0,0,0,,1364631
99,,5.0,ENG100,"About TEOFL and regular English class: Extremely interested person, has great knowledge about world, language, American way of living, awesome teacher who can provide information, news and like no one raise interest level prior to attending to his English class!!",False,2011-09-19 11:09:24,3.0,,5.0,False,False,5.0,,4.0,0,0,,1364631
100,,4.0,ENG1,"I'm happy with your new vocabulary book, but I like also the other one with the pictures. I think you could alternate them. To do both is surely too much vocabulary for me!",False,2010-01-04 12:29:14,3.0,,5.0,False,False,5.0,,4.0,0,0,,1364631
101,,5.0,INFENG,I'm very impressed by his knowledge and enthusiam. His lecture is not only interesting but also very helpful. I'm very lucky to be his student.,False,2009-12-06 02:45:00,1.0,,5.0,False,False,5.0,,5.0,0,0,,1364631
102,,4.0,ENG101,No Comments,False,2009-12-04 15:00:09,2.0,,4.0,False,False,4.0,,5.0,0,0,,1364631
103,,1.0,WWS307,"Her lectures lack any objectivity and balance of both sides of an issue. They are an ongoing, disorganized spewing of her opinions based on outdated references. She doesn't allow questions during class so there is no opportunity for a discussion that could lead to explorations of other ideas than hers. AWFUL",False,2019-09-27 21:15:19,3.0,,1.0,False,False,1.0,,5.0,0,0,0.0,136441
104,mandatory,5.0,ECO101ECO370,"Professor Bogan is a hero among women. She is the successful lady economist of your dreams. She is a brilliant lecturer and patient and fair in office hours. Take all of her classes, fantastic for Public Economics and American Economic History.",False,2018-10-12 12:40:36,4.0,A,5.0,True,False,5.0,Respected--Inspirational--ACCESSIBLE OUTSIDE CLASS,5.0,0,1,1.0,136441
105,mandatory,4.0,ECO101,"I took 101 followed by 102, and I devised this strategy: Ignore the textbook. Go to lecture. (Though a friend did the opposite and got OK grades, too.) This was one of the unsung changed-my-life classes, not because it made me scrap my plans and become an economist but because I used it and thought about it every single day from then on.",False,2018-07-10 00:35:03,3.0,A-,4.0,True,False,4.0,ACCESSIBLE OUTSIDE CLASS--GRADED BY FEW THINGS,0.0,0,2,1.0,136441
106,non mandatory,1.0,ECO101ECO370,This course was better than previous. But she's still horrendous. Cannot believe I took her for this semester and the following.,False,2017-11-22 03:07:14,1.0,B+,1.0,False,False,1.0,,0.0,0,1,0.0,136441
107,mandatory,5.0,ECO101,"Fantastic professor, my favorite in Economics so far!",False,2016-12-12 13:04:03,4.0,A,5.0,True,False,5.0,Gives good feedback--Respected--ACCESSIBLE OUTSIDE CLASS,5.0,0,1,1.0,136441
108,,5.0,ECO100,"Bogan is a good lecturer and a helpful teacher. She's a lovely professor to have, but be ready for some less-than-perfectly written exams and a worthless textbook.",False,2015-05-30 05:09:36,3.0,,5.0,True,False,5.0,,1.0,0,4,,136441
109,N,5.0,ECO102,"Professor Bogan is amazing.  She inspired me to become an Economics major - even though it was not an easy - and inspired me to pursue a career in business.  She is an great professor and advisor, as well as a tremendous role model for women pursuing a career in Economics, Finance and business.",False,2013-10-18 11:27:47,4.0,,5.0,False,False,5.0,,2.0,3,1,,136441
110,,5.0,ECO1,"She was my professor at FDU 28 years ago and was BY FAR the best professor I ever had, left me with a life long passion for economcis",False,2012-12-31 10:21:21,4.0,,5.0,False,False,5.0,,4.0,0,5,,136441
111,,5.0,WWS307,Love love love Bogan. Favorite Professor of all time. She is seriously smart. Changed my whole outlook in Princeton and after. My thesis was influenced by her love of monetary policy.,False,2010-04-13 16:20:45,4.0,,5.0,False,False,5.0,,4.0,0,5,,136441
112,,5.0,ECO101,"Beth Bogan made me love economics when I was dreading having to take it. Found her lectures crystal clear and interesting, and she's one of the most approachable professors I've ever had. Ended up taking a lot more econ. One of my absolute favorite profs ever.",False,2009-12-29 16:22:15,4.0,,5.0,False,False,5.0,,3.0,0,4,,136441
113,,4.0,ECO101,Boring but nice,False,2009-11-11 15:44:24,1.0,,4.0,False,False,4.0,,2.0,0,0,,136441
114,,5.0,ECON101,Took her class 25 years ago at a different school....she is who inspired me to go into economics and finance...,False,2009-02-06 17:07:45,4.0,,4.0,False,False,5.0,,4.0,0,0,,136441
115,,3.0,ECO101,"She's a bit boring, but definately well intentioned. Her  lecture slides which are available online are very good so you don't really have to go to class.",False,2008-03-11 01:08:12,4.0,,4.0,False,False,4.0,,3.0,0,1,,136441
116,,2.0,ECON101,"I took her course more than 10 years ago, and I'm still scarred.  While she keeps a good front by holding more office hours than most, she doesn't connect with most students.  Her lectures are notoriously unstructured, and you'll have a hard time following them if you're a novice.  She's well intentioned, but she's not an effective teacher.",False,2008-02-09 00:54:36,4.0,,2.0,False,False,2.0,,2.0,1,3,,136441
117,,1.0,ECO101,not good,False,2007-05-15 06:27:58,5.0,,1.0,False,False,1.0,,4.0,0,1,,136441
118,,5.0,ECON101,"Clear, but a little dry. Most office hours I've ever seen, from any professor, anywhere.  Really cares about students.",False,2006-11-27 22:48:43,3.0,,5.0,False,False,5.0,,5.0,1,3,,136441
119,,5.0,ECON101,"Great course, well taught, excellent lectures, precise and accurate testing",False,2006-02-22 14:12:36,2.0,,5.0,False,False,5.0,,,1,0,,136441
120,Y,5.0,ECO101ECO370,Fantastic teacher. Has the most office hours on campus,False,2005-08-14 15:01:10,3.0,A+,5.0,False,False,5.0,,,0,0,,136441
